Team Code,Game Code,Rush Att,Rush Yard,Rush TD,Pass Att,Pass Comp,Pass Yard,Pass TD,Pass Int,Pass Conv,Kickoff Ret,Kickoff Ret Yard,Kickoff Ret TD,Punt Ret,Punt Ret Yard,Punt Ret TD,Fum Ret,Fum Ret Yard,Fum Ret TD,Int Ret,Int Ret Yard,Int Ret TD,Misc Ret,Misc Ret Yard,Misc Ret TD,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal
796,WISCWIL20140906,39,162,1,29,24,290,4,1,NA,1,NA,0,7,NA,0,0,NA,0,1,NA,0,0,NA,0,1,0,5,5,0,0,0,0,0,37,2,NA,6,0,0,NA,NA,1,1,NA,NA,3,-6,1,-6,NA,2,NA,0,8,14,2,2078,NA,NA,14,5,3,1,NA,5,0
771,WISCWIL20140906,31,60,0,20,12,102,0,1,NA,6,NA,0,2,NA,0,0,NA,0,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,3,7,NA,2,0,1,NA,NA,2,1,NA,NA,2,-7,2,-9,NA,1,NA,0,6,4,1,2298,NA,NA,11,4,0,0,NA,0,1
647,CLEMSCST20140906,28,23,0,25,13,97,0,1,NA,8,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,1,7,12,NA,3,0,0,NA,NA,0,0,NA,NA,0,0,4,-38,NA,1,NA,0,3,2,0,1500,NA,NA,15,2,1,0,NA,0,0
147,CLEMSCST20140906,51,272,4,42,32,467,4,0,NA,3,NA,0,12,NA,0,0,NA,0,1,NA,1,0,NA,0,3,3,9,8,0,0,0,0,0,73,0,NA,13,0,5,NA,NA,1,1,NA,NA,4,-10,1,-10,NA,0,NA,0,16,13,1,2043,NA,NA,16,7,2,1,NA,6,2
657,STNFRDUSC20140906,37,155,1,22,15,135,0,0,NA,2,NA,0,2,NA,0,0,NA,0,0,NA,0,0,NA,0,2,2,1,1,0,0,0,0,0,13,4,NA,4,0,1,NA,NA,1,0,NA,NA,0,0,2,-20,NA,2,NA,0,8,7,2,-242,NA,NA,15,7,1,0,NA,1,1
674,STNFRDUSC20140906,37,115,1,30,22,285,0,0,NA,3,NA,0,4,NA,0,0,NA,0,0,NA,0,0,NA,0,3,1,1,1,0,0,0,0,0,10,2,NA,3,0,1,NA,NA,2,2,NA,NA,1,-2,2,-10,NA,1,NA,0,7,12,2,1135,NA,NA,14,6,1,0,NA,1,1
736,VANDYMISS20140906,24,120,0,25,7,99,0,1,NA,5,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,3,7,NA,2,0,2,NA,NA,0,0,NA,NA,3,-9,0,0,NA,1,NA,0,4,4,1,2139,NA,NA,13,4,1,0,NA,0,1
433,VANDYMISS20140906,50,174,3,38,28,366,1,0,NA,0,NA,0,7,NA,0,0,NA,0,1,NA,1,0,NA,0,2,2,5,5,0,0,0,0,0,41,0,NA,8,0,3,NA,NA,1,1,NA,NA,0,0,3,-17,NA,0,NA,0,11,17,4,3144,NA,NA,15,10,2,0,NA,4,2
529,OREGMICHST20140906,41,178,3,27,16,313,3,0,NA,3,NA,0,6,NA,0,0,NA,0,2,NA,0,0,NA,0,1,1,5,5,1,1,0,0,0,46,7,NA,8,0,3,NA,NA,0,0,NA,NA,1,-1,0,0,NA,0,NA,0,7,7,2,2382,NA,NA,16,6,2,1,NA,2,1
416,OREGMICHST20140906,36,123,1,47,29,334,2,2,NA,5,NA,0,7,NA,0,0,NA,0,0,NA,0,0,NA,0,2,2,3,3,0,0,1,1,0,27,6,NA,6,0,3,NA,NA,0,0,NA,NA,0,0,1,-2,NA,0,NA,0,6,16,0,1985,NA,NA,17,5,1,0,NA,3,1
367,LVILLEMURYST20140906,49,325,6,40,25,278,3,0,NA,3,NA,0,6,NA,0,0,NA,0,1,NA,0,0,NA,0,1,1,9,9,0,0,0,0,0,66,2,NA,11,0,5,NA,NA,0,0,NA,NA,3,-10,1,-7,NA,0,NA,0,13,11,2,2394,NA,NA,19,10,6,4,NA,8,0
454,LVILLEMURYST20140906,19,36,0,38,21,251,3,1,NA,6,NA,0,2,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,3,3,0,0,0,0,0,21,6,NA,4,0,1,NA,NA,0,0,NA,NA,1,-7,1,-6,NA,0,NA,0,0,12,0,1114,NA,NA,12,3,2,0,NA,2,0
196,SCECU20140906,21,131,1,47,33,324,1,2,NA,3,NA,0,1,NA,0,0,NA,0,1,NA,0,0,NA,0,4,3,2,2,0,0,0,0,0,23,1,NA,6,0,0,NA,NA,0,0,NA,NA,0,0,0,0,NA,0,NA,0,4,19,3,2060,NA,NA,11,6,1,1,NA,2,2
648,SCECU20140906,38,175,2,38,25,267,1,1,NA,6,NA,0,1,NA,0,0,NA,0,2,NA,0,0,NA,0,4,4,3,3,0,0,0,0,0,33,1,NA,8,0,5,NA,NA,0,0,NA,NA,2,-5,0,0,NA,0,NA,1,9,14,2,2208,NA,NA,13,5,1,1,NA,2,2
630,AUBURNSJST20140906,43,59,0,32,19,254,1,3,NA,5,NA,0,2,NA,0,0,NA,0,0,NA,0,0,NA,0,3,2,1,1,0,0,0,0,0,13,4,NA,4,0,1,NA,NA,0,0,NA,NA,0,0,3,-28,NA,2,NA,0,9,8,5,2956,NA,NA,19,7,3,2,NA,0,2
37,AUBURNSJST20140906,50,360,6,23,13,132,1,0,NA,3,NA,0,4,NA,1,0,NA,0,3,NA,0,0,NA,0,1,1,8,8,0,0,0,0,0,59,2,NA,9,0,4,NA,NA,2,1,NA,NA,1,-1,0,0,NA,0,NA,0,16,5,3,2361,NA,NA,13,8,2,0,NA,6,1
28,NMEXARIZST20140906,49,437,6,20,11,191,2,0,NA,0,NA,0,7,NA,0,0,NA,0,0,NA,0,0,NA,0,2,1,7,5,1,1,0,0,1,58,3,NA,10,0,6,NA,NA,5,1,NA,NA,3,-17,1,-1,NA,2,NA,0,16,5,2,2409,NA,NA,13,6,1,0,NA,5,1
473,NMEXARIZST20140906,54,226,2,11,7,130,1,0,NA,4,NA,0,3,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,3,3,0,0,1,1,0,23,7,NA,4,0,4,NA,NA,2,1,NA,NA,1,-1,3,-24,NA,5,NA,0,10,4,4,2939,NA,NA,14,2,1,0,NA,2,0
234,FSUCIT20140906,36,209,2,31,24,277,2,0,NA,3,NA,0,4,NA,0,0,NA,0,0,NA,0,0,NA,0,3,3,4,4,0,0,1,0,0,37,1,NA,8,0,8,NA,NA,0,0,NA,NA,0,0,0,0,NA,0,NA,0,15,12,1,1591,NA,NA,8,4,0,0,NA,4,3
141,FSUCIT20140906,55,249,0,14,5,72,2,0,NA,0,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,1,0,0,0,0,12,4,NA,3,0,0,NA,NA,0,0,NA,NA,0,0,1,-5,NA,0,NA,0,16,4,0,1029,NA,NA,18,11,3,0,NA,2,0
508,BAYLORNWST20140906,41,72,0,19,8,124,0,1,NA,8,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,0,2,2,0,0,0,0,0,0,0,6,9,NA,3,0,0,NA,NA,1,0,NA,NA,0,0,3,-23,NA,1,NA,0,4,6,3,1883,NA,NA,15,2,1,1,NA,0,2
51,BAYLORNWST20140906,50,259,5,28,19,454,5,0,NA,3,NA,0,9,NA,0,0,NA,0,1,NA,0,0,NA,0,0,0,10,10,0,0,0,0,0,70,1,NA,11,0,3,NA,NA,1,1,NA,NA,3,-23,0,0,NA,1,NA,0,16,8,2,1647,NA,NA,16,9,2,2,NA,5,0
365,LSUSAMST20140906,60,343,6,18,11,164,4,0,NA,1,NA,0,10,NA,0,0,NA,0,2,NA,0,0,NA,0,0,0,10,9,1,1,0,0,0,63,3,NA,9,0,5,NA,NA,1,1,NA,NA,8,-40,1,-4,NA,1,NA,0,15,7,2,2637,NA,NA,12,7,0,0,NA,8,0
624,LSUSAMST20140906,36,48,0,27,9,157,0,2,NA,4,NA,0,3,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,10,NA,1,0,0,NA,NA,1,1,NA,NA,1,-4,7,-51,NA,1,NA,0,5,6,2,886,NA,NA,13,3,2,0,NA,0,0
697,TXAMLAMAR20140906,34,231,4,40,27,393,6,1,NA,2,NA,0,10,NA,0,0,NA,0,1,NA,0,0,NA,0,1,1,10,10,0,0,0,0,0,73,1,NA,12,0,9,NA,NA,4,1,NA,NA,1,-1,0,0,NA,2,NA,0,10,10,4,1448,NA,NA,11,7,1,0,NA,5,1
346,TXAMLAMAR20140906,36,80,0,42,16,151,0,1,NA,3,NA,0,1,NA,0,0,NA,0,1,NA,0,0,NA,0,2,1,0,0,0,0,0,0,0,3,10,NA,2,0,0,NA,NA,2,0,NA,NA,0,0,3,-11,NA,4,NA,0,7,7,1,1301,NA,NA,18,4,4,3,NA,0,1
418,NDMICH20140906,35,98,0,32,19,189,0,3,NA,1,NA,0,6,NA,0,0,NA,0,0,NA,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,4,NA,1,0,0,NA,NA,2,1,NA,NA,2,-6,3,-33,NA,0,NA,0,6,12,2,1908,NA,NA,13,4,2,1,NA,0,0
513,NDMICH20140906,30,71,1,34,23,226,3,0,NA,1,NA,0,4,NA,0,0,NA,0,3,NA,0,0,NA,0,1,1,4,4,0,0,0,0,0,31,6,NA,6,0,5,NA,NA,0,0,NA,NA,4,-24,0,0,NA,2,NA,0,3,12,2,2484,NA,NA,14,5,1,1,NA,3,0
457,UNCSDGST20140906,33,132,1,31,21,263,2,1,NA,5,NA,0,4,NA,0,0,NA,0,3,NA,1,0,NA,0,2,1,4,4,0,0,0,0,0,31,5,NA,6,0,5,NA,NA,0,0,NA,NA,2,0,0,0,NA,0,NA,0,8,9,1,2198,NA,NA,13,5,1,1,NA,2,1
626,UNCSDGST20140906,34,165,2,38,23,436,1,3,NA,1,NA,0,5,NA,0,0,NA,0,1,NA,0,0,NA,0,2,2,3,3,0,0,0,0,0,27,4,NA,6,0,1,NA,NA,0,0,NA,NA,1,-1,1,2,NA,0,NA,0,6,11,4,3950,NA,NA,14,6,0,0,NA,2,1
518,OHIOSTVATECH20140906,40,108,2,29,10,274,1,3,NA,6,NA,0,6,NA,0,0,NA,0,2,NA,0,0,NA,0,2,0,3,3,0,0,0,0,0,21,6,NA,4,0,0,NA,NA,0,0,NA,NA,1,-65,7,-54,NA,1,NA,0,8,5,3,653,NA,NA,16,2,1,1,NA,2,0
742,OHIOSTVATECH20140906,40,123,2,36,23,199,2,2,NA,4,NA,0,6,NA,0,0,NA,0,3,NA,1,0,NA,0,1,0,5,5,0,0,0,0,0,35,6,NA,6,0,0,NA,NA,1,1,NA,NA,0,0,2,-24,NA,0,NA,0,6,12,4,1999,NA,NA,17,9,0,0,NA,4,0
110,UCLAMEMP20140906,41,145,3,44,34,413,3,1,NA,4,NA,0,7,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,5,4,1,1,0,0,0,42,7,NA,7,0,3,NA,NA,0,0,NA,NA,2,-3,1,-10,NA,0,NA,0,11,12,6,1818,NA,NA,16,8,1,1,NA,4,0
404,UCLAMEMP20140906,39,165,3,42,27,302,1,0,NA,4,NA,0,7,NA,0,0,NA,0,1,NA,1,0,NA,0,1,0,5,5,0,0,1,1,0,35,7,NA,6,0,2,NA,NA,0,0,NA,NA,2,-4,1,-6,NA,0,NA,0,4,15,2,1725,NA,NA,16,5,0,0,NA,3,0
