"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","Fumble","Fumble Lost","Safety","Fair Catch"
0433073620130829,197,736,1058128,1,34,0,0,0,0,0
1320074920130829,1,749,1058203,1,21,0,0,0,0,0
1320074920130829,11,749,1058203,1,23,0,0,0,0,0
1320074920130829,45,1320,1059507,1,21,0,0,0,0,0
1320074920130829,68,1320,1059507,1,35,0,0,0,0,0
1320074920130829,84,1320,1059507,1,15,0,0,0,0,0
1320074920130829,96,1320,1059507,1,21,0,0,0,0,0
1320074920130829,132,1320,1059507,1,28,0,0,0,0,0
0501002920130830,13,501,1043666,1,18,0,0,0,0,0
0501002920130830,76,501,1043666,1,16,0,0,0,0,0
0625025420130830,1,625,1035940,1,100,1,0,0,0,0
0625025420130830,3,254,1038251,1,22,0,0,0,0,0
0625025420130830,26,625,1035940,1,22,0,0,0,0,0
0625025420130830,55,625,1035940,1,27,0,0,0,0,0
0625025420130830,124,254,1038251,1,25,0,0,0,0,0
0625025420130830,141,254,1038278,1,12,0,0,0,0,0
0625025420130830,151,254,1038251,1,13,0,0,0,0,0
0625025420130830,176,254,1038278,1,19,0,0,0,0,0
0625025420130830,185,625,1046091,1,0,0,0,0,0,0
0665028820130830,1,665,1059296,1,8,0,0,0,0,0
0665028820130830,14,665,1059296,1,4,0,0,0,0,0
0665028820130830,37,665,1059296,1,35,0,0,0,0,0
0665028820130830,70,288,1055341,1,20,0,0,0,0,0
0665028820130830,97,665,1059296,1,24,0,0,0,0,0
0665028820130830,110,288,1055341,1,26,0,0,0,0,0
0665028820130830,122,288,1055341,1,24,0,0,0,0,0
0665028820130830,135,665,1059296,1,17,0,0,0,0,0
0665028820130830,209,665,1051792,1,28,0,0,0,0,0
0493032720130830,35,327,1032263,1,5,0,0,0,0,0
0493032720130830,53,493,1035680,1,28,0,0,0,0,0
0493032720130830,83,327,1032263,1,6,0,0,0,0,0
0493032720130830,88,493,1035680,1,30,0,0,0,0,0
0493032720130830,114,327,1032287,1,3,0,0,0,0,0
0493032720130830,125,327,1024349,1,18,0,0,0,0,0
0229041520130830,55,229,1055056,1,20,0,0,0,0,0
0229041520130830,78,229,1055056,1,14,0,0,0,0,0
0229041520130830,90,229,1023823,1,18,0,0,0,0,0
0229041520130830,100,415,1040249,1,11,0,0,0,0,0
0229041520130830,148,229,1047082,1,15,0,0,0,0,0
0774041620130830,1,416,1032671,1,27,0,0,0,0,0
0774041620130830,25,774,1034999,1,19,0,0,0,0,0
0774041620130830,79,416,1032671,1,17,0,0,0,0,0
0774041620130830,154,774,1034999,1,18,0,0,0,0,0
0700066320130830,17,663,1033893,1,13,0,0,0,0,0
0700066320130830,57,663,1057302,1,18,0,0,0,0,0
0700066320130830,81,700,1041774,1,23,0,0,0,0,0
0700066320130830,136,663,1057302,1,19,0,0,0,0,0
0700066320130830,146,700,1041774,1,14,0,0,0,0,0
0446072520130830,1,446,1029168,1,21,0,0,0,0,0
0446072520130830,23,446,1029168,1,24,0,0,0,0,0
0446072520130830,50,446,1029168,1,18,0,0,0,0,0
0446072520130830,73,725,1042054,1,21,0,0,0,0,0
0446072520130830,84,725,1034530,1,22,0,0,0,0,0
0446072520130830,91,446,1052535,1,18,0,0,0,0,0
0446072520130830,103,725,1034530,1,17,0,0,0,0,0
2678003020130831,49,2678,1059563,1,8,0,0,0,0,0
2678003020130831,64,2678,1036862,1,16,0,0,0,0,0
2678003020130831,95,2678,1059588,1,11,0,0,0,0,0
2678003020130831,115,2678,1059563,1,21,0,0,0,0,0
0671003120130831,119,671,1049364,1,18,0,0,0,0,0
0754003720130831,16,37,1038641,1,19,0,0,0,0,0
0754003720130831,76,37,1038641,1,100,1,0,0,0,0
0754003720130831,145,37,1038641,1,22,0,0,0,0,0
0754003720130831,176,754,1050281,1,30,0,0,0,0,0
2915005120130831,1,51,1023213,1,29,0,0,0,0,0
2915005120130831,132,51,1023213,1,17,0,0,0,0,0
2915005120130831,153,2915,1054084,1,23,0,0,0,0,0
2915005120130831,168,2915,1059629,1,15,0,0,0,0,0
2915005120130831,194,2915,1044978,1,40,0,0,0,0,0
0739006720130831,8,67,1046508,1,30,0,0,0,0,0
0739006720130831,31,67,1038789,1,19,0,0,0,0,0
0739006720130831,85,67,1038789,1,15,0,0,0,0,0
0739006720130831,114,739,1044047,1,19,0,0,0,0,0
0509010720130831,1,107,1054660,1,18,0,0,0,0,0
0509010720130831,20,107,1054660,1,18,0,0,0,0,0
0509010720130831,57,107,1054660,1,34,0,0,0,0,0
0509010720130831,81,107,1054660,1,28,0,0,0,0,0
0509010720130831,112,509,1048642,1,16,0,0,0,0,0
0509010720130831,131,509,1048642,1,24,0,1,1,0,0
0509010720130831,151,107,1054660,1,15,0,0,0,0,0
0509010720130831,193,107,1054660,1,13,0,0,0,0,0
0509010720130831,205,509,1048642,1,19,0,0,0,0,0
0509010720130831,221,107,1038932,1,18,0,0,0,0,0
0466011020130831,35,110,1038972,1,18,0,0,0,0,0
0466011020130831,66,466,1040612,1,17,0,0,0,0,0
0466011020130831,83,110,1038972,1,19,0,0,0,0,0
0466011020130831,95,466,1040612,1,14,0,0,0,0,0
0466011020130831,111,110,1038972,1,16,0,0,0,0,0
0466011020130831,113,110,1038972,1,25,0,0,0,0,0
0466011020130831,127,466,1040612,1,18,0,0,0,0,0
0466011020130831,174,110,1038972,1,25,0,0,0,0,0
0466011020130831,185,466,1056406,1,18,0,0,0,0,0
0559014020130831,40,559,1041192,1,23,0,0,0,0,0
0559014020130831,78,559,1048993,1,20,0,0,0,0,0
0559014020130831,80,140,1039068,1,22,0,0,0,0,0
0559014020130831,95,559,1048993,1,13,0,0,0,0,0
0559014020130831,108,559,1041177,1,20,0,0,0,0,0
0257014720130831,1,147,1039103,1,24,0,0,0,0,0
0257014720130831,24,147,1039096,1,18,0,0,0,0,0
0257014720130831,63,147,1039096,1,18,0,0,0,0,0
0489019320130831,27,489,1053209,1,18,0,0,0,0,0
0489019320130831,92,489,1043587,1,28,0,0,0,0,0
0489019320130831,119,489,1043587,1,16,0,0,0,0,0
0489019320130831,134,489,1043587,1,19,0,0,0,0,0
0489019320130831,162,489,1053209,1,17,0,0,0,0,0
0523019620130831,80,523,1059162,1,20,0,0,0,0,0
0523019620130831,119,196,1023089,1,23,0,0,0,0,0
0523019620130831,158,523,1059158,1,11,0,0,0,0,0
0523019620130831,193,523,1059162,1,14,0,0,0,0,0
0290020420130831,2,204,1039315,1,26,0,0,0,0,0
0290020420130831,38,290,1044287,1,17,0,0,0,0,0
0290020420130831,58,204,1039315,1,12,0,0,0,0,0
0290020420130831,73,204,1039315,1,25,0,0,0,0,0
0290020420130831,82,290,1044287,1,17,0,0,0,0,0
0290020420130831,84,290,1044287,1,13,0,0,0,0,0
0290020420130831,114,204,1039315,1,19,0,0,0,0,0
0290020420130831,124,290,1044287,1,12,0,0,0,0,0
0290020420130831,135,290,1052369,1,23,0,0,0,0,0
0290020420130831,159,290,1052369,1,18,0,0,0,0,0
0709023520130831,19,709,1034342,1,19,0,0,0,0,0
0709023520130831,44,709,1034342,1,23,0,0,0,0,0
0709023520130831,57,235,1031919,1,17,0,0,0,0,0
0709023520130831,69,709,1057771,1,9,0,0,0,0,0
0709023520130831,99,235,1031919,1,31,0,0,0,0,0
0709023520130831,125,709,1034342,1,16,0,0,0,0,0
1068025520130831,46,1068,1036588,1,17,0,0,0,0,0
1068025520130831,156,1068,1044246,1,22,0,0,0,0,0
0659030120130831,1,301,1032108,1,17,0,0,0,0,0
0659030120130831,101,659,1037506,1,60,0,0,0,0,0
0659030120130831,112,301,1047394,1,20,0,0,0,0,0
0659030120130831,121,659,1037506,1,13,0,0,0,0,0
0659030120130831,128,301,1047394,1,100,1,0,0,0,0
0659030120130831,174,301,1055429,1,-2,0,1,0,0,0
0504031120130831,1,311,1039730,1,21,0,0,0,0,0
0504031120130831,21,311,1039730,1,11,0,0,0,0,0
0504031120130831,30,504,1051489,1,22,0,0,0,0,0
0504031120130831,41,311,1039730,1,18,0,0,0,0,0
0504031120130831,61,311,1039730,1,18,0,0,0,0,0
0504031120130831,117,504,1051489,1,10,0,0,0,0,0
0504031120130831,143,311,1055496,1,31,0,0,0,0,0
0503031220130831,1,312,1047514,1,16,0,0,0,0,0
0503031220130831,27,312,1024279,1,19,0,0,0,0,0
0503031220130831,40,312,1024279,1,10,0,0,0,0,0
0503031220130831,112,503,1048630,1,20,0,0,0,0,0
0503031220130831,160,312,1047514,1,16,0,0,0,0,0
0503031220130831,199,312,1024279,1,19,0,0,0,0,0
0503031220130831,219,312,1039812,1,0,0,0,0,0,0
0414038820130831,1,414,1040193,1,21,0,0,0,0,0
0414038820130831,21,388,1047809,1,9,0,0,0,0,0
0414038820130831,49,414,1040193,1,21,0,0,0,0,0
0414038820130831,97,388,1047809,1,33,0,0,0,0,0
0414038820130831,159,414,1047984,1,15,0,0,0,0,0
0231039220130831,1,392,1047835,1,40,0,0,0,0,0
0231039220130831,10,231,1031836,1,13,0,1,1,0,0
0231039220130831,15,231,1031836,1,22,0,0,0,0,0
0231039220130831,24,392,1047835,1,14,0,0,0,0,0
0231039220130831,31,231,1031836,1,23,0,0,0,0,0
0231039220130831,64,392,1047835,1,16,0,0,0,0,0
0231039220130831,68,231,1031836,1,15,0,0,0,0,0
0231039220130831,78,231,1031836,1,19,0,0,0,0,0
0231039220130831,149,231,1055086,1,18,0,0,0,0,0
0129041820130831,20,418,1048068,1,22,0,0,0,0,0
0129041820130831,28,129,1046783,1,20,0,0,0,0,0
0129041820130831,48,129,1046790,1,16,0,0,0,0,0
0129041820130831,71,418,1048068,1,24,0,0,0,0,0
0129041820130831,85,129,1046790,1,23,0,0,0,0,0
0129041820130831,96,129,1046790,1,22,0,0,0,0,0
0129041820130831,98,418,1048068,1,21,0,0,0,0,0
0129041820130831,106,129,1046790,1,27,0,0,0,0,0
0129041820130831,145,418,1048068,1,39,0,0,0,0,0
0454043420130831,34,454,1035566,1,16,0,0,0,0,0
0454043420130831,51,434,1032914,1,21,0,0,0,0,0
0811046320130831,23,463,1032988,1,37,0,0,0,0,0
0811046320130831,85,811,1058467,1,18,0,0,0,0,0
0811046320130831,105,463,1032988,1,35,0,0,0,0,0
0811046320130831,112,811,1050514,1,18,0,0,0,0,0
0811046320130831,139,811,1050514,1,17,0,0,0,0,0
0811046320130831,149,463,1025075,1,10,0,0,0,0,0
0811046320130831,184,463,1040553,0,0,0,0,0,0,1
0706047320130831,1,473,1033129,1,23,0,0,0,0,0
0706047320130831,95,473,1033129,1,15,0,0,0,0,0
0366049020130831,104,490,1025261,1,13,0,0,0,0,0
0366049020130831,106,366,1026564,1,18,0,0,0,0,0
0366049020130831,147,366,1024512,1,20,0,0,0,0,0
0366049020130831,155,490,1025261,1,25,0,0,0,0,0
0295049720130831,38,295,1055397,1,16,0,0,0,0,0
0295049720130831,76,295,1055397,1,17,0,0,0,0,0
0295049720130831,101,497,1033197,1,28,0,0,0,0,0
0295049720130831,135,295,1055397,1,43,0,0,0,0,0
0690051320130831,1,513,1040894,1,21,0,0,0,0,0
0690051320130831,7,690,1041642,1,30,0,0,0,0,0
0690051320130831,91,513,1040894,1,19,0,0,0,0,0
0690051320130831,94,690,1041642,1,19,0,0,0,0,0
0690051320130831,101,690,1041642,1,39,0,0,0,0,0
0086051820130831,19,86,1046602,1,10,0,0,0,0,0
0086051820130831,32,86,1046602,1,15,0,0,0,0,0
0086051820130831,53,86,1046602,1,16,0,0,0,0,0
0086051820130831,75,518,1040942,1,13,0,0,0,0,0
0086051820130831,83,518,1056704,1,51,0,0,0,0,0
0086051820130831,86,86,1046602,1,8,0,0,0,0,0
0086051820130831,119,518,1025465,1,17,0,0,0,0,0
0086051820130831,136,86,1046602,1,14,0,0,0,0,0
0086051820130831,165,86,1046602,1,12,0,0,0,0,0
0430052120130831,1,430,1032814,1,16,0,0,0,0,0
0430052120130831,16,521,1033422,1,21,0,0,0,0,0
0430052120130831,82,430,1032814,1,66,0,0,0,0,0
0430052120130831,94,521,1033422,1,24,0,0,0,0,0
0430052120130831,107,430,1032841,1,12,0,0,0,0,0
0430052120130831,143,430,1032814,1,10,0,0,0,0,0
0207052820130831,14,528,1056885,1,20,0,0,0,0,0
0207052820130831,37,528,1056885,1,13,0,0,0,0,0
0207052820130831,47,528,1056885,1,27,0,0,0,0,0
0207052820130831,58,207,1043013,1,22,0,0,0,0,0
0207052820130831,64,528,1056885,1,22,0,0,0,0,0
0207052820130831,71,207,1043013,1,29,0,0,0,0,0
0207052820130831,92,528,1048841,1,16,0,0,0,0,0
0207052820130831,99,528,1056885,1,21,0,0,0,0,0
0207052820130831,111,207,1035270,1,16,0,0,0,0,0
0207052820130831,127,207,1035268,1,2,0,1,0,0,0
0207052820130831,159,528,1025620,1,27,0,0,0,0,0
0207052820130831,191,528,1056885,1,16,0,0,0,0,0
0483052920130831,1,529,1033542,1,12,0,0,0,0,0
0483052920130831,9,483,1052898,1,22,0,0,0,0,0
0483052920130831,23,483,1052898,1,24,0,0,0,0,0
0483052920130831,39,483,1058978,1,16,0,0,0,0,0
0483052920130831,63,529,1033542,1,48,0,0,0,0,0
0483052920130831,89,483,1058978,1,22,0,0,0,0,0
0483052920130831,111,483,1044565,1,18,0,0,0,0,0
0483052920130831,153,483,1058978,1,20,0,0,0,0,0
0483052920130831,187,483,1058978,1,22,0,0,0,0,0
0483052920130831,200,483,1044581,1,23,0,0,0,0,0
0201062620130831,1,626,1057111,1,17,0,0,0,0,0
0201062620130831,7,201,1044377,1,21,0,0,0,0,0
0201062620130831,17,626,1025868,1,13,0,0,0,0,0
0201062620130831,102,626,1025868,1,8,0,0,0,0,0
0201062620130831,122,201,1044377,1,17,0,0,0,0,0
0201062620130831,124,201,1044375,1,13,0,0,0,0,0
0201062620130831,152,626,1033732,1,15,0,0,0,0,0
0201062620130831,181,626,1057111,1,28,0,0,0,0,0
0201062620130831,215,626,1057111,1,-2,0,0,0,0,0
0402065120130831,9,402,1037300,1,26,0,0,0,0,0
0402065120130831,23,402,1037300,1,25,0,0,0,0,0
0402065120130831,55,651,1025969,1,19,0,0,0,0,0
0402065120130831,69,651,1025969,1,9,0,0,0,0,0
0402065120130831,92,651,1049214,1,15,0,0,0,0,0
0402065120130831,101,651,1025969,1,29,0,0,0,0,0
0402065120130831,123,651,1025969,1,38,0,0,0,0,0
0402065120130831,140,402,1037300,1,20,0,0,0,0,0
0402065120130831,144,651,1025969,1,28,0,0,0,0,0
0402065120130831,162,651,1033827,0,0,0,0,0,0,1
0670066420130831,13,664,1041481,1,35,0,0,0,0,0
0670066420130831,61,664,1026098,1,23,0,0,0,0,0
0670066420130831,91,670,1043908,1,1,0,0,0,0,0
0670066420130831,125,664,1041481,1,33,0,0,0,0,0
0670066420130831,130,670,1049354,1,12,0,0,0,0,0
0670066420130831,166,664,1041481,1,23,0,0,0,0,0
0539068820130831,1,539,1041139,1,22,0,0,0,0,0
0539068820130831,47,539,1041139,1,18,0,0,0,0,0
0539068820130831,109,688,1049436,1,35,0,0,0,0,0
0539068820130831,113,539,1041139,1,26,0,0,0,0,0
0539068820130831,159,688,1049436,1,35,0,0,0,0,0
0043069420130831,11,43,1042677,1,36,0,0,0,0,0
0043069420130831,18,43,1036954,1,15,0,0,0,0,0
0043069420130831,32,43,1042677,1,14,0,0,0,0,0
0043069420130831,49,43,1023560,1,20,0,0,0,0,0
0043069420130831,72,43,1051008,1,28,0,0,0,0,0
0043069420130831,96,694,1041659,1,58,0,0,0,0,0
0043069420130831,101,43,1023560,1,20,0,0,0,0,0
0574069720130831,14,697,1049529,1,25,0,0,0,0,0
0574069720130831,26,574,1033668,1,38,0,0,0,0,0
0574069720130831,33,697,1034148,1,17,0,0,0,0,0
0574069720130831,67,574,1033656,0,0,0,0,0,0,1
0574069720130831,80,574,1049013,1,20,0,0,0,0,0
0574069720130831,113,697,1034148,1,23,0,1,1,0,0
0574069720130831,163,697,1057555,1,7,0,0,0,0,0
0574069720130831,171,574,1049013,1,11,0,0,0,0,0
0574069720130831,184,574,1049013,1,20,0,0,0,0,0
0365069820130831,15,698,1041750,1,10,0,1,1,0,0
0365069820130831,39,365,1039973,1,20,0,0,0,0,0
0365069820130831,49,698,1049566,1,100,1,0,0,0,0
0365069820130831,51,365,1039973,1,9,0,0,0,0,0
0365069820130831,100,698,1049566,1,21,0,0,0,0,0
0365069820130831,107,698,1049566,1,21,0,0,0,0,0
0365069820130831,120,365,1039973,1,32,0,0,0,0,0
0365069820130831,136,698,1049566,1,17,0,0,0,0,0
0365069820130831,169,365,1039973,1,75,0,0,0,0,0
0472070320130831,77,703,1049659,1,23,0,0,0,0,0
0472070320130831,81,472,1040637,1,20,0,0,0,0,0
0472070320130831,91,472,1040637,1,20,0,0,0,0,0
0472070320130831,105,472,1040637,1,29,0,0,0,0,0
0472070320130831,115,472,1040637,1,26,0,0,0,0,0
0472070320130831,124,472,1040637,1,27,0,0,0,0,0
0472070320130831,198,472,1040661,1,15,0,0,0,0,0
0009071620130831,1,716,1041962,1,17,0,0,0,0,0
0009071620130831,11,9,1054207,1,16,0,0,0,0,0
0009071620130831,92,9,1054207,1,21,0,0,0,0,0
0009071620130831,114,9,1030900,1,97,1,0,0,0,0
0009071620130831,126,9,1030900,1,21,0,0,0,0,0
0009071620130831,131,716,1041962,1,33,0,0,0,0,0
0009071620130831,146,9,1030900,1,25,0,0,0,0,0
0009071620130831,176,9,1030900,1,25,0,1,0,0,0
0153072120130831,51,153,1037824,1,23,0,0,0,0,0
0153072120130831,165,153,1037824,1,25,0,0,0,0,0
0008074220130831,1,742,1042297,1,14,0,0,0,0,0
0008074220130831,7,742,1042297,1,15,0,0,0,0,0
0008074220130831,42,742,1042297,1,14,0,0,0,0,0
0008074220130831,53,742,1042297,1,14,0,0,0,0,0
0008074220130831,81,8,1038408,1,94,1,0,0,0,0
0008074220130831,83,742,1050195,1,15,0,0,0,0,0
0008074220130831,93,8,1038408,1,15,0,0,0,0,0
0008074220130831,126,742,1050195,1,24,0,0,0,0,0
0077074620130831,1,746,1058180,1,25,0,0,0,0,0
0077074620130831,77,746,1034808,1,20,0,0,0,0,0
0077074620130831,100,77,1038841,1,23,0,0,0,0,0
0077074620130831,112,77,1038841,1,27,0,0,0,0,0
0077074620130831,151,746,1058180,1,11,0,0,0,0,0
0077074620130831,189,746,1034808,1,19,0,1,1,0,0
0077074620130831,195,746,1058180,1,20,0,0,0,0,0
0077074620130831,206,77,1038841,1,16,0,0,0,0,0
0066075620130831,27,66,1046470,1,26,0,0,0,0,0
0066075620130831,97,756,1058282,1,8,0,0,0,0,0
0066075620130831,123,756,1058282,1,33,0,0,0,0,0
0066075620130831,130,66,1046482,1,19,0,0,0,0,0
0066075620130831,153,66,1046470,1,25,0,0,0,0,0
0066075620130831,175,66,1046470,1,16,0,0,0,0,0
0066075620130831,189,66,1046470,1,24,0,0,0,0,0
0786076820130831,37,768,1024110,1,16,0,0,0,0,0
0786076820130831,61,768,1058330,1,26,0,0,0,0,0
0786076820130831,109,786,1044159,1,31,0,0,0,0,0
0786076820130831,124,786,1044159,1,26,0,0,0,0,0
0786076820130831,162,786,1044159,1,22,0,0,0,0,0
0334077220130831,12,334,1039961,1,26,0,0,0,0,0
0334077220130831,32,772,1038071,1,20,0,0,0,0,0
0334077220130831,81,772,1038071,1,21,0,0,0,0,0
0334077220130831,103,334,1039961,1,26,0,0,0,0,0
0334077220130831,133,334,1039961,1,22,0,0,0,0,0
0400079620130831,1,796,1042591,1,28,0,0,0,0,0
0400079620130831,37,400,1047878,1,28,0,0,0,0,0
0400079620130831,72,400,1047878,1,27,0,0,0,0,0
0400079620130831,85,400,1047878,1,23,0,0,0,0,0
0400079620130831,92,400,1047878,1,26,0,0,0,0,0
0400079620130831,118,400,1055938,1,18,0,0,0,0,0
0400079620130831,132,400,1055938,1,22,0,0,0,0,0
0157015620130901,47,156,1054841,1,30,0,0,0,0,0
0157015620130901,85,156,1031587,1,24,0,0,0,0,0
0157015620130901,106,157,1046887,1,19,0,0,0,0,0
0157015620130901,138,156,1031587,1,84,0,0,0,0,0
0157015620130901,159,156,1031587,1,16,0,0,0,0,0
0157015620130901,191,156,1031587,1,38,0,0,0,0,0
0519036720130901,1,367,1031918,1,25,0,0,0,0,0
0519036720130901,27,519,1040954,1,41,0,0,0,0,0
0519036720130901,86,519,1040954,1,11,0,0,0,0,0
0519036720130901,99,519,1040954,1,29,0,0,0,0,0
0519036720130901,112,519,1040954,1,28,0,0,0,0,0
0519036720130901,135,367,1032479,1,20,0,0,0,0,0
0519036720130901,143,519,1040954,1,15,0,0,0,0,0
0234054520130902,1,545,1041156,1,15,0,0,0,0,0
0234054520130902,12,234,1031862,1,13,0,1,0,0,0
0234054520130902,46,545,1041156,1,17,0,0,0,0,0
0234054520130902,59,234,1031862,1,17,0,0,0,0,0
0234054520130902,76,545,1041156,1,16,0,0,0,0,0
0234054520130902,86,545,1056983,1,35,0,0,0,0,0
0234054520130902,89,234,1031862,1,26,0,0,0,0,0
0234054520130902,100,545,1056983,1,20,0,0,0,0,0
0234054520130902,125,545,1056983,1,16,0,0,0,0,0
0234054520130902,141,545,1032953,1,19,0,0,0,0,0
0102002820130905,55,102,1050560,1,15,0,0,0,0,0
0102002820130905,106,28,1046231,1,20,0,0,0,0,0
