"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Blocked","Fair Catch","Touchback","Downed","Out Of Bounds"
0739006720130831,52,739,1028686,1,66,0,0,0,1,0
0739006720130831,59,67,1023275,1,35,0,0,0,1,0
0739006720130831,76,67,1023275,1,40,0,1,0,0,0
0739006720130831,101,739,1028686,1,37,0,0,0,0,1
0739006720130831,106,67,1023275,1,33,0,1,0,0,0
0739006720130831,110,739,1028686,1,40,0,0,0,0,0
0739006720130831,125,739,1028686,1,44,0,0,0,1,0
0739006720130831,140,67,1023275,1,37,0,0,1,0,0
0739006720130831,165,67,1023275,1,41,0,1,0,0,0
0509010720130831,24,107,1046661,1,70,0,0,0,1,0
0509010720130831,30,509,1025411,1,47,0,0,0,0,0
0509010720130831,34,107,1046661,1,48,0,1,0,0,0
0509010720130831,43,107,1046661,1,16,0,0,0,0,1
0509010720130831,69,107,1046661,1,39,0,0,0,1,0
0509010720130831,85,107,1046661,1,46,0,0,0,1,0
0509010720130831,96,509,1025411,1,39,0,0,0,0,0
0509010720130831,140,509,1025411,1,43,0,0,0,1,0
0509010720130831,172,509,1025411,1,40,0,1,0,0,0
0509010720130831,178,107,1046661,1,42,0,0,0,1,0
0466011020130831,7,466,1040607,1,42,0,1,0,0,0
0466011020130831,49,466,1040607,1,46,0,1,0,0,0
0466011020130831,131,466,67041,1,0,1,0,0,0,0
0466011020130831,189,466,1040607,1,46,0,0,0,0,0
0466011020130831,200,466,1040607,1,40,0,0,0,0,0
0466011020130831,213,466,1040607,1,34,0,0,0,0,0
0466011020130831,221,466,1040607,1,56,0,0,0,1,0
0559014020130831,47,559,1033634,1,48,0,0,0,0,0
0559014020130831,59,140,1031516,1,41,0,0,0,1,0
0559014020130831,64,559,1033634,1,73,0,0,0,0,0
0559014020130831,99,559,1033634,1,48,0,0,0,0,0
0559014020130831,105,140,1015907,1,21,0,0,0,0,1
0257014720130831,5,147,1046845,1,55,0,0,0,0,0
0257014720130831,10,257,1047251,1,48,0,1,0,0,0
0257014720130831,50,147,1046845,1,51,0,0,0,1,0
0257014720130831,72,147,1046845,1,33,0,0,0,1,0
0257014720130831,77,257,1047251,1,42,0,1,0,0,0
0257014720130831,81,147,1046845,1,31,0,1,0,0,0
0257014720130831,96,257,1047251,1,44,0,0,0,0,0
0257014720130831,103,147,1046845,1,37,0,1,0,0,0
0257014720130831,114,257,1047251,1,46,0,1,0,0,0
0257014720130831,157,147,1046845,1,42,0,1,0,0,0
0257014720130831,164,257,1031995,1,26,0,0,0,1,0
0257014720130831,186,257,1047251,1,52,0,0,0,0,0
0257014720130831,195,147,1046845,1,38,0,1,0,0,0
0489019320130831,18,489,1043590,1,39,0,0,0,0,0
0489019320130831,36,489,1043590,1,40,0,0,0,0,0
0489019320130831,42,489,1043590,1,32,0,1,0,0,0
0489019320130831,65,489,1043590,1,42,0,0,0,0,0
0489019320130831,96,489,1043590,1,38,0,0,0,0,0
0489019320130831,104,193,1039233,1,32,0,0,0,0,0
0489019320130831,111,489,1043590,1,32,0,0,0,0,0
0489019320130831,129,489,1043590,1,9,0,0,0,0,1
0489019320130831,138,489,1043590,1,36,0,0,0,0,0
0489019320130831,148,193,1039233,1,33,0,0,0,1,0
0489019320130831,152,489,1043590,1,40,0,0,0,0,0
0489019320130831,170,489,1043590,1,48,0,0,0,0,1
0489019320130831,176,193,1039233,1,47,0,0,0,0,0
0523019620130831,42,523,1059160,1,42,0,0,0,0,0
0523019620130831,47,196,1031716,1,52,0,0,0,0,0
0523019620130831,146,196,1031716,1,48,0,1,0,0,0
0523019620130831,150,523,1059139,1,12,0,0,0,0,1
0523019620130831,162,523,1059160,1,44,0,0,0,0,0
0290020420130831,22,290,1052381,1,33,0,0,0,0,1
0290020420130831,42,290,1052381,1,57,0,0,0,0,0
0290020420130831,49,204,1055022,1,45,0,0,0,1,0
0290020420130831,62,204,1055022,1,36,0,0,0,0,1
0290020420130831,102,204,1055022,1,48,0,1,0,0,0
0290020420130831,139,290,1052381,1,49,0,0,0,0,1
0290020420130831,146,204,1055022,1,55,0,0,1,0,0
0290020420130831,150,290,1052381,1,47,0,0,0,0,0
0290020420130831,175,204,1055022,1,12,0,0,0,0,1
0709023520130831,6,709,1034355,1,47,0,0,0,0,1
0709023520130831,23,709,1034355,1,48,0,0,0,0,0
0709023520130831,28,235,1039455,1,37,0,0,0,0,1
0709023520130831,33,709,1034355,1,47,0,0,0,0,0
0709023520130831,79,709,1034355,1,43,0,0,0,1,0
0709023520130831,87,235,1039455,1,36,0,1,0,0,0
0709023520130831,103,235,1039455,1,53,0,0,0,1,0
0709023520130831,109,709,1034355,1,44,0,0,0,0,0
0709023520130831,114,235,1039455,1,27,0,1,0,0,0
0709023520130831,132,709,1034355,1,50,0,0,0,0,0
0709023520130831,157,709,1034355,1,42,0,0,0,0,1
1068025520130831,13,1068,1029609,1,2,1,0,0,0,0
1068025520130831,39,1068,1059482,1,41,0,1,0,0,0
1068025520130831,53,1068,1059482,1,45,0,0,0,0,0
1068025520130831,84,1068,1059482,1,42,0,0,0,1,0
1068025520130831,88,255,1023962,1,47,0,0,0,0,0
1068025520130831,125,1068,1059482,1,48,0,0,0,0,0
1068025520130831,145,1068,1059482,1,41,0,0,0,1,0
1068025520130831,160,1068,1059482,1,47,0,1,0,0,0
0659030120130831,14,659,1037532,1,47,0,0,0,0,1
0659030120130831,18,301,1039657,1,32,0,0,0,0,1
0659030120130831,43,659,1037532,1,64,0,0,1,0,0
0659030120130831,52,301,1039657,1,43,0,0,0,0,0
0659030120130831,57,659,1037532,1,47,0,0,0,0,0
0659030120130831,72,659,1037532,1,45,0,0,0,0,0
0659030120130831,76,301,1039657,1,59,0,0,1,0,0
0659030120130831,88,659,1037532,1,38,0,0,0,0,0
0659030120130831,105,659,1037532,1,38,0,0,1,0,0
0659030120130831,180,301,1039657,1,35,0,0,0,0,1
0504031120130831,52,311,1032177,1,44,0,0,0,0,0
0504031120130831,84,504,1043708,1,30,0,1,0,0,0
0504031120130831,104,504,1043708,1,39,0,0,1,0,0
0504031120130831,131,504,1043708,1,39,0,0,0,0,0
0504031120130831,136,311,1032177,1,37,0,0,0,0,1
0504031120130831,147,311,1032177,1,41,0,1,0,0,0
0504031120130831,152,504,1043708,1,35,0,1,0,0,0
0504031120130831,159,311,1032177,1,57,0,0,1,0,0
0503031220130831,7,312,1047537,1,42,0,0,0,0,1
0503031220130831,13,503,1040827,1,42,0,1,0,0,0
0503031220130831,33,312,1047537,1,16,0,0,0,0,1
0503031220130831,59,503,1040827,1,34,0,1,0,0,0
0503031220130831,78,503,1040827,1,48,0,1,0,0,0
0503031220130831,118,503,1040827,1,34,0,0,0,0,1
0503031220130831,122,312,1047537,1,40,0,1,0,0,0
0503031220130831,145,312,1047537,1,40,0,0,0,1,0
0503031220130831,150,503,1040827,1,55,0,0,0,0,0
0503031220130831,164,312,1047537,1,44,0,0,0,0,0
0503031220130831,171,503,1040827,1,48,0,1,0,0,0
0503031220130831,175,312,1047537,1,42,0,0,0,0,0
0503031220130831,179,503,1040827,1,40,0,0,0,0,0
0503031220130831,208,312,1047537,1,33,0,0,0,0,0
0503031220130831,213,503,1040827,1,40,0,1,0,0,0
0414038820130831,7,414,1032621,1,53,0,0,0,0,0
0414038820130831,11,388,1047814,1,41,0,0,0,0,0
0414038820130831,25,388,1047814,1,65,0,0,0,0,0
0414038820130831,29,414,1032621,1,48,0,0,0,0,0
0414038820130831,33,388,1047814,1,44,0,0,1,0,0
0414038820130831,38,414,1032621,1,56,0,0,1,0,0
0414038820130831,53,414,1032621,1,48,0,0,0,0,0
0414038820130831,82,388,1047814,1,41,0,0,0,0,1
0414038820130831,87,414,1032621,1,45,0,0,0,0,0
0414038820130831,111,414,1032621,1,46,0,1,0,0,0
0414038820130831,128,414,1032621,1,40,0,0,0,0,0
0414038820130831,163,414,1032621,1,59,0,0,0,0,0
0414038820130831,179,414,1032621,1,57,0,0,0,0,0
0231039220130831,19,231,1047136,1,56,0,0,0,0,0
0231039220130831,35,231,1047136,1,35,0,0,0,1,0
0231039220130831,49,231,1047136,1,42,0,0,0,1,0
0231039220130831,72,231,1047136,1,48,0,0,0,1,0
0231039220130831,82,231,1047136,1,31,0,1,0,0,0
0231039220130831,99,231,1047136,1,38,0,1,0,0,0
0231039220130831,113,392,1040108,1,35,0,0,0,0,0
0231039220130831,117,231,1047136,1,37,0,1,0,0,0
