"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Fair Catch","Touchback","Downed","Out Of Bounds","Onside","Onside Success"
0005012820130829,80,128,1039022,1,65,0,1,0,0,0,0
0005012820130829,84,128,1039022,1,65,0,0,0,0,0,0
0005012820130829,99,128,1039022,1,65,0,0,0,0,0,0
0005012820130829,117,128,1039022,1,65,0,1,0,0,0,0
0005012820130829,158,5,1038376,1,45,0,0,0,0,0,0
0711016420130829,1,711,1036427,1,60,0,0,0,0,0,0
0711016420130829,28,164,1023687,1,61,0,0,0,0,0,0
0711016420130829,34,711,1036427,1,64,0,0,0,0,0,0
0711016420130829,60,711,1036427,1,61,0,0,0,0,0,0
0711016420130829,75,164,1023687,1,63,0,0,0,0,0,0
0711016420130829,85,164,1023687,1,65,0,1,0,0,0,0
0711016420130829,111,711,1036427,1,54,0,0,0,0,0,0
0711016420130829,147,711,1036427,1,59,0,0,0,0,0,0
0711016420130829,156,164,1023687,1,57,0,0,0,0,0,0
0711016420130829,172,711,1036427,1,50,0,0,0,0,0,0
0657027720130829,1,657,1041422,1,65,0,0,0,0,0,0
0657027720130829,25,657,1041422,1,65,0,0,0,0,0,0
0657027720130829,48,657,1041413,1,56,0,0,0,0,0,0
0657027720130829,57,277,1032003,1,65,0,0,0,0,0,0
0657027720130829,80,657,1041422,1,62,0,0,0,0,0,0
0657027720130829,88,657,1041422,1,62,0,0,0,0,0,0
0657027720130829,104,277,1032003,1,57,0,0,0,1,0,0
0657027720130829,153,657,1041422,1,64,0,0,0,0,0,0
0657027720130829,194,657,1041422,1,35,0,0,0,0,0,0
0657027720130829,198,277,1032003,1,8,0,0,1,0,0,0
0305030620130829,1,306,1024214,1,65,0,1,0,0,0,0
0305030620130829,10,306,1024214,1,65,0,1,0,0,0,0
0305030620130829,25,305,1043266,1,60,0,0,0,0,0,0
0305030620130829,42,306,1024214,1,65,0,1,0,0,0,0
0305030620130829,51,306,1024214,1,65,0,0,0,0,0,0
0305030620130829,60,306,1024214,1,65,0,0,0,0,0,0
0305030620130829,66,306,1024214,1,65,0,1,0,0,0,0
0305030620130829,75,306,1024214,1,65,0,1,0,0,0,0
0305030620130829,98,306,1024214,1,65,0,1,0,0,0,0
0305030620130829,119,305,1043266,1,51,0,0,0,0,0,0
0305030620130829,121,305,1043266,1,34,0,0,1,0,0,0
0305030620130829,123,305,1043266,1,60,0,0,0,0,0,0
0305030620130829,128,305,1043266,1,65,0,1,0,0,0,0
0305030620130829,137,306,1024214,1,65,0,0,0,0,0,0
0305030620130829,153,306,1024214,1,62,0,0,0,1,0,0
0305030620130829,173,306,1024214,1,65,0,0,0,0,0,0
0305030620130829,195,306,1024214,1,65,0,0,0,0,0,0
0305030620130829,201,305,1043266,1,65,0,1,0,0,0,0
0355033120130829,1,355,1051424,1,65,0,1,0,0,0,0
0355033120130829,18,331,1047620,1,65,0,0,0,0,0,0
0355033120130829,63,355,1051424,1,59,0,0,0,0,0,0
0355033120130829,71,331,1047620,1,65,0,1,0,0,0,0
0355033120130829,92,355,1051424,1,65,0,1,0,0,0,0
0355033120130829,124,331,1047620,1,65,0,1,0,0,0,0
0355033120130829,142,331,1047620,1,65,0,0,0,0,0,0
0769041920130829,1,769,1044122,1,58,0,0,0,1,0,0
0769041920130829,4,419,1056123,1,64,0,0,0,0,0,0
0769041920130829,35,419,1056123,1,65,0,0,0,0,0,0
0769041920130829,47,419,1056123,1,65,0,0,0,0,0,0
0769041920130829,62,419,1056123,1,65,0,0,0,0,0,0
0769041920130829,75,769,1044122,1,65,0,0,0,0,0,0
0769041920130829,90,419,1056123,1,65,0,1,0,0,0,0
0769041920130829,96,769,1044122,1,42,0,0,0,0,0,0
0769041920130829,99,769,1044122,1,56,0,0,0,0,0,0
0769041920130829,106,419,1056123,1,61,0,0,0,0,0,0
0769041920130829,142,419,1056123,1,65,0,1,0,0,0,0
0769041920130829,173,419,1056123,1,52,0,0,0,0,0,0
0769041920130829,189,769,1044122,1,60,0,0,0,0,0,0
0465042820130829,1,428,1033158,1,65,0,1,0,0,0,0
0465042820130829,16,465,1056365,1,60,0,0,0,0,0,0
0465042820130829,34,428,1033158,1,65,0,1,0,0,0,0
0465042820130829,48,428,1033158,1,62,0,0,0,0,0,0
0465042820130829,75,465,1056365,1,61,0,0,0,1,0,0
0465042820130829,98,428,1033158,1,65,0,0,0,0,0,0
0465042820130829,100,465,1056365,1,63,0,0,0,0,0,0
0465042820130829,102,428,1033158,1,65,0,0,0,0,0,0
0465042820130829,119,428,1033158,1,65,0,0,0,0,0,0
0465042820130829,131,465,1033004,1,34,0,0,0,0,0,0
0465042820130829,157,428,1033158,1,65,0,0,0,0,0,0
0465042820130829,170,428,1033158,1,65,0,1,0,0,0,0
0465042820130829,178,465,1056365,1,60,0,0,0,0,0,0
0465042820130829,187,428,1033158,1,65,0,0,0,0,0,0
0102063020130829,1,102,1050547,1,65,0,1,0,0,0,0
0102063020130829,20,630,1025894,1,59,0,0,0,0,0,0
0102063020130829,53,630,1025894,1,63,0,0,0,0,0,0
0102063020130829,91,630,1025894,1,65,0,1,0,0,0,0
0102063020130829,93,630,1025894,1,65,0,1,0,0,0,0
0102063020130829,117,630,1025894,1,65,0,1,0,0,0,0
0667064620130829,1,667,1045631,1,65,0,1,0,0,0,0
0667064620130829,24,667,1045631,1,60,0,0,0,0,0,0
0667064620130829,40,667,1045631,1,65,0,1,0,0,0,0
0667064620130829,73,646,1049161,1,63,0,0,0,0,0,0
0667064620130829,85,646,1049161,1,58,0,0,0,0,0,0
0667064620130829,96,667,1045631,1,56,0,0,0,0,0,0
0667064620130829,109,646,1049161,1,44,1,0,0,0,0,0
0667064620130829,131,646,1049161,1,57,0,0,0,0,0,0
0667064620130829,159,667,1045631,1,65,0,1,0,0,0,0
0457064820130829,1,457,1048298,1,65,0,0,0,0,0,0
0457064820130829,6,648,1041345,1,60,0,0,0,1,0,0
0457064820130829,28,648,1041345,1,60,0,0,0,0,0,0
0457064820130829,41,648,1041345,1,59,0,0,0,0,0,0
0457064820130829,62,457,1048298,1,65,0,0,0,0,0,0
0457064820130829,87,648,1041345,1,65,0,1,0,0,0,0
0457064820130829,95,648,1041345,1,62,0,0,0,0,0,0
0457064820130829,114,457,1048298,1,65,0,1,0,0,0,0
0457064820130829,117,648,1041345,1,63,0,0,0,0,0,0
0314071820130829,1,718,1034440,1,65,0,1,0,0,0,0
0314071820130829,15,718,1034440,1,65,0,1,0,0,0,0
0314071820130829,32,718,1034440,1,63,0,0,0,1,0,0
0314071820130829,40,718,1034440,1,65,0,0,0,0,0,0
0314071820130829,77,718,1034440,1,65,0,1,0,0,0,0
0314071820130829,91,314,1051265,1,55,0,0,0,0,0,0
0314071820130829,125,718,1034440,1,63,0,0,0,1,0,0
0314071820130829,150,718,1034440,1,65,0,0,0,0,0,0
0314071820130829,165,314,1051265,1,55,0,0,0,0,0,0
0731073220130829,1,731,1058056,1,65,0,0,0,0,0,0
0731073220130829,11,732,1058088,1,65,0,1,0,0,0,0
0731073220130829,24,731,1058056,1,65,0,0,0,0,0,0
0731073220130829,45,732,1058088,1,65,0,1,0,0,0,0
0731073220130829,56,731,1058056,1,65,0,1,0,0,0,0
0731073220130829,103,731,1058056,1,65,0,1,0,0,0,0
0731073220130829,111,732,1058088,1,65,0,1,0,0,0,0
0731073220130829,123,731,1058056,1,61,0,0,0,0,0,0
0731073220130829,152,732,1058088,0,13,0,0,0,0,1,1
0731073220130829,159,732,1050123,1,65,0,1,0,0,0,0
0731073220130829,172,731,1058056,1,65,0,1,0,0,0,0
0731073220130829,183,732,1050123,1,65,0,1,0,0,0,0
0731073220130829,203,732,1050123,1,64,0,0,0,0,0,0
0433073620130829,1,433,1024983,1,65,0,0,0,0,0,0
0433073620130829,14,433,1024983,1,65,0,1,0,0,0,0
0433073620130829,29,433,1024983,1,65,0,1,0,0,0,0
0433073620130829,52,736,1034736,1,65,0,1,0,0,0,0
0433073620130829,59,736,1034736,1,65,0,0,0,0,0,0
0433073620130829,78,736,1034736,1,65,0,1,0,0,0,0
0433073620130829,91,736,1034736,1,65,0,1,0,0,0,0
0433073620130829,112,433,1024983,1,65,0,1,0,0,0,0
0433073620130829,127,736,1034736,1,50,0,1,0,0,0,0
0433073620130829,147,433,1024983,1,65,0,0,0,0,0,0
0433073620130829,168,433,1024983,1,65,0,1,0,0,0,0
0433073620130829,193,736,1034736,1,65,0,1,0,0,0,0
0433073620130829,197,433,1024983,1,65,0,0,0,0,0,0
1320074920130829,1,1320,1059542,1,57,0,0,0,0,0,0
1320074920130829,11,1320,1059542,1,57,0,0,0,0,0,0
1320074920130829,33,749,1042350,1,65,0,1,0,0,0,0
1320074920130829,45,749,1042350,1,65,0,0,0,0,0,0
1320074920130829,68,749,1042350,1,65,0,0,0,0,0,0
1320074920130829,84,749,1042350,1,65,0,0,0,0,0,0
1320074920130829,96,749,1042350,1,63,0,0,0,0,0,0
1320074920130829,132,749,1042350,1,64,0,0,0,0,0,0
0501002920130830,1,501,1050632,1,65,0,1,0,0,0,0
0501002920130830,13,29,1029527,1,65,0,0,0,0,0,0
0501002920130830,63,29,1029527,1,65,0,1,0,0,0,0
0501002920130830,76,29,1029527,1,63,0,0,0,0,0,0
0501002920130830,79,29,1029527,1,65,0,1,0,0,0,0
0501002920130830,98,29,1029527,1,65,0,1,0,0,0,0
0501002920130830,145,29,1029527,1,65,0,1,0,0,0,0
0625025420130830,1,254,1052304,1,65,0,0,0,0,0,0
0625025420130830,3,625,1046100,1,65,0,0,0,0,0,0
0625025420130830,26,254,1052304,1,64,0,0,0,0,0,0
0625025420130830,55,254,1052304,1,70,0,0,0,0,0,0
0625025420130830,95,625,1046100,1,65,0,1,0,0,0,0
0625025420130830,124,625,1046100,1,64,0,0,0,0,0,0
0625025420130830,141,625,1046100,1,61,0,0,0,0,0,0
0625025420130830,151,625,1046100,1,65,0,0,0,0,0,0
0625025420130830,176,625,1046100,1,65,0,0,0,0,0,0
0625025420130830,185,254,1052304,1,9,0,0,0,0,0,0
0665028820130830,1,288,1032038,1,60,0,0,0,0,0,0
0665028820130830,14,288,1032038,1,62,0,0,0,0,0,0
0665028820130830,37,288,1032038,1,65,0,0,0,0,0,0
0665028820130830,55,288,1032038,1,65,0,1,0,0,0,0
0665028820130830,70,665,1051745,1,56,0,0,0,0,0,0
0665028820130830,81,288,1032038,1,65,0,1,0,0,0,0
0665028820130830,97,288,1032038,1,65,0,0,0,0,0,0
0665028820130830,110,665,1051745,1,60,0,0,0,0,0,0
0665028820130830,115,288,1032038,1,65,0,1,0,0,0,0
0665028820130830,122,665,1051745,1,63,0,0,0,0,0,0
0665028820130830,135,288,1032038,1,65,0,0,0,0,0,0
0665028820130830,167,288,1055356,1,62,0,0,0,1,0,0
0665028820130830,192,288,1055356,1,65,0,1,0,0,0,0
0665028820130830,209,288,1055356,1,55,0,0,0,0,0,0
0493032720130830,1,327,1039820,1,65,0,1,0,0,0,0
0493032720130830,35,493,1045475,1,38,0,0,0,0,0,0
0493032720130830,53,327,1039820,1,62,0,0,0,0,0,0
0493032720130830,83,493,1045475,1,41,0,0,0,0,0,0
0493032720130830,88,327,1039820,1,64,0,0,0,0,0,0
0493032720130830,99,327,1039820,1,65,0,1,0,0,0,0
0493032720130830,114,493,1045475,1,35,0,0,0,0,0,0
0493032720130830,125,493,1045475,1,46,0,0,0,0,0,0
0493032720130830,161,493,1045475,1,65,0,1,0,0,0,0
0229041520130830,1,415,1023584,1,65,0,1,0,0,0,0
0229041520130830,28,415,1023584,1,65,0,1,0,0,0,0
0229041520130830,55,415,1023584,1,65,0,0,0,0,0,0
0229041520130830,68,229,1047079,1,65,0,1,0,0,0,0
0229041520130830,78,415,1023584,1,62,0,0,0,0,0,0
0229041520130830,90,415,1023584,1,64,0,0,0,0,0,0
0229041520130830,100,229,1047079,1,65,0,0,0,0,0,0
0229041520130830,112,229,1047079,1,65,0,1,0,0,0,0
0229041520130830,131,415,1023584,1,65,0,1,0,0,0,0
0229041520130830,148,415,1023584,1,65,0,0,0,0,0,0
0774041620130830,1,774,1058435,1,65,0,0,0,0,0,0
0774041620130830,25,416,1024755,1,63,0,0,0,0,0,0
0774041620130830,79,774,1058435,1,65,0,0,0,0,0,0
0774041620130830,102,416,1024755,1,50,0,1,0,0,0,0
0774041620130830,104,416,1024755,1,65,0,1,0,0,0,0
0774041620130830,134,416,1024755,1,65,0,1,0,0,0,0
0774041620130830,154,416,1024755,1,65,0,0,0,0,0,0
0774041620130830,178,416,1024755,1,65,0,1,0,0,0,0
0774041620130830,209,774,1042552,1,8,0,0,1,0,0,0
0700066320130830,1,663,1033908,1,65,0,1,0,0,0,0
0700066320130830,17,700,1034242,1,60,0,0,0,0,0,0
0700066320130830,33,663,1033908,1,65,0,1,0,0,0,0
0700066320130830,57,700,1034242,1,65,0,0,0,0,0,0
0700066320130830,81,663,1033908,1,65,0,0,0,0,0,0
0700066320130830,101,700,1049612,1,65,0,1,0,0,0,0
0700066320130830,109,700,1034242,1,65,0,1,0,0,0,0
0700066320130830,136,700,1034242,1,65,0,0,0,0,0,0
0700066320130830,146,663,1033908,1,60,0,0,0,0,0,0
0700066320130830,186,700,1034242,1,65,0,1,0,0,0,0
0700066320130830,202,700,1034242,1,65,0,1,0,0,0,0
0700066320130830,218,700,1034242,1,65,0,1,0,0,0,0
0700066320130830,226,663,1041458,0,11,0,0,0,0,1,1
0446072520130830,1,725,1049972,1,65,0,0,0,0,0,0
0446072520130830,23,725,1049972,1,63,0,0,0,0,0,0
0446072520130830,38,725,1049972,1,65,0,1,0,0,0,0
0446072520130830,50,725,1049972,1,65,0,0,0,0,0,0
0446072520130830,73,446,1052543,1,60,0,0,0,0,0,0
0446072520130830,84,446,1052543,1,52,0,0,0,0,0,0
0446072520130830,91,725,1049972,1,64,0,0,0,0,0,0
0446072520130830,103,446,1052543,1,57,0,0,0,0,0,0
2678003020130831,1,30,1031008,1,65,0,1,0,0,0,0
2678003020130831,14,30,1031008,1,65,0,1,0,0,0,0
2678003020130831,35,30,1031008,1,24,0,0,0,1,0,0
2678003020130831,49,30,1031008,1,64,0,0,0,0,0,0
2678003020130831,64,30,1031008,1,65,0,0,0,0,0,0
2678003020130831,74,30,1031008,1,65,0,1,0,0,0,0
2678003020130831,85,30,1031008,1,65,0,1,0,0,0,0
2678003020130831,95,30,1031008,1,62,0,0,0,0,0,0
2678003020130831,104,2678,1059561,1,65,0,1,0,0,0,0
2678003020130831,115,30,1031008,1,64,0,0,0,0,0,0
2678003020130831,123,30,1046329,1,65,0,1,0,0,0,0
2678003020130831,130,2678,1059561,1,65,0,1,0,0,0,0
2678003020130831,144,2678,1059561,1,65,0,1,0,0,0,0
0671003120130831,1,671,1033956,1,65,0,1,0,0,0,0
0671003120130831,16,31,1031019,1,65,0,1,0,0,0,0
0671003120130831,44,671,1033956,1,65,0,1,0,0,0,0
0671003120130831,51,31,1031019,1,65,0,1,0,0,0,0
0671003120130831,69,31,1031019,1,65,0,1,0,0,0,0
0671003120130831,90,31,1031019,1,65,0,1,0,0,0,0
0671003120130831,106,31,1031019,1,65,0,1,0,0,0,0
0671003120130831,116,671,1033956,1,65,0,1,0,0,0,0
0671003120130831,119,31,1031038,1,65,0,0,0,0,0,0
0754003720130831,1,37,1031074,1,65,0,1,0,0,0,0
0754003720130831,16,754,1025659,1,65,0,0,0,0,0,0
0754003720130831,46,37,1031074,1,65,0,1,0,0,0,0
0754003720130831,76,754,1025659,1,65,0,0,0,0,0,0
0754003720130831,78,37,1031074,1,65,0,1,0,0,0,0
0754003720130831,86,754,1025659,1,65,0,1,0,0,0,0
0754003720130831,89,37,1031074,1,65,0,1,0,0,0,0
0754003720130831,104,37,1031074,1,65,0,1,0,0,0,0
0754003720130831,110,754,1025659,1,65,0,1,0,0,0,0
0754003720130831,134,37,1031074,1,64,0,0,0,1,0,0
0754003720130831,145,754,1025659,1,65,0,0,0,0,0,0
0754003720130831,176,37,1031074,1,65,0,0,0,0,0,0
2915005120130831,1,2915,1036769,1,64,0,0,0,0,0,0
2915005120130831,9,51,1023202,1,65,0,1,0,0,0,0
2915005120130831,28,51,1023202,1,65,0,1,0,0,0,0
2915005120130831,43,51,1023202,1,65,0,1,0,0,0,0
2915005120130831,47,51,1023202,1,65,0,1,0,0,0,0
2915005120130831,85,51,1023202,1,65,0,1,0,0,0,0
2915005120130831,98,51,1023202,1,65,0,1,0,0,0,0
2915005120130831,114,51,1023202,1,65,0,1,0,0,0,0
2915005120130831,132,2915,1036769,1,57,0,0,0,0,0,0
2915005120130831,140,51,1023202,1,65,0,1,0,0,0,0
2915005120130831,153,51,1046455,1,65,0,0,0,0,0,0
2915005120130831,161,51,1046455,1,65,0,1,0,0,0,0
2915005120130831,168,51,1046455,1,65,0,0,0,0,0,0
2915005120130831,194,51,1046455,1,51,0,0,0,0,0,0
0739006720130831,1,67,1023275,1,65,0,1,0,0,0,0
0739006720130831,8,739,1044053,1,65,0,0,0,0,0,0
0739006720130831,23,67,1023275,1,65,0,1,0,0,0,0
0739006720130831,31,739,1044053,1,59,0,0,0,0,0,0
0739006720130831,85,739,1044053,1,65,0,0,0,0,0,0
0739006720130831,94,67,1023275,1,65,0,1,0,0,0,0
0739006720130831,114,67,1023275,1,65,0,0,0,0,0,0
0739006720130831,153,67,1023275,1,65,0,1,0,0,0,0
0509010720130831,1,509,1025409,1,65,0,0,0,0,0,0
0509010720130831,13,107,1023439,1,65,0,1,0,0,0,0
0509010720130831,20,509,1025409,1,65,0,0,0,0,0,0
0509010720130831,57,509,1025409,1,62,0,0,0,0,0,0
0509010720130831,81,509,1025409,1,63,0,0,0,0,0,0
0509010720130831,112,107,1023439,1,52,0,0,0,0,0,0
0509010720130831,113,107,1023439,1,60,0,0,0,1,0,0
0509010720130831,124,509,1025409,1,65,0,1,0,0,0,0
0509010720130831,131,107,1023439,1,62,0,0,0,0,0,0
0509010720130831,136,107,1023439,1,61,0,0,0,1,0,0
0509010720130831,151,509,1025409,1,59,0,0,0,0,0,0
0509010720130831,168,107,1023439,1,65,0,1,0,0,0,0
0509010720130831,188,509,1025409,1,65,0,1,0,0,0,0
0509010720130831,193,509,1025409,1,60,0,0,0,0,0,0
0509010720130831,205,107,1023439,1,64,0,0,0,0,0,0
0509010720130831,221,509,1025409,1,45,0,0,0,0,0,0
0466011020130831,1,110,1046700,1,65,0,1,0,0,0,0
0466011020130831,17,110,1059662,1,65,0,1,0,0,0,0
0466011020130831,35,466,1056423,1,65,0,0,0,0,0,0
0466011020130831,66,110,1046700,1,65,0,0,0,0,0,0
0466011020130831,83,466,1056423,1,57,0,0,0,0,0,0
0466011020130831,95,110,1059662,1,60,0,0,0,0,0,0
0466011020130831,111,466,1056423,1,51,0,0,0,0,0,0
0466011020130831,113,466,1056423,1,61,0,0,0,0,0,0
0466011020130831,127,110,1046700,1,61,0,0,0,0,0,0
0466011020130831,134,110,1059662,1,65,0,1,0,0,0,0
0466011020130831,156,110,1046700,1,65,0,1,0,0,0,0
0466011020130831,174,466,1056423,1,65,0,0,0,0,0,0
0466011020130831,185,110,1059662,1,61,0,0,0,0,0,0
0466011020130831,196,110,1046700,1,65,0,1,0,0,0,0
0466011020130831,206,110,1059662,1,65,0,1,0,0,0,0
0559014020130831,1,140,1031513,1,65,0,1,0,0,0,0
0559014020130831,40,140,1031513,1,65,0,0,0,0,0,0
0559014020130831,68,559,1048972,1,65,0,1,0,0,0,0
0559014020130831,78,140,1031513,1,60,0,0,0,0,0,0
0559014020130831,80,559,1048972,1,65,0,0,0,0,0,0
0559014020130831,95,140,1031513,1,65,0,0,0,0,0,0
0559014020130831,108,140,1031513,1,65,0,0,0,0,0,0
0559014020130831,128,140,1031513,1,65,0,1,0,0,0,0
0559014020130831,145,140,1031513,1,65,0,1,0,0,0,0
0257014720130831,1,257,1047251,1,65,0,0,0,0,0,0
0257014720130831,21,147,1046845,1,65,0,1,0,0,0,0
0257014720130831,24,257,1047251,1,60,0,0,0,0,0,0
0257014720130831,27,147,1046845,1,65,0,1,0,0,0,0
0257014720130831,43,257,1047251,1,65,0,1,0,0,0,0
0257014720130831,63,257,1047251,1,61,0,0,0,0,0,0
0257014720130831,92,147,1046845,1,65,0,1,0,0,0,0
0257014720130831,108,147,1046845,1,65,0,1,0,0,0,0
0257014720130831,123,147,1046845,1,65,0,1,0,0,0,0
0257014720130831,132,257,1047251,1,65,0,1,0,0,0,0
0257014720130831,144,147,1046845,1,65,0,1,0,0,0,0
0257014720130831,180,147,1046845,1,65,0,1,0,0,0,0
0257014720130831,202,257,1031995,0,15,0,0,0,0,1,0
0489019320130831,1,489,1043606,1,65,0,1,0,0,0,0
0489019320130831,27,193,1046970,1,61,0,0,0,0,0,0
0489019320130831,38,193,1046970,1,60,0,0,0,1,0,0
0489019320130831,60,193,1046970,1,65,0,1,0,0,0,0
0489019320130831,79,193,1046970,1,65,0,1,0,0,0,0
0489019320130831,92,193,1046970,1,65,0,0,0,0,0,0
0489019320130831,119,193,1046970,1,65,0,0,0,0,0,0
0489019320130831,134,193,1046970,1,65,0,0,0,0,0,0
0489019320130831,162,193,1046970,1,65,0,0,0,0,0,0
0523019620130831,1,523,1059166,1,65,0,1,0,0,0,0
0523019620130831,14,196,1039256,1,65,0,1,0,0,0,0
0523019620130831,27,523,1059166,1,65,0,1,0,0,0,0
0523019620130831,60,523,1059166,1,65,0,1,0,0,0,0
0523019620130831,80,196,1039256,1,59,0,0,0,0,0,0
0523019620130831,90,523,1059166,1,65,0,1,0,0,0,0
0523019620130831,101,196,1039256,1,65,0,1,0,0,0,0
0523019620130831,106,196,1039256,1,65,0,1,0,0,0,0
0523019620130831,119,523,1059166,1,65,0,0,0,0,0,0
0523019620130831,128,196,1039256,1,65,0,1,0,0,0,0
0523019620130831,142,523,1059166,1,65,0,1,0,0,0,0
0523019620130831,158,196,1039256,1,65,0,0,0,0,0,0
0523019620130831,170,196,1039256,1,55,0,0,0,1,0,0
0523019620130831,183,523,1059166,0,20,0,0,0,1,1,0
0523019620130831,193,196,1039256,1,64,0,0,0,0,0,0
0290020420130831,2,290,1052381,1,68,0,0,0,0,0,0
0290020420130831,38,204,1031758,1,58,0,0,0,0,0,0
0290020420130831,58,290,1052381,1,61,0,0,0,0,0,0
0290020420130831,73,290,1052381,1,65,0,0,0,0,0,0
0290020420130831,82,204,1031758,1,58,0,0,0,0,0,0
0290020420130831,84,204,1031758,1,58,0,0,0,0,0,0
0290020420130831,96,290,1052381,1,65,0,1,0,0,0,0
0290020420130831,114,290,1052381,1,57,0,0,0,0,0,0
0290020420130831,124,204,1031758,1,57,0,0,0,0,0,0
0290020420130831,135,204,1031758,1,65,0,0,0,0,0,0
0290020420130831,159,204,1031758,1,63,0,0,0,0,0,0
0709023520130831,1,235,1047174,1,65,0,1,0,0,0,0
0709023520130831,19,235,1047174,1,65,0,0,0,0,0,0
0709023520130831,44,235,1047174,1,61,0,0,0,0,0,0
0709023520130831,57,709,1041908,1,65,0,0,0,0,0,0
0709023520130831,69,235,1047174,1,54,0,0,0,0,0,0
0709023520130831,83,709,1041908,1,65,0,1,0,0,0,0
0709023520130831,99,709,1041908,1,65,0,0,0,0,0,0
0709023520130831,125,235,1047174,1,58,0,0,0,0,0,0
1068025520130831,1,255,1055249,1,65,0,1,0,0,0,0
1068025520130831,9,255,1055249,1,60,0,0,0,1,0,0
1068025520130831,21,255,1055249,1,65,0,1,0,0,0,0
1068025520130831,35,255,1055249,1,65,0,1,0,0,0,0
1068025520130831,46,255,1055249,1,64,0,0,0,0,0,0
1068025520130831,59,255,1055249,1,65,0,1,0,0,0,0
1068025520130831,74,255,1055249,1,65,0,1,0,0,0,0
1068025520130831,98,1068,1059483,1,65,0,1,0,0,0,0
1068025520130831,113,255,1055249,1,65,0,1,0,0,0,0
1068025520130831,121,255,1055249,1,65,0,1,0,0,0,0
1068025520130831,131,255,1023952,1,65,0,1,0,0,0,0
1068025520130831,156,255,1023952,1,62,0,0,0,0,0,0
0659030120130831,1,659,1044851,1,65,0,0,0,0,0,0
0659030120130831,10,301,1039662,1,65,0,1,0,0,0,0
0659030120130831,23,659,1044851,1,65,0,1,0,0,0,0
0659030120130831,63,301,1039662,1,65,0,1,0,0,0,0
0659030120130831,68,301,1039662,1,65,0,1,0,0,0,0
0659030120130831,99,301,1039662,1,65,0,1,0,0,0,0
0659030120130831,101,301,1039662,1,65,0,0,0,0,0,0
0659030120130831,112,659,1044851,1,63,0,0,0,0,0,0
0659030120130831,121,301,1039662,1,65,0,0,0,0,0,0
0659030120130831,128,659,1044851,1,65,0,0,0,0,0,0
0659030120130831,130,301,1039662,1,65,0,1,0,0,0,0
0659030120130831,138,659,1059292,1,65,0,1,0,0,0,0
0659030120130831,150,301,1039662,1,65,0,1,0,0,0,0
0659030120130831,165,659,1059292,1,55,0,0,0,1,0,0
0659030120130831,174,659,1059292,1,38,0,0,0,0,0,0
