"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Touchdown","1st Down","Sack","Fumble","Fumble Lost","Safety"
0719007120130829,105,71,1038802,1,10,0,1,0,0,0,0
0719007120130829,109,71,1054529,1,37,0,1,0,0,0,0
0719007120130829,110,71,1038802,1,12,0,1,0,0,0,0
0719007120130829,111,71,1054524,1,1,1,0,0,0,0,0
0719007120130829,117,719,1034470,1,0,0,0,0,0,0,0
0719007120130829,120,719,1034470,1,-2,0,0,0,0,0,0
0719007120130829,123,71,1038802,1,7,0,0,0,0,0,0
0719007120130829,124,71,1038802,1,-2,0,0,0,0,0,0
0719007120130829,125,71,1038801,1,4,0,0,0,0,0,0
0719007120130829,128,719,1034470,1,4,0,0,0,0,0,0
0719007120130829,131,71,1054522,1,-2,0,0,0,0,0,0
0719007120130829,133,71,1054522,1,1,0,0,0,0,0,0
0719007120130829,136,71,1054522,1,9,0,1,0,0,0,0
0719007120130829,137,71,1038801,1,1,0,0,0,0,0,0
0719007120130829,141,719,1034470,1,2,0,0,0,0,0,0
0719007120130829,143,719,1026585,1,2,0,0,0,0,0,0
0719007120130829,144,719,1042002,1,0,0,0,0,0,0,0
0719007120130829,145,71,1038801,1,2,0,0,0,0,0,0
0719007120130829,147,71,1054524,1,1,0,0,0,0,0,0
0719007120130829,148,71,1054524,1,1,1,0,0,0,0,0
0719007120130829,154,719,1026585,1,-3,0,0,0,0,0,0
0719007120130829,158,71,1054522,1,-1,0,0,0,0,0,0
0719007120130829,159,71,1038802,1,12,0,1,0,0,0,0
0719007120130829,161,71,1038802,1,0,0,0,0,0,0,0
0719007120130829,162,71,1038802,1,3,0,0,0,0,0,0
0719007120130829,163,71,1038802,1,3,0,0,0,0,0,0
0719007120130829,165,71,1054524,1,7,0,0,0,0,0,0
0719007120130829,166,71,1054524,1,1,1,0,0,0,0,0
0719007120130829,170,719,1049928,1,2,0,0,0,0,0,0
0719007120130829,183,71,1054522,1,5,0,0,0,0,0,0
0719007120130829,184,71,1054522,1,6,0,1,0,0,0,0
0719007120130829,185,71,1054522,1,2,0,0,0,0,0,0
0719007120130829,186,71,1054522,1,7,0,0,0,0,0,0
0719007120130829,187,71,1054524,1,0,0,0,0,0,0,0
0719007120130829,189,71,1054524,1,8,0,1,0,0,0,0
0719007120130829,190,71,66577,1,-2,0,0,0,0,0,0
0719007120130829,191,71,66577,1,-1,0,0,0,0,0,0
0587009620130829,6,96,1031270,1,16,0,1,0,0,0,0
0587009620130829,9,96,1031270,1,1,0,0,0,0,0,0
0587009620130829,11,96,1031270,1,3,1,1,0,0,0,0
0587009620130829,16,96,1046635,1,-1,0,0,0,0,0,0
0587009620130829,18,96,1046635,1,4,0,0,0,0,0,0
0587009620130829,22,587,67092,1,-2,0,0,0,1,0,0
0587009620130829,23,587,1041232,1,2,0,0,0,0,0,0
0587009620130829,27,587,1041232,1,-3,0,0,0,0,0,0
0587009620130829,36,587,1041232,1,3,0,0,0,0,0,0
0587009620130829,39,587,1041232,1,3,0,0,0,0,0,0
0587009620130829,46,96,1046635,1,1,0,0,0,0,0,0
0587009620130829,49,96,1046635,1,4,0,0,0,0,0,0
0587009620130829,50,96,1046635,1,17,0,1,0,0,0,0
0587009620130829,52,96,1031366,1,-3,0,0,0,0,0,0
0587009620130829,54,587,1041235,1,11,0,1,0,0,0,0
0587009620130829,58,96,1031270,1,1,0,0,0,0,0,0
0587009620130829,59,96,1031270,1,3,0,0,0,0,0,0
0587009620130829,64,587,1041235,1,4,0,0,0,0,0,0
0587009620130829,65,587,1041235,1,1,0,0,0,0,0,0
0587009620130829,67,587,1041235,1,0,0,0,0,0,0,0
0587009620130829,72,96,1023413,1,17,0,1,0,0,0,0
0587009620130829,73,96,1023413,1,-5,0,0,0,1,0,0
0587009620130829,74,96,1023413,1,-4,0,0,1,0,0,0
0587009620130829,82,96,1046635,1,1,0,0,0,0,0,0
0587009620130829,83,96,1038902,1,0,0,0,0,0,0,0
0587009620130829,84,96,1038902,1,0,0,0,0,0,0,0
0587009620130829,86,96,1038902,1,1,1,0,0,0,0,0
0587009620130829,91,587,1041232,1,-1,0,0,0,0,0,0
0587009620130829,114,587,1041235,1,6,0,0,0,0,0,0
0587009620130829,115,587,1041235,1,0,0,0,0,0,0,0
0587009620130829,122,587,1041235,1,2,0,0,0,0,0,0
0587009620130829,123,587,1041235,1,65,0,1,0,0,0,0
0587009620130829,125,587,1041235,1,4,0,0,0,0,0,0
0587009620130829,126,587,1041235,1,0,0,0,0,0,0,0
0587009620130829,136,96,1023413,1,16,0,1,0,0,0,0
0587009620130829,141,587,1041235,1,8,0,0,0,0,0,0
0587009620130829,145,587,1041228,1,1,0,0,0,0,0,0
0587009620130829,146,587,1041235,1,3,0,1,0,0,0,0
0587009620130829,147,587,1041235,1,4,0,0,0,0,0,0
0587009620130829,148,587,1041235,1,3,0,0,0,0,0,0
0587009620130829,151,96,1031270,1,1,0,0,0,0,0,0
0587009620130829,155,587,1041235,1,55,0,1,0,0,0,0
0587009620130829,157,587,1041235,1,14,0,1,0,0,0,0
0587009620130829,160,587,1041232,1,11,0,0,0,0,0,0
0587009620130829,165,96,1046635,1,6,0,1,0,0,0,0
0587009620130829,173,587,1041235,1,5,0,0,0,0,0,0
0587009620130829,174,587,1041235,1,2,0,0,0,0,0,0
0587009620130829,177,96,1031270,1,4,0,0,0,0,0,0
0587009620130829,183,587,1041228,1,-10,0,0,1,0,0,0
0587009620130829,184,587,1041235,1,0,0,0,0,0,0,0
0587009620130829,192,96,1046635,1,-2,0,0,0,1,1,0
0587009620130829,194,587,1041235,1,4,0,1,0,0,0,0
0587009620130829,196,587,1041228,1,9,0,0,0,0,0,0
0587009620130829,210,587,1041235,1,-5,0,0,0,0,0,0
0587009620130829,213,587,1041235,1,-4,0,0,0,0,0,0
0005012820130829,2,128,1031467,1,-8,0,0,1,1,0,0
0005012820130829,9,5,1030822,1,3,0,0,0,0,0,0
0005012820130829,10,5,1030822,1,-1,0,0,0,0,0,0
0005012820130829,12,5,1030822,1,4,0,0,0,0,0,0
0005012820130829,13,5,1030822,1,9,0,1,0,0,0,0
0005012820130829,14,5,1038354,1,-2,0,0,0,0,0,0
0005012820130829,15,5,1030822,1,-4,0,0,0,0,0,0
0005012820130829,17,5,1038356,1,7,0,0,0,0,0,0
0005012820130829,19,128,1032645,1,2,0,0,0,0,0,0
0005012820130829,20,128,1032645,1,17,0,1,0,0,0,0
0005012820130829,21,128,1031467,1,20,0,1,0,0,0,0
0005012820130829,23,128,1032645,1,6,0,0,0,0,0,0
0005012820130829,25,128,1032645,1,4,0,0,0,0,0,0
0005012820130829,26,128,1032645,1,3,0,0,0,0,0,0
0005012820130829,27,128,1032645,1,3,0,1,0,0,0,0
0005012820130829,29,128,1032645,1,1,0,0,0,0,0,0
0005012820130829,35,5,1030822,1,9,0,0,0,0,0,0
0005012820130829,38,128,1031467,1,-6,0,0,1,0,0,0
0005012820130829,42,128,1032645,1,-1,0,0,0,0,0,0
0005012820130829,48,5,1046126,1,2,0,0,0,0,0,0
0005012820130829,51,128,1031467,1,6,0,0,0,0,0,0
0005012820130829,53,128,1038992,1,8,0,0,0,0,0,0
0005012820130829,54,128,1038992,1,0,0,0,0,0,0,0
0005012820130829,55,128,1038992,1,8,0,1,0,0,0,0
0005012820130829,56,128,1031467,1,-6,0,0,1,0,0,0
0005012820130829,57,128,1032645,1,8,0,0,0,0,0,0
0005012820130829,61,5,1030822,1,2,0,0,0,0,0,0
0005012820130829,62,5,1038356,1,7,0,0,0,0,0,0
0005012820130829,63,5,1030822,1,-4,0,0,0,0,0,0
0005012820130829,65,128,1032645,1,-3,0,0,0,0,0,0
0005012820130829,69,128,1032645,1,-2,0,0,0,0,0,0
0005012820130829,71,128,1032645,1,4,0,1,0,0,0,0
0005012820130829,81,5,1046126,1,7,0,0,0,0,0,0
0005012820130829,82,5,1046126,1,13,0,1,0,0,0,0
0005012820130829,83,5,1046126,1,-1,0,0,0,0,0,0
0005012820130829,86,5,1030822,1,-1,0,0,0,0,0,0
0005012820130829,88,5,1038356,1,0,0,0,0,0,0,0
0005012820130829,90,128,1032645,1,3,0,0,0,0,0,0
0005012820130829,91,128,1032645,1,3,0,0,0,0,0,0
0005012820130829,93,128,1032645,1,28,0,1,0,0,0,0
0005012820130829,95,128,1039018,1,4,0,0,0,0,0,0
0005012820130829,97,128,1032645,1,9,1,0,0,0,0,0
0005012820130829,105,5,1038356,1,5,0,1,0,0,0,0
0005012820130829,106,5,1038356,1,3,0,0,0,0,0,0
0005012820130829,109,128,1032645,1,3,0,0,0,0,0,0
0005012820130829,110,128,1031467,1,-4,0,0,0,1,0,0
0005012820130829,112,128,1032645,1,11,0,1,0,0,0,0
0005012820130829,113,128,1032645,1,-1,0,0,0,0,0,0
0005012820130829,115,128,1032645,1,1,1,0,0,0,0,0
0005012820130829,120,5,1046126,1,4,0,1,0,0,0,0
0005012820130829,122,5,1038356,1,-2,0,0,1,0,0,0
0005012820130829,123,5,1038356,1,-3,0,0,0,1,0,0
0005012820130829,125,128,1054725,1,5,0,0,0,0,0,0
0005012820130829,126,128,1054725,1,4,0,0,0,0,0,0
0005012820130829,127,128,1054725,1,10,0,1,0,0,0,0
0005012820130829,129,128,1054725,1,0,0,0,0,0,0,0
0005012820130829,130,128,1032924,1,-2,0,0,1,0,0,0
0005012820130829,132,5,1046126,1,2,0,0,0,0,0,0
0005012820130829,133,5,1046126,1,11,0,1,0,0,0,0
0005012820130829,134,5,1046126,1,6,0,0,0,0,0,0
0005012820130829,135,5,1046126,1,0,0,0,0,0,0,0
0005012820130829,137,5,1030822,1,-4,0,0,0,0,0,0
0005012820130829,138,5,1030822,1,-3,0,0,0,0,0,0
0005012820130829,139,5,1046126,1,6,0,0,0,0,0,0
0005012820130829,141,128,1054725,1,5,0,0,0,0,0,0
0005012820130829,142,128,1054725,1,12,0,1,0,0,0,0
0005012820130829,143,128,1054725,1,2,0,0,0,0,0,0
0005012820130829,147,5,1046124,1,4,0,0,0,0,0,0
0005012820130829,148,5,1046124,1,5,0,0,0,0,0,0
0005012820130829,149,5,1046124,1,18,0,1,0,0,0,0
0005012820130829,151,5,1031638,1,5,0,0,0,0,0,0
0005012820130829,152,5,1046124,1,23,0,1,0,0,0,0
0005012820130829,153,5,1046124,1,4,0,0,0,0,0,0
0005012820130829,159,128,66597,1,0,0,0,0,0,0,0
0711016420130829,3,164,1031659,1,6,0,0,0,0,0,0
0711016420130829,4,164,1031659,1,3,0,0,0,0,0,0
0711016420130829,6,711,1045873,1,1,0,0,0,0,0,0
0711016420130829,10,711,1045873,1,1,0,0,0,0,0,0
0711016420130829,11,711,1045873,1,5,0,0,0,0,0,0
0711016420130829,16,164,1039199,1,12,0,1,0,0,0,0
0711016420130829,20,164,1031659,1,5,0,0,0,0,0,0
0711016420130829,22,164,1031659,1,8,0,0,0,0,0,0
0711016420130829,29,711,1045873,1,16,0,1,0,0,0,0
0711016420130829,30,711,1045873,1,23,0,1,0,0,0,0
0711016420130829,31,711,1045869,1,4,0,0,0,0,0,0
0711016420130829,36,164,1031659,1,-3,0,0,0,0,0,0
0711016420130829,37,164,1032127,1,0,0,0,0,0,0,0
0711016420130829,39,711,1045873,1,3,0,0,0,0,0,0
0711016420130829,40,711,1045873,1,11,0,1,0,0,0,0
0711016420130829,41,711,1045873,1,1,0,0,0,0,0,0
0711016420130829,42,711,1045873,1,0,0,0,0,0,0,0
0711016420130829,45,164,1031659,1,6,0,0,0,0,0,0
0711016420130829,46,164,1031659,1,2,0,0,0,0,0,0
0711016420130829,47,164,1031659,1,1,0,0,0,0,0,0
0711016420130829,49,711,1045882,1,3,0,0,0,0,0,0
0711016420130829,50,711,1045869,1,3,0,0,0,0,0,0
0711016420130829,51,711,1045869,1,6,0,1,0,0,0,0
0711016420130829,52,711,1045873,1,3,0,0,0,0,0,0
0711016420130829,53,711,1045873,1,2,0,0,0,0,0,0
0711016420130829,54,711,1045873,1,3,0,0,0,0,0,0
0711016420130829,55,711,1045873,1,1,0,0,0,0,0,0
0711016420130829,57,711,1045869,1,24,0,1,0,0,0,0
0711016420130829,58,711,1045869,1,5,1,0,0,0,0,0
0711016420130829,62,164,1031659,1,5,0,0,0,0,0,0
0711016420130829,63,164,1031659,1,2,0,0,0,0,0,0
0711016420130829,68,164,1031659,1,22,0,1,0,0,0,0
0711016420130829,69,164,1031659,1,-1,0,0,0,0,0,0
0711016420130829,70,164,1031659,1,1,0,0,0,0,0,0
0711016420130829,76,711,1045873,1,3,0,0,0,0,0,0
0711016420130829,79,711,1022074,1,-2,0,0,0,0,0,0
0711016420130829,84,164,1032127,1,-6,0,0,1,0,0,0
0711016420130829,86,711,1045873,1,3,0,0,0,0,0,0
0711016420130829,94,711,1045873,1,5,0,0,0,0,0,0
0711016420130829,96,711,1045873,1,3,0,0,0,0,0,0
0711016420130829,98,711,1045869,1,-1,0,0,0,0,0,0
0711016420130829,100,711,1045873,1,3,0,1,0,0,0,0
0711016420130829,101,711,1045873,1,-5,0,0,0,0,0,0
0711016420130829,103,711,1028656,1,4,0,0,0,0,0,0
0711016420130829,107,711,1045873,1,16,0,1,0,0,0,0
0711016420130829,108,711,1045873,1,1,0,0,0,0,0,0
0711016420130829,109,711,1028656,1,1,1,0,0,0,0,0
0711016420130829,113,164,1031659,1,3,0,0,0,0,0,0
0711016420130829,114,164,1032127,1,-4,0,0,1,0,0,0
0711016420130829,115,164,1032127,1,-9,0,0,1,0,0,0
0711016420130829,117,711,1045873,1,1,0,0,0,0,0,0
0711016420130829,119,711,1045869,1,-1,0,0,0,0,0,0
0711016420130829,121,164,1031659,1,7,0,0,0,0,0,0
0711016420130829,124,164,1031659,1,2,0,0,0,0,0,0
0711016420130829,126,164,1032127,1,7,0,0,0,0,0,0
0711016420130829,127,164,1032127,1,-1,0,0,0,1,0,0
0711016420130829,129,711,1045873,1,0,0,0,0,0,0,0
0711016420130829,132,164,1031659,1,7,0,0,0,0,0,0
0711016420130829,133,164,1032127,1,-4,0,0,1,0,0,0
0711016420130829,136,711,1045873,1,3,0,0,0,0,0,0
0711016420130829,137,711,1045873,1,3,0,0,0,0,0,0
0711016420130829,139,711,1045869,1,-1,0,0,0,0,0,0
0711016420130829,140,711,1022074,1,-2,0,0,0,1,0,0
0711016420130829,142,711,1045873,1,5,0,0,0,0,0,0
0711016420130829,143,711,1045873,1,3,0,0,0,0,0,0
0711016420130829,144,711,1045873,1,1,0,0,0,0,0,0
0711016420130829,145,711,1045873,1,6,1,1,0,0,0,0
0711016420130829,150,164,1032127,1,3,0,0,0,0,0,0
0711016420130829,153,164,1032127,1,7,0,1,0,0,0,0
0711016420130829,157,711,1045873,1,4,0,0,0,0,0,0
0711016420130829,159,711,1045873,1,2,0,0,0,0,0,0
0711016420130829,161,711,1045873,1,1,0,0,0,0,0,0
0711016420130829,164,711,1028656,1,2,0,0,0,0,0,0
0711016420130829,165,711,1045873,1,22,0,1,0,0,0,0
0711016420130829,167,711,1045873,1,0,0,0,0,0,0,0
0711016420130829,168,711,1045873,1,1,0,0,0,0,0,0
0711016420130829,170,711,1045873,1,5,1,0,0,0,0,0
0657027720130829,2,277,1033332,1,-5,0,0,1,0,0,0
0657027720130829,5,277,1055308,1,0,0,0,0,0,0,0
0657027720130829,7,657,1041405,1,4,0,0,0,0,0,0
0657027720130829,8,657,1041405,1,5,0,0,0,0,0,0
0657027720130829,12,657,1041405,1,3,0,0,0,0,0,0
0657027720130829,14,657,1041405,1,3,0,0,0,0,0,0
0657027720130829,18,657,1041405,1,5,0,1,0,0,0,0
0657027720130829,20,657,1041405,1,6,0,1,0,0,0,0
0657027720130829,21,657,1041405,1,-3,0,0,0,0,0,0
0657027720130829,23,657,1041405,1,1,0,0,0,0,0,0
0657027720130829,26,277,1055308,1,3,0,0,0,0,0,0
0657027720130829,28,277,1055308,1,-2,0,0,0,0,0,0
0657027720130829,29,277,1055308,1,4,0,0,0,1,0,0
0657027720130829,31,277,1055308,1,3,0,0,0,0,0,0
0657027720130829,32,277,1055309,1,1,0,0,0,0,0,0
0657027720130829,33,277,1033332,1,-3,0,0,1,0,0,0
0657027720130829,35,657,1041405,1,3,0,0,0,0,0,0
0657027720130829,38,657,1057268,1,-3,0,0,0,0,0,0
0657027720130829,42,277,1032010,1,19,0,1,0,0,0,0
0657027720130829,43,277,1033332,1,-7,0,0,1,0,0,0
0657027720130829,47,657,1041427,1,-1,0,0,1,0,0,1
0657027720130829,52,277,1055308,1,2,0,1,0,0,0,0
0657027720130829,53,277,1055308,1,6,0,0,0,0,0,0
0657027720130829,55,277,1055308,1,0,0,0,0,0,0,0
0657027720130829,62,277,1055309,1,1,0,0,0,0,0,0
0657027720130829,63,277,1055309,1,1,0,0,0,0,0,0
0657027720130829,67,657,1041405,1,34,0,1,0,0,0,0
0657027720130829,68,657,1041441,1,-4,0,0,0,0,0,0
0657027720130829,69,657,1041405,1,0,0,0,0,0,0,0
0657027720130829,71,277,1055308,1,-2,0,0,0,0,0,0
0657027720130829,74,657,1041405,1,5,0,0,0,0,0,0
0657027720130829,75,657,1041405,1,4,0,0,0,0,0,0
0657027720130829,76,657,1041405,1,0,0,0,0,0,0,0
0657027720130829,77,657,1041427,1,2,0,1,0,0,0,0
0657027720130829,85,277,1055309,1,3,0,0,0,0,0,0
0657027720130829,89,277,1055309,1,1,0,0,0,0,0,0
0657027720130829,90,277,1055309,1,3,0,0,0,0,0,0
0657027720130829,91,277,1033332,1,-2,0,0,1,0,0,0
0657027720130829,94,277,1055309,1,1,0,0,0,0,0,0
0657027720130829,95,277,1033332,1,-8,0,0,1,0,0,0
0657027720130829,105,657,1041427,1,0,0,0,0,0,0,0
0657027720130829,110,277,1055309,1,1,0,0,0,0,0,0
0657027720130829,113,657,1057268,1,5,0,0,0,0,0,0
0657027720130829,114,657,1057268,1,0,0,0,0,0,0,0
0657027720130829,115,657,1041406,1,-9,0,0,1,0,0,0
0657027720130829,117,277,1055303,1,3,0,0,0,0,0,0
0657027720130829,119,277,1055303,1,0,0,0,0,0,0,0
0657027720130829,123,657,1041406,1,-3,0,0,1,0,0,0
0657027720130829,124,657,1041405,1,8,0,0,0,0,0,0
0657027720130829,125,657,1041405,1,2,0,0,0,0,0,0
0657027720130829,129,277,1047281,1,0,0,0,0,0,0,0
0657027720130829,131,277,1033332,1,-5,0,0,1,0,0,0
0657027720130829,133,277,1047281,1,2,0,0,0,0,0,0
0657027720130829,134,277,1047281,1,4,0,1,0,0,0,0
0657027720130829,138,657,1057268,1,18,0,1,0,0,0,0
0657027720130829,139,657,1057268,1,14,0,1,0,0,0,0
0657027720130829,141,657,1057268,1,8,0,0,0,0,0,0
0657027720130829,142,657,1057268,1,4,0,1,0,0,0,0
0657027720130829,146,657,1041406,1,2,0,0,0,0,0,0
0657027720130829,148,657,1057268,1,-2,0,0,0,0,0,0
0657027720130829,151,657,1041406,1,0,0,0,0,0,0,0
0657027720130829,156,277,1047281,1,5,0,1,0,0,0,0
0657027720130829,163,657,1057268,1,1,0,0,0,0,0,0
0657027720130829,166,657,1057268,1,21,0,1,0,0,0,0
0657027720130829,168,657,1057268,1,-10,0,0,0,1,0,0
0657027720130829,169,657,1041405,1,4,0,0,0,0,0,0
0657027720130829,173,277,1033332,1,-6,0,0,1,0,0,0
0657027720130829,182,657,1041405,1,25,0,1,0,0,0,0
0657027720130829,184,657,1041414,1,-1,0,0,0,0,0,0
0657027720130829,186,657,1041414,1,9,0,0,0,0,0,0
0657027720130829,187,657,1057268,1,12,0,1,0,0,0,0
0657027720130829,188,657,1057268,1,3,0,0,0,0,0,0
0657027720130829,189,657,1041414,1,4,0,0,0,0,0,0
0657027720130829,190,657,1041414,1,6,0,1,0,0,0,0
0657027720130829,192,657,1057268,1,3,1,0,0,0,0,0
0657027720130829,199,657,1057271,1,4,0,0,0,0,0,0
0305030620130829,3,305,1037176,1,0,0,0,0,0,0,0
0305030620130829,5,305,66961,1,-14,0,0,0,0,0,0
0305030620130829,6,306,1047445,1,4,0,0,0,0,0,0
0305030620130829,7,306,1039713,1,2,0,0,0,0,0,0
0305030620130829,13,305,1037176,1,9,0,0,0,0,0,0
0305030620130829,14,305,1037176,1,2,0,1,0,0,0,0
0305030620130829,15,305,1037176,1,6,0,0,0,0,0,0
0305030620130829,16,305,1037176,1,9,0,1,0,0,0,0
0305030620130829,18,305,1037176,1,2,0,0,0,0,0,0
0305030620130829,19,305,1037176,1,-1,0,0,0,0,0,0
0305030620130829,26,306,1039710,1,4,0,0,0,0,0,0
0305030620130829,27,306,1047445,1,2,0,0,0,0,0,0
0305030620130829,28,306,1047445,1,23,0,1,0,0,0,0
0305030620130829,29,306,1039713,1,8,0,0,0,0,0,0
0305030620130829,31,306,1039698,1,1,0,0,0,0,0,0
0305030620130829,32,306,1039713,1,0,0,0,0,0,0,0
0305030620130829,34,305,1037174,1,1,0,0,0,0,0,0
