"Team Code","Game Code","Rush Att","Rush Yard","Rush TD","Pass Att","Pass Comp","Pass Yard","Pass TD","Pass Int","Pass Conv","Kickoff Ret","Kickoff Ret Yard","Kickoff Ret TD","Punt Ret","Punt Ret Yard","Punt Ret TD","Fum Ret","Fum Ret Yard","Fum Ret TD","Int Ret","Int Ret Yard","Int Ret TD","Misc Ret","Misc Ret Yard","Misc Ret TD","Field Goal Att","Field Goal Made","Off XP Kick Att","Off XP Kick Made","Off 2XP Att","Off 2XP Made","Def 2XP Att","Def 2XP Made","Safety","Points","Punt","Punt Yard","Kickoff","Kickoff Yard","Kickoff Touchback","Kickoff Out-Of-Bounds","Kickoff Onside","Fumble","Fumble Lost","Tackle Solo","Tackle Assist","Tackle For Loss","Tackle For Loss Yard","Sack","Sack Yard","QB Hurry","Fumble Forced","Pass Broken Up","Kick/Punt Blocked","1st Down Rush","1st Down Pass","1st Down Penalty","Time Of Possession","Penalty","Penalty Yard","Third Down Att","Third Down Conv","Fourth Down Att","Fourth Down Conv","Red Zone Att","Red Zone TD","Red Zone Field Goal"
28,0028073220131109,39,149,2,31,19,144,1,0,0,5,116,0,3,6,0,0,0,0,2,2,0,0,0,0,0,0,2,2,1,0,0,0,0,20,10,375,4,257,2,0,0,2,1,30,50,9.0,28,4.0,14,0,2,3,0,9,9,2,1642,3,14,13,3,0,0,3,3,0
28,0528002820131116,39,156,3,37,22,183,0,2,0,1,25,0,1,2,0,0,0,0,4,33,1,1,0,0,1,1,4,3,0,0,0,0,0,30,5,211,6,378,3,0,0,0,0,48,18,6.0,18,1.0,7,0,1,3,1,7,12,1,1644,5,33,17,8,0,0,5,3,1
28,0028011020131123,50,223,3,27,20,225,1,0,0,4,101,0,1,1,0,0,0,0,1,18,1,0,0,0,1,1,5,5,0,0,1,0,0,38,5,174,7,420,0,1,0,1,1,59,6,10.0,61,9.0,60,0,0,0,0,11,12,1,1912,3,20,12,4,2,1,5,4,1
28,0029002820131130,52,204,4,25,13,274,2,1,0,1,13,0,0,0,0,0,0,0,3,81,1,0,0,0,3,3,7,7,0,0,0,0,0,58,4,182,11,695,4,0,0,0,0,62,14,8.0,31,2.0,5,0,2,2,0,12,10,0,1939,4,20,17,6,2,2,6,4,2
28,0674002820131207,43,138,1,25,17,173,1,0,0,6,113,0,3,13,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,5,181,3,153,0,0,0,1,0,47,8,9.0,33,4.0,25,0,2,2,0,9,3,3,1581,5,38,16,5,4,1,2,0,0
28,0028070020131230,49,287,2,29,16,125,0,1,0,7,148,0,2,7,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,23,6,240,6,337,0,0,0,1,0,39,26,7.0,18,0.0,0,0,1,3,0,14,6,0,1759,7,59,19,6,4,3,4,1,2
29,0501002920130830,34,306,3,13,9,87,1,0,0,0,0,0,4,19,0,0,0,0,3,37,1,0,0,0,1,0,5,5,0,0,0,0,0,35,4,132,6,388,4,0,0,2,0,43,30,11.0,27,3.0,15,0,0,1,0,9,4,1,1184,2,30,10,4,1,0,2,1,0
29,0029046520130907,69,397,5,21,8,81,0,0,0,2,42,0,5,59,0,1,36,0,2,101,2,0,0,0,4,3,7,7,0,0,0,0,0,58,1,44,11,696,5,0,0,2,1,32,14,5.0,24,1.0,11,0,1,1,0,20,3,2,2138,5,35,20,10,4,2,6,3,2
29,0706002920130914,48,264,4,21,14,158,1,0,0,1,15,0,3,18,0,1,6,0,1,16,0,0,0,0,1,1,5,5,0,0,0,0,0,38,4,183,7,455,5,0,0,1,1,46,16,7.0,24,2.0,15,0,2,3,0,17,7,1,1605,3,15,13,7,1,1,5,4,1
29,0029075620130928,49,199,2,37,14,119,0,2,0,4,72,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,2,1,0,0,0,0,0,13,6,189,4,218,0,0,0,2,0,52,22,2.0,4,0.0,0,0,1,2,0,11,6,2,1778,7,56,22,10,5,2,2,2,0
29,0029065720131010,33,145,0,44,28,363,4,0,0,6,111,0,1,21,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,31,7,252,6,308,0,0,0,1,0,31,52,4.0,6,0.0,0,1,0,6,0,9,16,0,1587,5,52,17,8,0,0,3,1,1
29,0732002920131019,58,300,3,30,18,168,1,0,0,2,35,0,4,13,0,0,0,0,2,14,1,0,0,0,0,0,4,3,1,1,0,0,0,35,5,200,6,368,4,0,0,4,2,44,26,7.0,25,3.0,15,0,0,4,0,15,9,2,1753,3,31,20,12,3,0,4,3,0
29,0029015720131026,50,405,4,32,21,265,1,1,0,1,23,0,0,0,0,0,0,0,1,19,0,0,0,0,3,3,5,5,0,0,0,0,0,44,4,148,9,570,7,0,0,2,1,57,19,2.0,4,0.0,0,4,0,5,0,17,9,0,1769,5,69,16,7,1,1,7,4,3
29,0029010720131102,51,187,3,38,24,261,1,0,0,4,71,0,3,27,0,0,0,0,2,0,0,0,0,0,2,1,4,4,0,0,0,0,1,33,8,331,6,353,1,0,0,2,0,45,32,5.0,11,0.0,0,0,1,5,0,12,11,3,1977,7,58,16,4,2,1,4,3,0
29,0110002920131109,47,239,1,33,20,186,2,1,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,26,5,259,6,390,4,0,0,1,1,52,23,10.0,34,4.0,17,0,2,1,0,11,11,2,1608,5,44,14,5,2,0,6,3,1
29,0754002920131116,45,195,1,38,26,200,1,0,0,2,59,0,1,8,0,0,0,0,1,0,0,0,0,0,3,1,2,2,0,0,0,0,0,17,4,155,4,260,3,0,0,3,2,40,32,7.0,26,4.0,23,0,0,3,0,10,12,2,1552,4,30,18,6,5,3,4,1,1
29,0529002920131123,65,304,4,22,19,178,2,0,0,1,16,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,6,6,0,0,0,0,0,42,4,178,7,386,0,0,0,0,0,49,30,3.0,17,0.0,0,0,2,2,0,17,10,2,2129,2,20,16,11,1,1,6,6,0
29,0029002820131130,49,249,3,30,15,175,0,3,0,7,143,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,21,4,165,4,260,3,0,0,2,1,58,6,8.0,25,3.0,12,0,0,2,0,14,5,1,1661,2,15,18,9,3,0,2,2,0
29,0029006720131231,49,254,3,24,17,275,2,0,0,3,67,0,1,0,0,0,0,0,2,69,1,0,0,0,0,0,6,6,0,0,0,0,0,42,2,63,7,394,1,2,0,2,2,51,22,6.0,28,3.0,22,0,0,2,0,13,13,2,1490,2,23,12,7,2,1,5,4,0
30,2678003020130831,57,509,8,13,10,163,1,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,62,1,39,10,604,5,1,0,2,2,30,34,15.0,87,6.0,46,0,2,4,0,19,6,0,1760,2,15,12,9,2,0,6,5,0
30,0030003720130907,39,150,0,41,29,272,0,0,0,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,4,179,4,259,2,0,0,2,1,36,34,5.0,13,0.0,0,3,1,3,0,9,12,3,1974,6,53,18,8,3,0,4,0,3
30,0716003020130912,43,228,5,35,21,311,1,0,0,3,55,0,3,26,0,0,0,0,3,19,0,0,0,0,0,0,5,5,1,0,0,0,0,41,8,321,7,436,2,0,0,0,0,44,44,9.0,32,2.0,18,0,1,6,0,13,13,0,1595,9,70,17,9,0,0,4,4,0
30,0030040420130921,31,74,0,39,22,181,1,1,0,3,82,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,8,339,2,128,0,0,0,0,0,46,30,2.0,12,1.0,8,0,1,3,0,6,11,0,1460,5,50,15,4,2,0,1,1,0
30,0030043420130928,41,117,0,47,37,318,1,1,0,1,27,0,1,-1,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,19,4,179,6,366,2,0,0,1,0,29,36,2.0,5,1.0,3,0,1,2,0,8,16,1,2052,10,70,20,10,1,0,5,1,3
30,0295003020131012,45,190,1,32,22,375,4,1,0,5,226,1,5,48,0,0,0,0,1,43,0,0,0,0,2,2,6,6,0,0,0,0,0,48,4,157,9,584,3,0,0,0,0,25,54,6.0,31,3.0,26,0,0,9,0,13,13,0,1965,14,110,14,6,1,0,6,4,2
30,0671003020131022,25,79,1,21,11,89,0,1,0,3,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,6,256,2,127,1,0,0,0,0,42,46,4.0,12,2.0,10,0,0,3,0,5,5,0,1062,4,44,12,5,1,0,1,1,0
30,0030064620131102,47,189,2,25,21,160,0,0,0,4,67,0,2,7,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,7,253,4,247,2,0,0,2,1,31,50,6.0,20,1.0,8,1,0,4,0,11,9,1,1892,11,73,14,5,1,1,3,2,0
30,0030049820131109,58,259,5,23,16,235,1,0,0,3,78,0,3,16,0,0,0,0,2,22,0,1,23,0,0,0,6,6,0,0,0,0,0,42,5,200,7,436,1,0,0,1,1,34,22,4.0,15,2.0,9,6,0,2,2,15,8,1,2143,6,56,16,8,3,1,6,5,0
30,0670003020131116,57,328,4,18,14,96,1,1,0,1,22,0,2,46,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,3,117,7,433,3,0,0,0,0,33,36,4.0,5,1.0,2,5,1,5,0,17,5,0,1977,4,29,14,6,3,2,5,4,1
30,0254003020131123,45,138,1,19,14,152,2,0,0,6,119,0,2,24,1,2,48,1,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,35,6,235,6,375,3,0,0,3,2,29,38,9.0,35,4.0,24,3,3,4,1,8,6,0,1760,3,30,12,1,3,1,2,2,0
30,0030077220131130,53,223,3,28,19,134,1,1,0,5,81,0,0,0,0,1,15,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,31,4,151,6,373,1,0,0,1,0,38,16,2.0,9,1.0,8,1,2,7,0,15,5,4,2110,10,97,16,11,0,0,5,4,0
30,0030004720140105,39,202,1,26,18,129,1,1,0,2,51,0,1,10,0,0,0,0,1,33,0,1,7,0,4,3,2,2,0,0,0,0,0,23,4,154,6,364,2,0,0,0,0,34,48,3.0,21,2.0,18,1,0,5,1,9,7,1,1596,10,86,14,4,1,1,6,2,2
31,0671003120130831,51,292,1,23,15,230,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,4,4,0,0,0,0,0,34,2,82,6,390,5,0,0,1,1,30,34,5.0,34,4.0,30,6,1,4,0,15,9,0,2232,4,30,13,7,2,1,5,2,2
31,0625003120130907,53,333,2,17,9,125,2,0,0,2,50,0,1,20,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,3,131,6,405,5,0,0,2,2,20,38,6.0,18,2.0,10,2,0,2,0,15,7,0,2147,6,65,12,6,1,1,4,3,0
31,0664003120130914,56,258,3,11,6,69,0,1,0,1,20,0,3,14,0,0,0,0,2,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,6,246,5,324,3,0,0,3,0,26,48,5.0,28,3.0,22,5,1,6,0,12,4,1,2123,4,49,15,7,0,0,2,2,0
31,0031058720130921,34,101,0,28,16,182,2,0,0,3,58,0,1,2,0,0,0,0,1,26,1,1,-15,0,1,1,3,3,0,0,0,0,0,24,9,425,5,310,2,1,0,0,0,33,44,5.0,40,5.0,40,3,1,7,1,5,9,0,1893,6,66,14,3,1,1,1,1,0
31,0697003120130928,30,201,1,36,17,282,3,2,0,5,125,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,0,0,0,0,33,3,119,6,390,4,0,0,1,0,38,44,4.0,14,1.0,7,1,0,4,0,8,13,2,1697,1,5,12,5,1,0,6,4,1
31,0031023520131005,29,111,1,43,17,164,0,1,0,4,40,0,1,-1,0,0,0,0,0,0,0,1,6,0,1,1,1,1,0,0,0,0,0,10,7,320,3,197,2,1,0,3,1,40,14,10.0,32,2.0,14,1,0,1,1,7,6,4,1658,8,57,16,6,1,0,3,1,1
31,0648003120131012,24,218,1,13,4,30,0,1,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,4,214,2,130,2,0,0,2,2,45,54,7.0,28,3.0,19,2,1,4,0,5,2,0,995,3,31,7,2,1,0,1,1,0
31,0031000820131019,39,165,0,25,7,91,0,2,0,7,129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,140,1,65,0,0,0,1,1,26,40,2.0,5,0.0,0,2,0,2,0,11,5,0,1860,2,20,15,6,2,1,1,0,0
31,0037003120131102,47,222,1,27,12,124,1,1,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,3,120,3,192,2,1,1,3,2,31,34,4.0,13,2.0,10,0,1,0,0,13,9,3,2054,4,51,16,9,2,1,5,2,1
31,0031043320131109,34,196,1,32,18,193,2,1,0,2,38,0,1,31,0,0,0,0,2,12,0,0,0,0,2,1,3,3,0,0,0,0,0,24,5,240,5,293,2,0,0,0,0,41,38,7.0,28,2.0,17,0,1,3,0,13,9,0,1619,6,47,12,3,2,2,3,3,0
31,0430003120131123,43,225,2,17,10,114,0,1,0,4,82,0,1,0,0,1,1,0,1,0,0,1,16,0,1,1,2,2,0,0,0,0,0,17,3,115,4,205,2,0,0,2,2,34,40,7.0,20,1.0,10,3,1,4,1,11,7,0,1765,3,25,12,6,2,0,2,1,0
