"Game Code","Play Number","Team Code","Player Code","Reception","Yards","Touchdown","1st Down","Fumble","Fumble Lost","Safety"
0719007120130829,82,719,1026585,1,16,0,1,0,0,0
0719007120130829,98,71,1038827,1,14,0,1,0,0,0
0719007120130829,107,71,1038827,1,11,0,0,0,0,0
0719007120130829,108,71,1031258,1,19,0,1,0,0,0
0719007120130829,114,719,1034470,1,2,0,0,0,0,0
0719007120130829,115,719,1042016,1,2,0,0,0,0,0
0719007120130829,116,719,1041994,1,20,0,1,0,0,0
0719007120130829,118,719,1057892,1,15,0,1,0,0,0
0719007120130829,132,71,1031262,1,13,0,1,0,0,0
0719007120130829,135,71,1038805,1,12,0,0,0,0,0
0719007120130829,142,719,1041994,1,5,0,0,0,0,0
0719007120130829,146,71,1031262,1,12,0,1,0,0,0
0719007120130829,151,719,1026585,1,-1,0,0,0,0,0
0719007120130829,152,719,1026582,1,13,0,1,0,0,0
0719007120130829,156,719,1034470,1,0,0,0,0,0,0
0719007120130829,176,719,1026582,1,8,0,0,0,0,0
0719007120130829,177,719,1049929,1,15,0,1,0,0,0
0719007120130829,180,719,1042016,1,27,1,1,0,0,0
0587009620130829,2,96,1031365,1,9,0,0,0,0,0
0587009620130829,4,96,1031365,1,6,0,1,0,0,0
0587009620130829,5,96,1031270,1,11,0,1,0,0,0
0587009620130829,7,96,1023431,1,20,0,1,0,0,0
0587009620130829,8,96,1038921,1,8,0,0,0,0,0
0587009620130829,24,587,1033675,1,28,0,1,0,0,0
0587009620130829,25,587,1025825,1,14,0,1,0,0,0
0587009620130829,32,96,1031365,1,8,0,0,0,0,0
0587009620130829,33,96,1031365,1,1,0,0,0,0,0
0587009620130829,35,587,1033675,1,11,0,1,0,0,0
0587009620130829,37,587,1025851,1,11,0,1,0,0,0
0587009620130829,43,96,1031365,1,6,0,0,0,0,0
0587009620130829,44,96,1038921,1,15,0,1,0,0,0
0587009620130829,47,96,1031365,1,13,0,1,0,0,0
0587009620130829,48,96,1031376,1,4,0,0,0,0,0
0587009620130829,51,96,1031376,1,5,0,0,0,0,0
0587009620130829,55,587,1049043,1,69,1,1,0,0,0
0587009620130829,61,96,1031376,1,6,0,0,0,0,0
0587009620130829,63,587,1033675,1,23,0,1,0,0,0
0587009620130829,66,587,1033689,1,12,0,1,0,0,0
0587009620130829,68,587,1041252,1,7,0,0,0,0,0
0587009620130829,77,96,1031365,1,16,0,1,0,0,0
0587009620130829,78,96,1031376,1,9,0,0,0,0,0
0587009620130829,80,96,1031376,1,5,0,1,0,0,0
0587009620130829,89,587,1033675,1,6,0,0,0,0,0
0587009620130829,90,587,1049054,1,8,0,1,0,0,0
0587009620130829,92,587,1049054,1,4,0,0,0,0,0
0587009620130829,95,96,1038921,1,6,0,0,0,0,0
0587009620130829,96,96,1038902,1,11,0,1,0,0,0
0587009620130829,97,96,1031366,1,8,0,0,0,0,0
0587009620130829,99,96,1031376,1,7,0,0,0,0,0
0587009620130829,100,96,1038902,1,3,0,1,0,0,0
0587009620130829,102,96,1038921,1,18,0,1,0,0,0
0587009620130829,103,96,1031270,1,7,0,0,0,0,0
0587009620130829,106,96,1038921,1,6,0,1,0,0,0
0587009620130829,108,96,1031365,1,7,0,0,0,0,0
0587009620130829,110,96,1038921,1,2,1,0,0,0,0
0587009620130829,118,96,1031365,1,0,0,0,0,0,0
0587009620130829,119,96,1031270,1,0,0,0,0,0,0
0587009620130829,120,96,1031376,1,4,0,0,0,0,0
0587009620130829,130,96,1031376,1,16,0,1,0,0,0
0587009620130829,131,96,1038921,1,9,0,0,0,0,0
0587009620130829,132,96,1031365,1,4,0,1,0,0,0
0587009620130829,135,96,1031365,1,7,0,0,0,0,0
0587009620130829,137,96,1038921,1,12,0,1,0,0,0
0587009620130829,138,96,1031376,1,11,1,1,0,0,0
0587009620130829,144,587,1025825,1,15,0,0,0,0,0
0587009620130829,152,96,1023431,1,5,0,0,0,0,0
0587009620130829,161,587,1033675,1,1,1,0,0,0,0
0587009620130829,164,96,1031376,1,7,0,0,0,0,0
0587009620130829,169,96,1046635,1,3,0,0,0,0,0
0587009620130829,171,96,1031376,1,4,0,0,0,0,0
0587009620130829,178,96,1031365,1,16,0,1,0,0,0
0587009620130829,179,96,1038921,1,20,1,1,0,0,0
0587009620130829,185,587,1033675,1,1,0,0,0,0,0
0587009620130829,187,96,1038921,1,10,0,0,0,0,0
0587009620130829,189,96,1038921,1,4,0,0,0,0,0
0587009620130829,190,96,1031376,1,7,0,0,1,1,0
0587009620130829,193,587,1041235,1,9,0,0,0,0,0
0587009620130829,195,587,1049054,1,-2,0,0,0,0,0
0587009620130829,198,587,1049043,1,13,1,1,0,0,0
0587009620130829,201,96,1038921,1,9,0,0,0,0,0
0587009620130829,202,96,1038921,1,2,0,1,0,0,0
0587009620130829,203,96,1031270,1,3,0,0,0,0,0
0587009620130829,204,96,1038921,1,27,0,1,0,0,0
0587009620130829,206,96,1031376,1,7,0,0,0,0,0
0587009620130829,211,587,1049043,1,12,0,0,0,0,0
0587009620130829,212,587,1033689,1,2,0,0,0,0,0
0587009620130829,215,587,1049043,1,30,1,1,0,0,0
0587009620130829,218,96,1031365,1,25,0,1,0,0,0
0587009620130829,222,96,1031376,1,2,1,0,0,0,0
0587009620130829,226,587,1049043,1,11,0,1,0,0,0
0587009620130829,227,587,1033675,1,20,0,1,0,0,0
0587009620130829,229,587,1025825,1,18,0,1,0,0,0
0587009620130829,233,96,1031366,1,25,1,1,0,0,0
0587009620130829,235,587,1033675,1,0,0,0,0,0,0
0587009620130829,236,587,1049054,1,21,0,1,0,0,0
0587009620130829,237,587,1033675,1,4,1,0,0,0,0
0005012820130829,3,128,1046760,1,91,1,1,0,0,0
0005012820130829,6,5,1030822,1,3,0,0,0,0,0
0005012820130829,7,5,1046126,1,-3,0,0,0,0,0
0005012820130829,8,5,1030823,1,13,0,1,0,0,0
0005012820130829,11,5,1046143,1,10,0,1,0,0,0
0005012820130829,22,128,1039025,1,10,0,1,0,0,0
0005012820130829,24,128,1031460,1,7,0,1,0,0,0
0005012820130829,28,128,1039021,1,9,0,0,0,0,0
0005012820130829,30,128,1039018,1,19,1,1,0,0,0
0005012820130829,33,5,1030818,1,4,0,0,0,0,0
0005012820130829,36,5,1022881,1,5,0,0,0,0,0
0005012820130829,43,128,1032645,1,-2,0,0,0,0,0
0005012820130829,52,128,1039020,1,12,0,1,0,0,0
0005012820130829,58,128,1039025,1,39,1,1,0,0,0
0005012820130829,66,128,1039018,1,9,0,0,0,0,0
0005012820130829,67,128,1046760,1,6,0,1,0,0,0
0005012820130829,70,128,1032645,1,4,0,0,0,0,0
0005012820130829,72,128,1046760,1,16,0,1,0,0,0
0005012820130829,74,128,1039018,1,26,0,1,0,0,0
0005012820130829,85,5,1030823,1,12,0,1,0,0,0
0005012820130829,92,128,1039025,1,11,0,1,0,0,0
0005012820130829,94,128,1039020,1,13,0,1,0,0,0
0005012820130829,96,128,1031460,1,6,0,1,0,0,0
0005012820130829,100,5,1054121,1,8,0,0,0,0,0
0005012820130829,101,5,1046126,1,3,0,1,0,0,0
0005012820130829,102,5,1054121,1,13,0,1,0,0,0
0005012820130829,103,5,1046121,1,2,0,0,0,0,0
0005012820130829,104,5,1054121,1,5,0,0,0,0,0
0005012820130829,107,5,1022881,1,4,0,0,0,0,0
0005012820130829,111,128,1039017,1,29,0,1,0,0,0
0005012820130829,114,128,1039017,1,9,0,0,0,0,0
0005012820130829,119,5,1054118,1,8,0,0,0,0,0
0005012820130829,121,5,1022881,1,1,0,0,0,0,0
0005012820130829,136,5,1054118,1,10,0,1,0,0,0
0005012820130829,145,128,1046739,1,5,0,0,0,0,0
0005012820130829,155,5,1054118,1,7,0,1,0,0,0
0005012820130829,156,5,1046121,1,11,1,1,0,0,0
0711016420130829,9,711,1045905,1,8,0,1,0,0,0
0711016420130829,12,711,1045905,1,11,0,1,0,0,0
0711016420130829,14,711,1045905,1,12,0,0,0,0,0
0711016420130829,17,164,1031659,1,-2,0,0,0,0,0
0711016420130829,19,164,1031672,1,24,0,1,0,0,0
0711016420130829,23,164,1031672,1,16,0,1,0,0,0
0711016420130829,26,164,1031224,1,31,1,1,0,0,0
0711016420130829,32,711,1045869,1,23,1,1,0,0,0
0711016420130829,35,164,1031659,1,8,0,0,0,0,0
0711016420130829,64,164,1031672,1,20,0,1,0,0,0
0711016420130829,65,164,1031672,1,22,0,1,0,0,0
0711016420130829,67,164,1031224,1,9,0,0,0,0,0
0711016420130829,77,711,1045900,1,6,0,0,0,0,0
0711016420130829,82,164,1031659,1,1,0,0,0,0,0
0711016420130829,88,711,1045873,1,2,0,0,0,0,0
0711016420130829,90,164,1031659,1,4,0,0,0,0,0
0711016420130829,97,711,1045905,1,17,0,1,0,0,0
0711016420130829,99,711,1045906,1,9,0,0,0,0,0
0711016420130829,102,711,1045906,1,39,0,1,0,0,0
0711016420130829,105,711,1045905,1,7,0,0,0,0,0
0711016420130829,112,164,1039209,1,11,0,1,0,0,0
0711016420130829,118,711,1045906,1,8,0,0,0,0,0
0711016420130829,122,164,1031224,1,12,0,1,0,0,0
0711016420130829,138,711,1045906,1,5,0,1,0,0,0
0711016420130829,141,711,1045444,1,45,0,1,0,0,0
0711016420130829,148,164,1031224,1,4,0,0,0,0,0
0711016420130829,149,164,1031672,1,18,0,1,0,0,0
0711016420130829,154,164,1031224,1,21,1,1,0,0,0
0711016420130829,173,164,1031659,1,7,0,0,0,0,0
0657027720130829,10,657,1049229,1,16,0,1,0,0,0
0657027720130829,17,657,1033875,1,8,0,0,0,0,0
0657027720130829,19,657,1049239,1,5,0,0,0,0,0
0657027720130829,27,277,1047306,1,11,0,1,0,0,0
0657027720130829,30,277,1039554,1,10,0,1,0,0,0
0657027720130829,40,657,1041405,1,10,0,0,0,0,0
0657027720130829,44,277,1055309,1,15,0,0,0,0,0
0657027720130829,51,277,1055308,1,9,0,0,0,0,0
0657027720130829,59,657,1033875,1,7,0,0,0,0,0
0657027720130829,66,657,1041441,1,5,0,0,0,0,0
0657027720130829,78,657,1049229,1,19,1,1,0,0,0
0657027720130829,82,277,1032030,1,1,0,0,0,0,0
0657027720130829,83,277,1055332,1,10,0,1,0,0,0
0657027720130829,99,657,1041441,1,13,0,1,0,0,0
0657027720130829,100,657,1041441,1,9,0,0,0,0,0
0657027720130829,101,657,1033875,1,3,0,1,0,0,0
0657027720130829,111,277,1055332,1,5,0,0,0,0,0
0657027720130829,118,277,1055334,1,24,0,1,0,0,0
0657027720130829,127,277,1055309,1,3,0,0,0,0,0
0657027720130829,128,277,1032030,1,8,0,1,0,0,0
0657027720130829,130,277,1032030,1,21,0,1,0,0,0
0657027720130829,140,657,1041441,1,16,0,1,0,0,0
0657027720130829,145,657,1041441,1,17,0,1,0,0,0
0657027720130829,147,657,1041441,1,13,0,1,0,0,0
0657027720130829,155,277,1055300,1,8,0,0,0,0,0
0657027720130829,161,657,1041441,1,12,0,1,0,0,0
0657027720130829,174,277,1039547,1,4,0,0,0,0,0
0657027720130829,175,277,1039547,1,13,0,1,0,0,0
0657027720130829,176,277,1047281,1,6,0,0,0,0,0
0657027720130829,185,657,1041441,1,19,0,1,0,0,0
0657027720130829,196,277,1055334,1,60,1,1,0,0,0
0305030620130829,4,305,1037176,1,7,0,0,0,0,0
0305030620130829,8,306,1024229,1,12,1,1,0,0,0
0305030620130829,11,305,1027646,1,11,0,1,0,0,0
0305030620130829,12,305,1051152,1,10,0,1,0,0,0
0305030620130829,17,305,1051152,1,21,0,1,0,0,0
0305030620130829,22,305,1058772,1,11,1,0,0,0,0
0305030620130829,38,306,1024229,1,16,0,1,0,0,0
0305030620130829,40,306,1039697,1,43,1,1,0,0,0
0305030620130829,52,305,1051152,1,8,0,0,0,0,0
0305030620130829,58,306,1024229,1,9,1,1,0,0,0
0305030620130829,73,306,1039699,1,44,1,1,0,0,0
0305030620130829,82,306,1039703,1,9,0,1,0,0,0
0305030620130829,104,306,1024228,1,11,0,0,0,0,0
0305030620130829,105,306,1039710,1,18,0,1,0,0,0
0305030620130829,114,305,1051152,1,11,0,1,0,0,0
0305030620130829,115,305,1058766,1,5,0,0,0,0,0
0305030620130829,117,305,1058766,1,17,1,1,0,0,0
0305030620130829,130,306,1024229,1,15,0,0,0,0,0
0305030620130829,135,306,1039697,1,3,1,0,0,0,0
0305030620130829,140,305,1027646,1,4,0,0,0,0,0
0305030620130829,144,305,1037174,1,13,0,1,0,0,0
0305030620130829,149,306,1032138,1,0,0,0,0,0,0
0305030620130829,150,306,1032138,1,42,0,1,0,0,0
0305030620130829,151,306,1032138,1,27,1,1,0,0,0
0305030620130829,158,306,1039707,1,24,0,1,0,0,0
0305030620130829,159,306,1039707,1,20,0,1,0,0,0
0305030620130829,161,306,1024229,1,5,0,0,0,0,0
0305030620130829,170,306,1024229,1,21,0,1,0,0,0
0305030620130829,199,305,1037173,1,57,1,1,0,0,0
0355033120130829,2,331,1024403,1,12,0,1,0,0,0
0355033120130829,4,331,1024403,1,4,0,0,0,0,0
0355033120130829,6,331,1024403,1,7,0,0,0,0,0
0355033120130829,12,331,1039896,1,6,0,0,0,0,0
0355033120130829,16,331,1032349,1,6,1,1,0,0,0
0355033120130829,21,355,1043308,1,4,0,0,0,0,0
0355033120130829,33,331,1039910,1,-1,0,0,0,0,0
0355033120130829,43,355,1042313,1,8,0,0,0,0,0
0355033120130829,48,331,1024403,1,9,0,1,0,0,0
0355033120130829,49,331,1039902,1,5,0,0,0,0,0
0355033120130829,54,355,1027861,1,11,0,1,0,0,0
0355033120130829,65,331,1039896,1,14,0,1,0,0,0
0355033120130829,66,331,1039902,1,4,0,0,0,0,0
0355033120130829,72,355,1051418,1,14,0,1,0,0,0
0355033120130829,75,355,1051418,1,2,0,0,0,0,0
0355033120130829,78,331,1039896,1,4,0,0,0,0,0
0355033120130829,81,331,1024403,1,6,0,0,0,0,0
0355033120130829,82,331,1024403,1,2,0,0,0,0,0
0355033120130829,85,355,1051418,1,58,0,1,0,0,0
0355033120130829,87,355,1051418,1,9,0,1,0,0,0
0355033120130829,90,355,1037245,1,11,1,1,0,0,0
0355033120130829,97,331,1039896,1,8,0,1,0,0,0
0355033120130829,101,331,1024403,1,9,0,0,0,0,0
0355033120130829,105,355,1051434,1,3,0,0,0,0,0
0355033120130829,109,331,1039902,1,5,0,0,0,0,0
0355033120130829,112,331,1024403,1,26,0,1,0,0,0
0355033120130829,117,331,1039896,1,14,0,1,0,0,0
0355033120130829,120,331,1039906,1,4,0,0,0,0,0
0355033120130829,125,355,1051434,1,29,0,1,0,0,0
0355033120130829,127,355,1037245,1,6,0,0,0,0,0
0355033120130829,137,331,1039906,1,8,0,0,0,0,0
0355033120130829,140,331,1039896,1,42,1,1,0,0,0
0355033120130829,144,355,1037245,1,6,0,1,0,0,0
0355033120130829,147,355,1051418,1,23,0,1,0,0,0
0355033120130829,148,355,1042313,1,5,0,0,0,0,0
0769041920130829,6,769,1059403,1,3,0,0,0,0,0
0769041920130829,14,419,1023730,1,7,0,1,0,0,0
0769041920130829,20,769,1052806,1,6,0,0,0,0,0
0769041920130829,23,769,1052832,1,3,0,0,0,0,0
0769041920130829,25,419,1024833,1,6,0,0,0,0,0
0769041920130829,26,419,1056124,1,9,0,1,0,0,0
0769041920130829,30,419,1023730,1,8,0,0,0,0,0
0769041920130829,31,419,1023730,1,8,0,1,0,0,0
0769041920130829,33,419,1048122,1,10,1,0,0,0,0
0769041920130829,39,419,1024833,1,6,0,0,0,0,0
0769041920130829,48,769,1052832,1,5,0,0,0,0,0
0769041920130829,51,769,1044114,1,-4,0,0,0,0,0
0769041920130829,52,769,1052832,1,8,0,0,0,0,0
0769041920130829,58,419,1056124,1,12,0,1,0,0,0
0769041920130829,59,419,1056142,1,31,0,1,0,0,0
0769041920130829,66,769,1052804,1,9,0,0,0,0,0
0769041920130829,85,419,1048103,1,23,0,1,0,0,0
0769041920130829,94,769,1052804,1,39,1,1,0,0,0
0769041920130829,97,769,1059401,1,35,1,1,0,0,0
0769041920130829,102,419,1048105,1,2,0,0,0,0,0
0769041920130829,109,769,1052832,1,13,0,1,0,0,0
0769041920130829,115,419,1024833,1,22,0,1,0,0,0
0769041920130829,119,419,1048103,1,5,0,0,0,0,0
0769041920130829,128,419,1048123,1,24,0,1,0,0,0
0769041920130829,129,419,1056142,1,3,0,0,0,0,0
0769041920130829,130,419,1048123,1,3,0,0,0,0,0
0769041920130829,131,419,1056124,1,11,0,1,0,0,0
0769041920130829,144,769,1052804,1,56,0,1,0,0,0
0769041920130829,152,419,1048103,1,4,0,0,0,0,0
0769041920130829,153,419,1040330,1,11,0,1,0,0,0
0769041920130829,158,769,1059401,1,9,0,0,0,0,0
0769041920130829,160,769,1052832,1,8,0,0,0,0,0
0769041920130829,175,769,1052832,1,12,0,1,0,0,0
0769041920130829,178,769,1059401,1,18,0,1,0,0,0
0769041920130829,180,769,1044114,1,5,0,0,0,0,0
0769041920130829,181,769,1059401,1,16,0,1,0,0,0
0769041920130829,183,769,1052804,1,9,0,0,0,0,0
0769041920130829,185,769,1052806,1,7,0,0,0,0,0
0465042820130829,3,465,1040582,1,11,0,1,0,0,0
0465042820130829,4,465,1048384,1,-2,0,0,0,0,0
0465042820130829,5,465,1048384,1,11,0,0,0,0,0
0465042820130829,6,465,1032999,1,0,0,0,0,0,0
0465042820130829,9,465,1040582,1,10,0,0,0,0,0
0465042820130829,10,465,1040574,1,7,0,1,0,0,0
0465042820130829,12,465,1040582,1,6,0,1,0,0,0
0465042820130829,19,428,1048156,1,7,0,1,0,0,0
0465042820130829,21,465,1056363,1,2,0,0,0,0,0
0465042820130829,22,465,1040574,1,2,0,0,0,0,0
0465042820130829,28,428,1048141,1,8,0,0,0,0,0
0465042820130829,36,465,1048384,1,13,0,1,0,0,0
0465042820130829,38,465,1048384,1,8,0,1,0,0,0
0465042820130829,39,465,1048384,1,4,0,0,0,0,0
0465042820130829,40,465,1040582,1,2,0,0,0,0,0
0465042820130829,40,465,1033007,0,5,0,1,0,0,0
0465042820130829,41,465,1040582,1,9,0,0,0,0,0
0465042820130829,45,428,1040382,1,21,0,1,0,0,0
0465042820130829,55,428,1040382,1,9,0,1,0,0,0
0465042820130829,66,465,1040582,1,5,0,0,0,0,0
0465042820130829,70,465,1023506,1,6,0,0,0,0,0
0465042820130829,72,465,1048384,1,-2,0,0,0,0,0
0465042820130829,73,465,1040582,1,34,1,1,0,0,0
0465042820130829,78,428,1048156,1,2,0,0,0,0,0
0465042820130829,89,428,1048141,1,9,0,1,0,0,0
0465042820130829,96,428,1048169,1,10,1,0,0,0,0
0465042820130829,105,465,1048384,1,1,0,0,0,0,0
0465042820130829,107,465,1033007,1,8,0,0,0,0,0
0465042820130829,114,465,1048384,1,7,0,0,0,0,0
0465042820130829,120,465,1033007,1,4,0,0,0,0,0
0465042820130829,121,465,1040574,1,5,0,0,0,0,0
0465042820130829,125,465,1023506,1,8,0,0,0,0,0
0465042820130829,126,465,1048384,1,3,0,1,0,0,0
0465042820130829,134,428,1048153,1,7,0,1,0,0,0
0465042820130829,137,428,1032805,1,5,0,1,0,0,0
0465042820130829,143,465,1023506,1,8,0,1,0,0,0
0465042820130829,146,465,1048376,1,14,0,1,0,0,0
0465042820130829,148,465,1056383,1,9,0,0,0,0,0
0465042820130829,150,465,1023506,1,3,0,1,0,0,0
0465042820130829,151,465,1056383,1,7,0,0,0,0,0
0465042820130829,152,465,1048376,1,5,0,1,0,0,0
0465042820130829,153,465,1056363,1,2,0,0,0,0,0
0465042820130829,154,465,1023506,1,3,0,0,0,0,0
0465042820130829,163,428,1048156,1,21,0,1,0,0,0
0465042820130829,174,465,1023506,1,7,0,1,0,0,0
0465042820130829,176,465,1032999,1,1,1,0,0,0,0
0465042820130829,189,465,1056381,1,0,0,0,0,0,0
0102063020130829,9,102,1050560,1,3,0,0,0,0,0
0102063020130829,15,630,1025903,1,6,0,1,0,0,0
0102063020130829,18,630,1025922,1,-1,0,0,0,0,0
0102063020130829,29,102,1027368,1,9,0,0,0,0,0
0102063020130829,35,630,1025922,1,10,0,1,0,0,0
0102063020130829,36,630,1025903,1,26,0,1,0,0,0
0102063020130829,37,630,1025922,1,6,0,0,0,0,0
0102063020130829,48,630,1025922,1,46,0,1,0,0,0
0102063020130829,51,630,1025922,1,31,1,1,0,0,0
0102063020130829,55,102,1042781,1,7,0,1,0,0,0
0102063020130829,65,102,1042778,1,16,0,1,0,0,0
0102063020130829,68,102,1050560,1,7,0,1,0,0,0
0102063020130829,70,102,1027393,1,7,0,0,0,0,0
0102063020130829,73,102,1058549,1,12,0,1,0,0,0
0102063020130829,75,102,1050560,1,8,0,0,0,0,0
0102063020130829,80,630,1025922,1,24,0,1,0,0,0
0102063020130829,82,630,1025922,1,7,0,0,0,0,0
0102063020130829,86,630,1025903,1,4,0,0,0,0,0
0102063020130829,89,630,1025903,1,15,1,1,0,0,0
0102063020130829,95,102,1042781,1,14,0,1,0,0,0
0102063020130829,98,102,1042778,1,9,0,1,0,0,0
0102063020130829,100,102,1027368,1,5,0,0,0,0,0
0102063020130829,104,102,1042786,1,6,0,1,0,0,0
0102063020130829,111,630,1049101,1,3,0,0,0,0,0
0102063020130829,119,102,1027393,1,4,0,0,0,0,0
0102063020130829,120,102,1027368,1,10,0,1,0,0,0
0102063020130829,121,102,1027368,1,11,0,1,0,0,0
0102063020130829,123,102,1042778,1,10,0,1,0,0,0
0102063020130829,126,102,1042810,1,6,0,0,0,0,0
0102063020130829,127,102,1050560,1,14,0,1,0,0,0
0102063020130829,128,102,1050565,1,3,0,0,0,0,0
0102063020130829,137,102,1042781,1,6,0,0,0,0,0
0102063020130829,140,102,1042786,1,10,0,1,0,0,0
0102063020130829,141,102,1042786,1,10,0,1,0,0,0
0102063020130829,143,102,1042786,1,5,0,0,0,0,0
0102063020130829,155,630,1041304,1,6,0,0,0,0,0
0102063020130829,164,630,1041304,1,6,0,0,0,0,0
0102063020130829,168,630,1057160,1,29,0,1,0,0,0
0102063020130829,172,630,1025922,1,7,0,0,0,0,0
0667064620130829,2,646,1057163,1,6,0,0,0,0,0
0667064620130829,4,646,1057163,1,12,0,1,0,0,0
0667064620130829,5,646,1045158,1,-1,0,0,0,0,0
0667064620130829,12,667,1050748,1,13,0,1,0,0,0
0667064620130829,13,667,1045621,1,4,0,0,0,0,0
0667064620130829,26,646,1045104,1,11,0,1,0,0,0
0667064620130829,27,646,1045127,1,4,0,0,0,0,0
0667064620130829,29,646,1057163,1,13,0,1,0,0,0
0667064620130829,35,667,1050775,1,54,0,1,0,0,0
0667064620130829,41,646,1045104,1,8,0,0,0,0,0
0667064620130829,60,667,1036197,1,12,0,1,0,0,0
0667064620130829,66,646,1057170,1,4,0,0,0,0,0
0667064620130829,68,646,1038409,1,10,0,1,0,0,0
0667064620130829,70,646,1057163,1,13,0,1,0,0,0
0667064620130829,74,667,1045610,1,8,0,0,0,0,0
0667064620130829,78,667,1045610,1,5,0,0,0,0,0
0667064620130829,88,667,1045610,1,5,0,0,0,0,0
0667064620130829,99,646,1049132,1,2,0,0,0,0,0
0667064620130829,105,646,1045104,1,6,1,0,0,0,0
0667064620130829,110,667,1050748,1,4,0,0,0,0,0
0667064620130829,114,646,1045195,1,-2,0,0,0,0,0
0667064620130829,126,646,1038409,1,33,0,1,0,0,0
0667064620130829,129,646,1038409,1,20,1,1,0,0,0
0667064620130829,138,646,1057163,1,8,0,0,0,0,0
0667064620130829,140,646,1045104,1,5,0,1,0,0,0
0667064620130829,147,667,1036197,1,9,0,0,0,0,0
0667064620130829,153,667,1050748,1,44,0,1,0,0,0
0667064620130829,157,667,1045610,1,2,1,0,0,0,0
0667064620130829,161,646,1045104,1,-4,0,0,0,0,0
0667064620130829,167,667,1045621,1,7,0,1,0,0,0
0667064620130829,169,667,1050748,1,16,0,1,0,0,0
0457064820130829,4,648,1049178,1,65,1,1,0,0,0
0457064820130829,7,457,1032952,1,-2,0,0,0,0,0
0457064820130829,9,457,1040519,1,13,0,1,0,0,0
0457064820130829,12,457,1025032,1,2,0,0,0,0,0
0457064820130829,16,648,1041363,1,5,0,1,0,0,0
0457064820130829,18,648,1033776,1,11,0,1,0,0,0
0457064820130829,29,457,1040504,1,1,0,0,0,0,0
0457064820130829,31,457,1040504,1,6,0,0,0,0,0
