3rd and 9 at TCU 33,Trevone Boykin pass complete to Desmon White for 3 yds to the TCU 36,,
4th and 6 at TCU 36,"Ethan Perry punt for 49 yds , Levi Norwood returns for no gain to the Bayl 15",,
"TCU DRIVE TOTALS: 3 plays, 4 yards, 1:25"
Baylor at 5:35,,TCU,BU
1st and 10 at BAY 15,Bryce Petty sacked by Mike Tuaua for a loss of 3 yards to the Bayl 12,14,0
2nd and 13 at BAY 12,Bryce Petty pass complete to Corey Coleman for 10 yds to the Bayl 22,,
3rd and 3 at BAY 22,Shock Linwood run for 1 yd to the Bayl 23,,
4th and 2 at BAY 23,"Spencer Roth punt for 50 yds, fair catch by Cameron Echols-Luper at the TCU 27",,
"BAY DRIVE TOTALS: 3 plays, 8 yards, 1:36"
TCU at 3:59,,TCU,BU
1st and 10 at TCU 27,Trevone Boykin run for 5 yds to the TCU 32,14,0
2nd and 5 at TCU 32,B.J. Catalon run for a loss of 3 yards to the TCU 29,,
3rd and 8 at TCU 29,Trevone Boykin pass incomplete to Kolby Listenbee,,
4th and 8 at TCU 29,"Ethan Perry punt for 48 yds, fair catch by Levi Norwood at the Bayl 23",,
"TCU DRIVE TOTALS: 3 plays, 2 yards, 1:29"
Baylor at 2:30,,TCU,BU
1st and 10 at BAY 23,Bryce Petty pass incomplete to KD Cannon,14,0
2nd and 10 at BAY 23,Corey Coleman run for 11 yds to the Bayl 34 for a 1ST down,,
1st and 10 at BAY 34,"Bryce Petty pass complete to Antwan Goodley for 66 yds for a TD, (Chris Callahan KICK)",14,7
"BAY DRIVE TOTALS: 3 plays, 77 yards, 0:27"
TCU at 2:03,,TCU,BU
,"Spencer Evans kickoff for 55 yds , Cameron Echols-Luper return for 25 yds to the TCU 35",14,7
1st and 10 at TCU 35,Trevone Boykin pass incomplete to B.J. Catalon,,
2nd and 10 at TCU 35,Trevone Boykin pass incomplete,,
3rd and 10 at TCU 35,"Trevone Boykinu"" pass incomplete to Deante' Gray""",,
4th and 10 at TCU 35,"Ethan Perry punt for 27 yds, punt out-of-bounds at the Bayl 38",,
"TCU DRIVE TOTALS: 3 plays, 0 yards, 0:31"
Baylor at 1:32,,TCU,BU
1st and 10 at BAY 38,Bryce Petty pass complete to Corey Coleman for 47 yds to the TCU 15 for a 1ST down,14,7
1st and 10 at TCU 15,Shock Linwood run for 5 yds to the TCU 10,,
2nd and 5 at TCU 10,Bryce Petty pass complete to Corey Coleman for 5 yds to the TCU 5 for a 1ST down,,
1st and Goal at TCU 5,Shock Linwood run for no gain to the TCU 5,,
2nd and Goal at TCU 5,Bryce Petty pass incomplete to KD Cannon,,
3rd and Goal at TCU 5,Bryce Petty pass incomplete,,
4th and Goal at TCU 5,Chris Callahan 22 Yd Field Goal,14,10
"BAY DRIVE TOTALS: 7 plays, 57 yards, 6:17"
Baylor at 10:15,,TCU,BU
,"Spencer Evans kickoff for 58 yds , Cameron Echols-Luper return for 6 yds to the TCU 36 TCU Penalty, Illegal Block (8 Yards) to the TCU 10",21,10
"BAY DRIVE TOTALS: 10 plays, 69 yards, 3:08"
Baylor at 1:32,,TCU,BU
1st and 10 at TCU 10,"Trevone Boykinu"" pass complete to Deante' Gray for no gain to the TCU 10""",14,7
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Baylor at 15:00,,TCU,BU
2nd and 10 at TCU 10,Trevone Boykin pass complete to Josh Doctson for 10 yds to the TCU 20 for a 1ST down,14,7
1st and 10 at TCU 20,Trevone Boykin run for no gain to the TCU 20,,
2nd and 10 at TCU 20,Trevone Boykin pass incomplete to Kolby Listenbee,,
3rd and 10 at TCU 20,Trevone Boykin pass complete to David Porter for 11 yds to the TCU 31 for a 1ST down,,
1st and 10 at TCU 31,Kyle Hicks run for 6 yds to the TCU 37,,
2nd and 4 at TCU 37,Kyle Hicks run for 3 yds to the TCU 40,,
3rd and 1 at TCU 40,"B.J. Catalon run for 5 yds to the TCU 45 B.J. Catalon fumbled, recovered by TCU B.J. Catalon for a 1ST down",,
1st and 10 at TCU 45,Trevone Boykin pass complete to Josh Doctson for 14 yds to the Bayl 41 for a 1ST down,,
1st and 10 at BAY 41,B.J. Catalon run for 2 yds to the Bayl 39,,
2nd and 8 at BAY 39,Trevone Boykin pass incomplete,,
3rd and 8 at BAY 39,Trevone Boykin pass complete to Emanuel Porter for 4 yds to the Bayl 35,,
4th and 4 at BAY 35,Trevone Boykin pass complete to Josh Doctson for 26 yds to the Bayl 9 for a 1ST down,,
1st and Goal at BAY 9,B.J. Catalon run for no gain to the Bayl 9,,
2nd and Goal at BAY 9,B.J. Catalon 9 Yd Run (Jaden Oberkrom Kick),21,10
"BAY DRIVE TOTALS: 7 plays, 57 yards, 6:17"
Baylor at 10:15,,TCU,BU
,"Jaden Oberkrom kickoff for 65 yds , Lynx Hawthorne return for 31 yds to the Bayl 31",21,10
1st and 10 at BAY 31,Bryce Petty run for 1 yd to the Bayl 32,,
2nd and 9 at BAY 32,Bryce Petty pass incomplete,,
3rd and 9 at BAY 32,Bryce Petty pass complete to Antwan Goodley for 10 yds to the Bayl 42 for a 1ST down,,
1st and 10 at BAY 42,Bryce Petty pass incomplete,,
2nd and 10 at BAY 42,Shock Linwood run for 1 yd to the Bayl 43,,
3rd and 9 at BAY 43,Bryce Petty run for 7 yds to the 50 yard line,,
4th and 2 at 50,Devin Chafin run for 8 yds to the TCU 42 for a 1ST down,,
1st and 10 at TCU 42,Bryce Petty pass complete to Antwan Goodley for 8 yds to the TCU 34,,
2nd and 2 at TCU 34,Devin Chafin run for 5 yds to the TCU 29 for a 1ST down,,
1st and 10 at TCU 29,"Bryce Petty pass complete to Corey Coleman for 29 yds for a TD, (Chris Callahan KICK)",21,17
"BAY DRIVE TOTALS: 10 plays, 69 yards, 3:08"
TCU at 7:07,,TCU,BU
,"Spencer Evans kickoff for 60 yds , Kyle Hicks return for 18 yds to the TCU 23",21,17
1st and 10 at TCU 23,Trevone Boykin pass complete to Josh Doctson for 3 yds to the TCU 26,,
2nd and 7 at TCU 26,"Trevone Boykinu"" pass incomplete to Deante' Gray""",,
3rd and 7 at TCU 26,"Trevone Boykin sacked by Bryce Hager for a loss of 9 yards to the TCU 15 Trevone Boykin fumbled, recovered by TCU",,
4th and 18 at TCU 15,"Ethan Perry punt for 25 yds, downed at the TCU 40",,
"TCU DRIVE TOTALS: 3 plays, -8 yards, 1:21"
Baylor at 5:46,,TCU,BU
1st and 10 at TCU 40,Bryce Petty pass incomplete,21,17
2nd and 10 at TCU 40,Devin Chafin run for 5 yds to the TCU 35,,
3rd and 5 at TCU 35,Bryce Petty pass incomplete,,
4th and 5 at TCU 35,Devin Chafin run for 2 yds to the TCU 33,,
"BAY DRIVE TOTALS: 4 plays, 7 yards, 0:37"
TCU at 5:09,,TCU,BU
1st and 10 at TCU 33,Trevone Boykin run for 12 yds to the TCU 45 for a 1ST down,21,17
1st and 10 at TCU 45,"B.J. Catalon run for 3 yds to the Bayl 48 for a 1ST down BAYLOR Penalty, Personal Foul (Terrell Burt) to the Bayl 37 for a 1ST down",,
1st and 10 at BAY 37,Trevone Boykin pass incomplete to Josh Doctson,,
2nd and 10 at BAY 37,Trevone Boykin run for 14 yds to the Bayl 23 for a 1ST down,,
1st and 10 at BAY 23,Trevone Boykin run for no gain to the Bayl 23,,
2nd and 10 at BAY 23,Trevone Boykin run for 1 yd to the Bayl 22,,
3rd and 9 at BAY 22,Trevone Boykin pass incomplete to Josh Doctson,,
4th and 9 at BAY 22,Jaden Oberkrom 39 yd FG GOOD,24,17
"TCU DRIVE TOTALS: 8 plays, 45 yards, 2:25"
Baylor at 2:44,,TCU,BU
,"Jaden Oberkrom kickoff for 60 yds , Lynx Hawthorne return for 17 yds to the Bayl 22",24,17
1st and 10 at BAY 22,Bryce Petty pass incomplete to KD Cannon,,
2nd and 10 at BAY 22,Bryce Petty pass complete to KD Cannon for 9 yds to the Bayl 31,,
3rd and 1 at BAY 31,Bryce Petty pass complete to Levi Norwood for 2 yds to the Bayl 33 for a 1ST down,,
1st and 10 at BAY 33,"Bryce Petty pass complete to KD Cannon for 67 yds for a TD, (Chris Callahan KICK)",24,24
"BAY DRIVE TOTALS: 4 plays, 78 yards, 0:55"
Baylor at 1:38,,TCU,BU
1st and 10 at BAY 35,B.J. Catalon 94 Yd Kickoff Return (Jaden Oberkrom Kick),31,24
,Jaden Oberkrom kickoff for 65 yds for a touchback,,
1st and 10 at BAY 25,Bryce Petty sacked by Paul Dawson for a loss of 5 yards to the Bayl 20,,
2nd and 15 at BAY 20,Bryce Petty pass complete to Corey Coleman for 2 yds to the Bayl 22,,
3rd and 13 at BAY 22,Antwan Goodley run for 6 yds to the Bayl 28,,
,"Timeout TCU, clock 00:40",,
4th and 7 at BAY 28,"Spencer Roth punt for 42 yds , Cameron Echols-Luper returns for 18 yds to the TCU 48",,
"BAY DRIVE TOTALS: 3 plays, 3 yards, 1:12"
TCU at 0:26,,TCU,BU
1st and 10 at TCU 48,Trevone Boykin pass incomplete,31,24
2nd and 10 at TCU 48,Kyle Hicks run for 4 yds to the Bayl 48,,
3rd and 6 at BAY 48,Trevone Boykin pass incomplete to Ty Slanina,,
,"Timeout TCU, clock 00:08",,
4th and 6 at BAY 48,"TEAM run for a loss of 40 yards to the TCU 12 TEAM fumbled, recovered by Bayl Shawn Oakman",,
"TCU DRIVE TOTALS: 4 plays, -36 yards, 0:25"
Baylor at 0:01,,TCU,BU
1st and 10 at TCU 12,Chris Callahan 29 yd FG GOOD,31,27
,End of 2nd Quarter,,
"BAY DRIVE TOTALS: 1 play, 0 yards, 0:01"
3rd Quarter Play-by-Play
TCU at 15:00,,TCU,BU
,Spencer Evans kickoff for 33 yds fair catch by Dominic Merka at the TCU 32,31,27
1st and 10 at TCU 32,Trevone Boykin pass complete to Ty Slanina for 10 yds to the TCU 42 for a 1ST down,,
1st and 10 at TCU 42,Trevone Boykin run for 2 yds to the TCU 44,,
2nd and 8 at TCU 44,Trevone Boykin pass complete to Kolby Listenbee for 15 yds to the Bayl 41 for a 1ST down,,
1st and 10 at BAY 41,"TCU Penalty, Offensive Pass Interference (Josh Doctson) to the TCU 44",,
1st and 25 at TCU 44,Trevone Boykin pass complete to David Porter for 5 yds to the TCU 49,,
2nd and 20 at TCU 49,Trevone Boykin pass complete to B.J. Catalon for 12 yds to the Bayl 39,,
3rd and 8 at BAY 39,Trevone Boykin pass incomplete to Josh Doctson,,
4th and 8 at BAY 39,"Ethan Perry punt for 27 yds, downed at the Bayl 12",,
"TCU DRIVE TOTALS: 6 plays, 29 yards, 2:49"
Baylor at 12:11,,TCU,BU
1st and 10 at BAY 12,Shock Linwood run for 6 yds to the Bayl 18,31,27
2nd and 4 at BAY 18,Shock Linwood run for 5 yds to the Bayl 23 for a 1ST down,,
1st and 10 at BAY 23,Antwan Goodley run for no gain to the Bayl 23,,
2nd and 10 at BAY 23,Bryce Petty pass intercepted Kevin White return for 6 yds to the Bayl 23,,
"BAY DRIVE TOTALS: 4 plays, 11 yards, 1:15"
TCU at 10:56,,TCU,BU
1st and 10 at BAY 23,"BAYLOR Penalty, Defensive Pass Interference (15 Yards) to the Bayl 8 for a 1ST down",31,27
1st and Goal at BAY 8,B.J. Catalon run for a loss of 1 yard to the Bayl 9,,
2nd and Goal at BAY 9,Trevone Boykin pass incomplete,,
3rd and Goal at BAY 9,"BAYLOR Penalty, Defensive Pass Interference (Ryan Reid) to the Bayl 2 for a 1ST down",,
1st and Goal at BAY 2,Trevone Boykin run for a loss of 1 yard to the Bayl 3,,
2nd and Goal at BAY 3,Trevone Boykin run for no gain to the Bayl 3,,
3rd and Goal at BAY 3,Trevone Boykin pass incomplete,,
4th and Goal at BAY 3,Jaden Oberkrom 20 yd FG GOOD,34,27
"TCU DRIVE TOTALS: 6 plays, 20 yards, 2:14"
Baylor at 8:42,,TCU,BU
,"Jaden Oberkrom kickoff for 65 yds , Corey Coleman return for 31 yds to the Bayl 31",34,27
1st and 10 at BAY 31,Shock Linwood run for 3 yds to the Bayl 34,,
2nd and 7 at BAY 34,Bryce Petty pass complete to Antwan Goodley for 18 yds to the TCU 48 for a 1ST down,,
1st and 10 at TCU 48,Bryce Petty pass incomplete to Antwan Goodley,,
2nd and 10 at TCU 48,Shock Linwood run for 11 yds to the TCU 37 for a 1ST down,,
1st and 10 at TCU 37,Shock Linwood run for 15 yds to the TCU 22 for a 1ST down,,
1st and 10 at TCU 22,Shock Linwood run for 5 yds to the TCU 17,,
2nd and 5 at TCU 17,Bryce Petty pass complete to Clay Fuller for 1 yd to the TCU 16,,
3rd and 4 at TCU 16,Bryce Petty pass incomplete to Antwan Goodley,,
4th and 4 at TCU 16,Devin Chafin run for 5 yds to the TCU 11 for a 1ST down,,
1st and 10 at TCU 11,Devin Chafin run for 4 yds to the TCU 7,,
2nd and 6 at TCU 7,Devin Chafin run for 3 yds to the TCU 4,,
3rd and 3 at TCU 4,Bryce Petty pass incomplete,,
4th and 3 at TCU 4,Chris Callahan 20 yd FG GOOD,34,30
"BAY DRIVE TOTALS: 13 plays, 65 yards, 3:19"
TCU at 5:23,,TCU,BU
,"Spencer Evansu"" kickoff for 50 yds , Deante' Gray return for 15 yds to the TCU 30""",34,30
1st and 10 at TCU 30,Trevone Boykin pass complete to Ty Slanina for 7 yds to the TCU 37,,
2nd and 3 at TCU 37,Trevone Boykin run for 2 yds to the TCU 39,,
3rd and 1 at TCU 39,"Aaron Green run for 59 yds to the Bayl 2 Aaron Green fumbled, recovered by TCU Josh Doctson for a 1ST down",,
1st and Goal at BAY 2,"Trevorris Johnson run for 2 yds for a TD, (Jaden Oberkrom KICK)",41,30
"TCU DRIVE TOTALS: 4 plays, 70 yards, 1:30"
Baylor at 3:53,,TCU,BU
,Jaden Oberkrom kickoff for 50 yds for a touchback,41,30
1st and 10 at BAY 25,Bryce Petty pass incomplete,,
2nd and 10 at BAY 25,Bryce Petty pass complete to KD Cannon for 3 yds to the Bayl 28,,
3rd and 7 at BAY 28,Bryce Petty pass incomplete to Corey Coleman,,
4th and 7 at BAY 28,"Spencer Roth punt for 54 yds , Cameron Echols-Luper returns for 10 yds to the TCU 28",,
"BAY DRIVE TOTALS: 3 plays, 3 yards, 0:49"
TCU at 3:04,,TCU,BU
1st and 10 at TCU 28,Trevone Boykin pass complete to Kolby Listenbee for 45 yds to the Bayl 27 for a 1ST down,41,30
1st and 10 at BAY 27,Trevone Boykin pass complete to Josh Doctson for 7 yds to the Bayl 20,,
2nd and 3 at BAY 20,"Trevone Boykinu"" pass incomplete to Deante' Gray""",,
3rd and 3 at BAY 20,Trevone Boykin pass incomplete to Chris Hackett,,
4th and 3 at BAY 20,Jaden Oberkrom 37 yd FG GOOD,44,30
"TCU DRIVE TOTALS: 5 plays, 52 yards, 0:49"
Baylor at 2:15,,TCU,BU
,"Jaden Oberkrom kickoff for 65 yds , Corey Coleman return for 30 yds to the Bayl 30",44,30
1st and 10 at BAY 30,Bryce Petty pass complete to Antwan Goodley for 9 yds to the Bayl 39,,
2nd and 1 at BAY 39,Shock Linwood run for 2 yds to the Bayl 41 for a 1ST down,,
1st and 10 at BAY 41,Bryce Petty pass complete to Antwan Goodley for 9 yds to the 50 yard line,,
2nd and 1 at 50,Shock Linwood run for 2 yds to the TCU 48 for a 1ST down,,
1st and 10 at TCU 48,Bryce Petty pass incomplete to KD Cannon,,
2nd and 10 at TCU 48,Corey Coleman run for 1 yd to the TCU 47,,
3rd and 9 at TCU 47,"Bryce Petty pass complete to Jay Lee for 47 yds for a TD, (Chris Callahan KICK)",44,37
"BAY DRIVE TOTALS: 7 plays, 70 yards, 1:40"
TCU at 0:35,,TCU,BU
,"Spencer Evansu"" kickoff for 45 yds , Deante' Gray return for 12 yds to the TCU 32""",44,37
1st and 10 at TCU 32,Cameron Echols-Luper pass complete to B.J. Catalon for 59 yds to the Bayl 9 for a 1ST down,,
,End of 3rd Quarter,,
4th Quarter Play-by-Play
TCU at 15:00,,TCU,BU
1st and Goal at BAY 9,Trevone Boykin run for 3 yds to the Bayl 6,44,37
2nd and Goal at BAY 6,"Aaron Green run for 6 yds for a TD, (Jaden Oberkrom KICK)",51,37
"TCU DRIVE TOTALS: 3 plays, 68 yards, 1:06"
Baylor at 14:29,,TCU,BU
,"Jaden Oberkrom kickoff for 65 yds , Corey Coleman return for 26 yds to the Bayl 26",51,37
1st and 10 at BAY 26,Bryce Petty pass complete to Antwan Goodley for 10 yds to the Bayl 36 for a 1ST down,,
1st and 10 at BAY 36,"Bryce Petty sacked by Marcus Mallet for a loss of 7 yards to the Bayl 29 Bryce Pettyu"" fumbled, recovered by Bayl Tre'Von Armstead , return for 0 yards""",,
2nd and 17 at BAY 29,Shock Linwood run for 6 yds to the Bayl 35,,
3rd and 11 at BAY 35,"BAYLOR Penalty, False Start (-5 Yards) to the Bayl 30",,
3rd and 16 at BAY 30,Bryce Petty run for 15 yds to the Bayl 45,,
4th and 1 at BAY 45,Shock Linwood run for 1 yd to the Bayl 46 for a 1ST down,,
1st and 10 at BAY 46,Bryce Petty pass incomplete to Antwan Goodley,,
2nd and 10 at BAY 46,Bryce Petty pass incomplete to KD Cannon,,
3rd and 10 at BAY 46,"Bryce Petty pass intercepted for a TD Marcus Mallet return for 49 yds for a TD, (Jaden Oberkrom KICK)",58,37
"BAY DRIVE TOTALS: 8 plays, 20 yards, 2:51"
Baylor at 11:38,,TCU,BU
,"Jaden Oberkrom kickoff for 45 yds , Trevor Clemons-Valdez return for 10 yds to the TCU 45",58,37
1st and 10 at TCU 45,Shock Linwood run for 3 yds to the TCU 42,,
2nd and 7 at TCU 42,Shock Linwood run for 14 yds to the TCU 28 for a 1ST down,,
1st and 10 at TCU 28,Shock Linwood run for 21 yds to the TCU 7 for a 1ST down,,
1st and Goal at TCU 7,"Devin Chafin run for 7 yds for a TD, (Chris Callahan KICK)",58,44
"BAY DRIVE TOTALS: 4 plays, 45 yards, 0:59"
TCU at 10:39,,TCU,BU
,"u""Spencer Evans kickoff for 46 yds fair catch by Deante' Gray at the TCU 34""",58,44
1st and 10 at TCU 34,Trevone Boykin pass incomplete,,
2nd and 10 at TCU 34,Kyle Hicks run for 4 yds to the TCU 38,,
3rd and 6 at TCU 38,"Trevone Boykin pass complete to u""Ja'Juan Story"",  for 8 yds to the TCU 46 for a 1ST down",,
1st and 10 at TCU 46,Trevone Boykin run for 5 yds to the Bayl 49,,
2nd and 5 at BAY 49,Trevone Boykin pass incomplete,,
3rd and 5 at BAY 49,Trevone Boykin run for 1 yd to the Bayl 48,,
4th and 4 at BAY 48,"Ethan Perry punt for 40 yds, fair catch by Levi Norwood at the Bayl 8",,
"TCU DRIVE TOTALS: 6 plays, 18 yards, 2:37"
Baylor at 8:02,,TCU,BU
1st and 10 at BAY 8,"TCU Penalty, Defensive Pass Interference (15 Yards) to the Bayl 23 for a 1ST down",58,44
1st and 10 at BAY 23,Bryce Petty pass complete to Corey Coleman for 17 yds to the Bayl 40 for a 1ST down,,
1st and 10 at BAY 40,Bryce Petty pass complete to Corey Coleman for 9 yds to the Bayl 49,,
2nd and 1 at BAY 49,Shock Linwood run for 22 yds to the TCU 29 for a 1ST down,,
1st and 10 at TCU 29,Devin Chafin run for 1 yd to the TCU 28,,
2nd and 9 at TCU 28,"Bryce Petty pass complete to Antwan Goodley for 28 yds for a TD, (Chris Callahan KICK)",58,51
"BAY DRIVE TOTALS: 5 plays, 92 yards, 1:23"
TCU at 6:39,,TCU,BU
,"Spencer Evans kickoff for 31 yds , Cliff Murphy return for no gain to the TCU 34",58,51
1st and 10 at TCU 34,Trevone Boykin pass incomplete,,
2nd and 10 at TCU 34,B.J. Catalon run for 6 yds to the TCU 40,,
3rd and 4 at TCU 40,Trevone Boykin pass incomplete,,
4th and 4 at TCU 40,"Ethan Perry punt for 51 yds, fair catch by Levi Norwood at the Bayl 9",,
"TCU DRIVE TOTALS: 3 plays, 6 yards, 0:58"
Baylor at 5:41,,TCU,BU
1st and 10 at BAY 9,"Bryce Petty pass complete to KD Cannon for 26 yds to the TCU 35 for a 1ST down TCU Penalty, Personal Foul (Chucky Hunter) to the 50 yard line for a 1ST down",58,51
1st and 10 at 50,Shock Linwood run for 10 yds to the TCU 40 for a 1ST down,,
1st and 10 at TCU 40,Bryce Petty pass complete to KD Cannon for 8 yds to the TCU 32,,
2nd and 2 at TCU 32,Shock Linwood run for 7 yds to the TCU 25 for a 1ST down,,
1st and 10 at TCU 25,"Bryce Petty pass complete to Corey Coleman for 25 yds for a TD, (Chris Callahan KICK)",58,58
"BAY DRIVE TOTALS: 5 plays, 91 yards, 0:59"
TCU at 4:42,,TCU,BU
,"Spencer Evansu"" kickoff for 63 yds , Deante' Gray return for 24 yds to the TCU 26""",58,58
1st and 10 at TCU 26,"Trevone Boykinu"" pass complete to Deante' Gray for 4 yds to the TCU 30""",,
2nd and 6 at TCU 30,B.J. Catalon run for 7 yds to the TCU 37 for a 1ST down,,
1st and 10 at TCU 37,Kyle Hicks run for no gain to the TCU 37,,
2nd and 10 at TCU 37,Aaron Green run for 2 yds to the TCU 39,,
3rd and 8 at TCU 39,Trevone Boykin pass complete to David Porter for 9 yds to the TCU 48 for a 1ST down,,
1st and 10 at TCU 48,B.J. Catalon run for 2 yds to the 50 yard line,,
2nd and 8 at 50,Trevone Boykin pass incomplete,,
3rd and 8 at 50,Trevone Boykin pass incomplete,,
4th and 8 at 50,"BAYLOR Penalty, Substitution Infraction (5 Yards) to the Bayl 45",,
,"Timeout TCU, clock 01:17",,
4th and 3 at BAY 45,Trevone Boykin pass incomplete to Josh Doctson,,
"TCU DRIVE TOTALS: 9 plays, 29 yards, 3:31"
Baylor at 1:11,,TCU,BU
1st and 10 at BAY 45,Shock Linwood run for 9 yds to the TCU 46,58,58
2nd and 1 at TCU 46,Shock Linwood run for 3 yds to the TCU 43 for a 1ST down,,
1st and 10 at TCU 43,Bryce Petty pass incomplete to KD Cannon,,
2nd and 10 at TCU 43,Bryce Petty pass incomplete to Corey Coleman,,
3rd and 10 at TCU 43,"u""TCU Penalty, Defensive Pass Interference (Corry O'Meally) to the TCU 28 for a 1ST down""",,
1st and 10 at TCU 28,Bryce Petty pass incomplete to Corey Coleman,,
2nd and 10 at TCU 28,Shock Linwood run for 6 yds to the TCU 22,,
,"Timeout BAYLOR, clock 00:22",,
3rd and 4 at TCU 22,Shock Linwood run for 9 yds to the TCU 13 for a 1ST down,,
,"Timeout BAYLOR, clock 00:19",,
1st and 10 at TCU 13,Shock Linwood run for 2 yds to the TCU 11,,
,"Timeout BAYLOR, clock 00:04",,
,"Timeout TCU, clock 00:04",,
2nd and 8 at TCU 11,Chris Callahan 28 yd FG GOOD,58,61
,End of 4th Quarter,,
"BAY DRIVE TOTALS: 9 plays, 44 yards, 1:11"
