4th and 4 at M-OH 11,Robert Stein 28 yd FG GOOD,0,5
"AKR DRIVE TOTALS: 8 plays, 36 yards, 2:29"
Miami (OH) at 1:04,,MU,AKR
,"Robert Stein kickoff for 64 yds , Spencer McInnis return for 24 yds to the MiaOh 25",0,5
1st and 10 at M-OH 25,Spencer McInnis run for 3 yds to the MiaOh 28,,
2nd and 7 at M-OH 28,Andrew Hendrix sacked by Nordly Capi for a loss of 11 yards to the MiaOh 17,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Miami (OH) at 15:00,,MU,AKR
3rd and 18 at M-OH 17,Andrew Hendrix sacked by Jatavis Brown for a loss of 9 yards to the MiaOh 8,0,5
4th and 27 at M-OH 8,"Christian Koch punt for 39 yds , Imani Davis returns for no gain to the MiaOh 47",,
"M-OH DRIVE TOTALS: 3 plays, -17 yards, 1:52"
Akron at 14:12,,MU,AKR
1st and 10 at M-OH 47,Kyle Pohl pass complete to Fransohn Bickley for a loss of 1 yard to the MiaOh 48,0,5
2nd and 11 at M-OH 48,Jawon Chisholm run for 18 yds to the MiaOh 30 for a 1ST down,,
1st and 10 at M-OH 30,Kyle Pohl pass complete to Fransohn Bickley for 21 yds to the MiaOh 9 for a 1ST down,,
1st and Goal at M-OH 9,Kyle Pohl pass incomplete to Jawon Chisholm,,
2nd and Goal at M-OH 9,Jawon Chisholm run for a loss of 1 yard to the MiaOh 10,,
3rd and Goal at M-OH 10,"Jawon Chisholm run for 10 yds for a TD, (Robert Stein KICK)",0,12
"AKR DRIVE TOTALS: 6 plays, 47 yards, 2:28"
Miami (OH) at 11:39,,MU,AKR
,"Robert Stein kickoff for 60 yds , Spencer McInnis return for 11 yds to the MiaOh 16",0,12
1st and 10 at M-OH 16,Andrew Hendrix pass complete to Rokeem Williams for 31 yds to the MiaOh 47 for a 1ST down,,
1st and 10 at M-OH 47,Andrew Hendrix pass complete to David Frazier for 12 yds to the Akron 41 for a 1ST down,,
,"Timeout MIAMI OH, clock 10:25",,
1st and 10 at AKR 41,Spencer McInnis run for 14 yds to the Akron 27 for a 1ST down,,
1st and 10 at AKR 27,Andrew Hendrix pass complete to Rokeem Williams for 14 yds to the Akron 13 for a 1ST down,,
1st and 10 at AKR 13,"MIAMI OH Penalty, false start (-5 Yards) to the Akron 18",,
1st and 15 at AKR 18,Andrew Hendrix pass incomplete to Rokeem Williams,,
2nd and 15 at AKR 18,"Andrew Hendrix pass complete to David Frazier for 18 yds for a TD, (Kaleb Patterson MISSED)",6,12
"M-OH DRIVE TOTALS: 6 plays, 84 yards, 2:57"
Akron at 8:37,,MU,AKR
,"Kaleb Patterson kickoff for 65 yds , L.T. Smith return for 18 yds to the Akron 18",6,12
1st and 10 at AKR 18,Kyle Pohl pass complete to Imani Davis for 8 yds to the Akron 26,,
2nd and 2 at AKR 26,Jawon Chisholm run for 4 yds to the Akron 30 for a 1ST down,,
1st and 10 at AKR 30,Kyle Pohl pass complete to Imani Davis for 11 yds to the Akron 41 for a 1ST down,,
1st and 10 at AKR 41,Kyle Pohl pass complete to Mykel Traylor-Bennett for 6 yds to the Akron 47,,
2nd and 4 at AKR 47,Jawon Chisholm run for 6 yds to the MiaOh 47 for a 1ST down,,
1st and 10 at M-OH 47,Jawon Chisholm run for 3 yds to the MiaOh 44,,
2nd and 7 at M-OH 44,Kyle Pohl pass complete to Imani Davis for 17 yds to the MiaOh 27 for a 1ST down,,
1st and 10 at M-OH 27,Jawon Chisholm run for 2 yds to the MiaOh 25,,
2nd and 8 at M-OH 25,"MIAMI OH Penalty, Defensive offside (5 Yards) to the MiaOh 20",,
,"Timeout AKRON, clock 04:46",,
2nd and 3 at M-OH 20,Kyle Pohl pass complete to Mykel Traylor-Bennett for 5 yds to the MiaOh 15 for a 1ST down,,
1st and 10 at M-OH 15,Kyle Pohl pass incomplete to Mykel Traylor-Bennett,,
2nd and 10 at M-OH 15,Kyle Pohl pass incomplete to L.T. Smith,,
3rd and 10 at M-OH 15,Kyle Pohl sacked by Joe Donlan for a loss of 14 yards to the MiaOh 29,,
4th and 24 at M-OH 29,Robert Stein 46 yd FG GOOD,6,15
"AKR DRIVE TOTALS: 13 plays, 53 yards, 5:29"
Miami (OH) at 3:08,,MU,AKR
,Robert Stein kickoff for 58 yds,6,15
1st and 10 at M-OH 35,Andrew Hendrix pass complete to David Frazier for 20 yds to the Akron 45 for a 1ST down,,
1st and 10 at AKR 45,Andrew Hendrix pass complete to Rokeem Williams for 18 yds to the Akron 27 for a 1ST down,,
1st and 10 at AKR 27,"Andrew Hendrix pass incomplete to Jared Murphy, broken up by Martel Durant",,
2nd and 10 at AKR 27,Andrew Hendrix run for 21 yds to the Akron 6 for a 1ST down,,
1st and Goal at AKR 6,Spencer McInnis run for 4 yds to the Akron 2,,
2nd and Goal at AKR 2,Spencer McInnis run for a loss of 2 yards to the Akron 4,,
,"Timeout MIAMI OH, clock 00:30",,
3rd and Goal at AKR 4,"Andrew Hendrix pass complete to Rokeem Williams for 4 yds for a TD, (Kaleb Patterson KICK)",13,15
"M-OH DRIVE TOTALS: 7 plays, 65 yards, 2:45"
Akron at 0:22,,MU,AKR
,"Kaleb Patterson kickoff for 24 yds , u""Zach D'Orazio"",  return for no gain to the Akron 41",13,15
1st and 10 at AKR 41,Kyle Pohl sacked by Bryson Albright for a loss of 8 yards to the Akron 33,,
,End of 2nd Quarter,,
"AKR DRIVE TOTALS: 1 play, -8 yards, 0:22"
3rd Quarter Play-by-Play
Akron at 14:55,,MU,AKR
,"Kaleb Patterson kickoff for 58 yds , Drew Phillips return for 23 yds to the Akron 30",13,15
1st and 10 at AKR 30,Conor Hundley run for 2 yds to the Akron 32,,
2nd and 8 at AKR 32,Tommy Woodson pass complete to Fransohn Bickley for 15 yds to the Akron 47 for a 1ST down,,
1st and 10 at AKR 47,Conor Hundley run for 5 yds to the MiaOh 48,,
2nd and 5 at M-OH 48,"HUNDLEY, Conor rush for no gain to the MU48 (CLIFTON, Tre), PENALTY AKRON illegal block 15 yards to the AKRON37, NO PLAY.",,
2nd and 20 at AKR 37,Conor Hundley run for a loss of 2 yards to the Akron 35,,
3rd and 22 at AKR 35,Tommy Woodson pass complete to Conor Hundley for 7 yds to the Akron 42,,
4th and 15 at AKR 42,"Zach Paul punt for 39 yds , David Frazier returns for 11 yds to the MiaOh 30",,
"AKR DRIVE TOTALS: 5 plays, 12 yards, 3:10"
Miami (OH) at 11:45,,MU,AKR
1st and 10 at M-OH 30,"Spencer McInnis run for 2 yds to the MiaOh 32 Spencer McInnis fumbled, forced by Nmesoma Okafor, recovered by Akron Cody Grice",13,15
"M-OH DRIVE TOTALS: 1 play, 2 yards, 0:14"
Akron at 11:31,,MU,AKR
1st and 10 at M-OH 32,Jawon Chisholm run for 3 yds to the MiaOh 29,13,15
2nd and 7 at M-OH 29,Tommy Woodson run for 6 yds to the MiaOh 23,,
3rd and 1 at M-OH 23,Cody Grice run for 2 yds to the MiaOh 21 for a 1ST down,,
1st and 10 at M-OH 21,Jawon Chisholm run for 15 yds to the MiaOh 6 for a 1ST down,,
1st and Goal at M-OH 6,Jawon Chisholm run for no gain to the MiaOh 6,,
2nd and Goal at M-OH 6,"WOODSON, Tommy pass incomplete to ALLEN, Jeff, PENALTY MU pass interference 4 yards to the MU2, 1ST DOWN AKRON, NO PLAY. for a 1ST down",,
,"Timeout MIAMI OH, clock 08:13",,
1st and Goal at M-OH 2,Tommy Woodson run for no gain to the MiaOh 2,,
2nd and Goal at M-OH 2,"Cody Grice run for 2 yds for a TD, (Robert Stein KICK)",13,22
"AKR DRIVE TOTALS: 7 plays, 32 yards, 4:00"
Miami (OH) at 7:24,,MU,AKR
,"Robert Stein kickoff for 59 yds , Spencer McInnis return for 20 yds to the MiaOh 26",13,22
1st and 10 at M-OH 26,Andrew Hendrix pass complete to David Frazier for 13 yds to the MiaOh 39 for a 1ST down,,
1st and 10 at M-OH 39,Andrew Hendrix pass incomplete to Rokeem Williams,,
2nd and 10 at M-OH 39,"Andrew Hendrix sacked by Justin March for a loss of 1 yard to the MiaOh 38 MIAMI OH Penalty, Offensive holding ( Yards) declined",,
3rd and 11 at M-OH 38,"AKRON Penalty, Defensive offside (5 Yards) to the MiaOh 43",,
3rd and 6 at M-OH 43,"HENDRIX, Andrew pass complete to MURPHY, Jared for 8 yards to the AKRON49 (DURANT, Martel), PENALTY MU pass interference 15 yards to the MU28, NO PLAY.",,
3rd and 21 at M-OH 28,Andrew Hendrix pass incomplete to N/A,,
4th and 21 at M-OH 28,"Christian Koch punt for 32 yds, fair catch by Imani Davis at the Akron 40",,
"M-OH DRIVE TOTALS: 4 plays, 2 yards, 2:10"
Akron at 5:14,,MU,AKR
1st and 10 at AKR 40,"Tommy Woodson pass incomplete to u""Zach D'Orazio""",13,22
2nd and 10 at AKR 40,"AKRON Penalty, false start (-5 Yards) to the Akron 35",,
2nd and 15 at AKR 35,"Tommy Woodson pass incomplete to Mykel Traylor-Bennett, broken up by Quinten Rollins",,
3rd and 15 at AKR 35,Tommy Woodson pass incomplete to L.T. Smith,,
4th and 15 at AKR 35,"Zach Paul punt for 31 yds, fair catch by David Frazier at the MiaOh 34",,
"AKR DRIVE TOTALS: 3 plays, -5 yards, 0:24"
Miami (OH) at 4:50,,MU,AKR
1st and 10 at M-OH 34,"Andrew Hendrix pass incomplete to Rokeem Williams, broken up by DeAndre Scott",13,22
2nd and 10 at M-OH 34,Andrew Hendrix pass complete to Jared Murphy for 10 yds to the MiaOh 44 for a 1ST down,,
1st and 10 at M-OH 44,Andrew Hendrix pass complete to Spencer McInnis for 23 yds to the Akron 33 for a 1ST down,,
1st and 10 at AKR 33,Andrew Hendrix pass complete to David Frazier for 13 yds to the Akron 20 for a 1ST down,,
1st and 10 at AKR 20,Spencer McInnis run for no gain to the Akron 20,,
2nd and 10 at AKR 20,Andrew Hendrix pass incomplete to Jared Murphy,,
3rd and 10 at AKR 20,"u""HENDRIX, Andrew pass complete to MARTIN, Sam for 19 yards to the AKRON1 (FORD, Bre';SCOTT, DeAndre), PENALTY MU pass interference 15 yards to the AKRON35, NO PLAY.""",,
3rd and 25 at AKR 35,"Andrew Hendrix pass incomplete to David Frazier, broken up by DeAndre Scott",,
4th and 25 at AKR 35,"MIAMI OH Penalty, delay of game (-5 Yards) to the Akron 40",,
4th and 30 at AKR 40,Christian Koch punt for 40 yds for a touchback,,
"M-OH DRIVE TOTALS: 7 plays, 26 yards, 2:54"
Akron at 1:56,,MU,AKR
1st and 10 at AKR 20,Jawon Chisholm run for 4 yds to the Akron 24,13,22
2nd and 6 at AKR 24,"Tommy Woodson pass complete to u""Zach D'Orazio"",  for 11 yds to the Akron 35 for a 1ST down",,
1st and 10 at AKR 35,Tommy Woodson pass complete to L.T. Smith for 4 yds to the Akron 39,,
2nd and 6 at AKR 39,"Tommy Woodson pass incomplete to Mykel Traylor-Bennettu"", broken up by J'Terius Jones""",,
3rd and 6 at AKR 39,Jawon Chisholm run for 4 yds to the Akron 43,,
,End of 3rd Quarter,,
4th Quarter Play-by-Play
Akron at 15:00,,MU,AKR
4th and 2 at AKR 43,"Zach Paul punt for 51 yds , David Frazier returns for 7 yds to the MiaOh 13",13,22
"AKR DRIVE TOTALS: 5 plays, 23 yards, 2:06"
Miami (OH) at 14:50,,MU,AKR
1st and 10 at M-OH 13,Andrew Hendrix pass incomplete to Rokeem Williams,13,22
2nd and 10 at M-OH 13,Andrew Hendrix pass complete to Spencer McInnis for 8 yds to the MiaOh 21,,
3rd and 2 at M-OH 21,Andrew Hendrix pass complete to Jared Murphy for 7 yds to the MiaOh 28 for a 1ST down,,
1st and 10 at M-OH 28,Andrew Hendrix sacked by Cody Grice for a loss of 4 yards to the MiaOh 24,,
2nd and 14 at M-OH 24,Andrew Hendrix sacked by Nordly Capi for a loss of 3 yards to the MiaOh 21,,
3rd and 17 at M-OH 21,"Andrew Hendrix pass intercepted for a 1ST down u""Bre' Ford"",  return for 25 yds to the MiaOh 46 for a 1ST down AKRON Penalty, sideline interference (39 Yards) to the MiaOh 38 for a 1ST down",,
"M-OH DRIVE TOTALS: 6 plays, 8 yards, 2:27"
Akron at 12:23,,MU,AKR
1st and 10 at M-OH 38,"Tommy Woodson pass incomplete to u""Zach D'Orazio""",13,22
2nd and 10 at M-OH 38,Conor Hundley run for 4 yds to the MiaOh 34,,
3rd and 6 at M-OH 34,Tommy Woodson pass incomplete to Conor Hundley,,
4th and 6 at M-OH 34,Tommy Woodson pass incomplete to Imani Davis,,
"AKR DRIVE TOTALS: 4 plays, 4 yards, 0:55"
Miami (OH) at 11:28,,MU,AKR
1st and 10 at M-OH 34,Andrew Hendrix pass complete to Spencer McInnis for 10 yds to the MiaOh 44 for a 1ST down,13,22
1st and 10 at M-OH 44,"Andrew Hendrix sacked by Nmesoma Okafor for a loss of 17 yards to the MiaOh 35 Andrew Hendrix fumbled, recovered by Akron C.J. Mizell , return for 0 yards AKRON Penalty, personal foul (45 Yards) to the MiaOh 35",,
"M-OH DRIVE TOTALS: 2 plays, 46 yards, 0:36"
Akron at 10:52,,MU,AKR
1st and 10 at M-OH 35,Tommy Woodson pass complete to Tyler Williams for 11 yds to the MiaOh 24 for a 1ST down,13,22
1st and 10 at M-OH 24,Tommy Woodson pass complete to Imani Davis for 3 yds to the MiaOh 21,,
2nd and 7 at M-OH 21,Tommy Woodson run for 2 yds to the MiaOh 19,,
3rd and 5 at M-OH 19,"AKRON Penalty, false start (-5 Yards) to the MiaOh 24",,
3rd and 10 at M-OH 24,"WOODSON, Tommy pass incomplete, PENALTY MU holding 10 yards to the MU14, 1ST DOWN AKRON, NO PLAY. for a 1ST down",,
1st and 10 at M-OH 14,"Conor Hundley run for 7 yds Conor Hundleyu"" fumbled, forced by J'Terius Jones, recovered by MiaOh Jarrell Jones""",,
"AKR DRIVE TOTALS: 4 plays, 35 yards, 2:46"
Miami (OH) at 8:06,,MU,AKR
1st and 10 at M-OH 20,Andrew Hendrix pass incomplete to Spencer McInnis,13,22
2nd and 10 at M-OH 20,Andrew Hendrix pass complete to Jared Murphy for 11 yds to the MiaOh 31 for a 1ST down,,
1st and 10 at M-OH 31,Andrew Hendrix pass complete to David Frazier for 13 yds to the MiaOh 44 for a 1ST down,,
1st and 10 at M-OH 44,Andrew Hendrix pass complete to Jared Murphy for 5 yds to the MiaOh 49,,
2nd and 5 at M-OH 49,Andrew Hendrix pass incomplete to David Frazier,,
3rd and 5 at M-OH 49,"Andrew Hendrix pass incomplete to Jared Murphy, broken up by Martel Durant",,
4th and 5 at M-OH 49,"Andrew Hendrix pass incomplete to Rokeem Williams, broken up by DeAndre Scott",,
"M-OH DRIVE TOTALS: 7 plays, 29 yards, 1:50"
Akron at 6:16,,MU,AKR
1st and 10 at M-OH 49,"Tommy Woodson pass complete to Jerome Lewis for 13 yds to the MiaOh 36 for a 1ST down MIAMI OH Penalty, face mask (15 yards) (15 Yards) to the MiaOh 21 for a 1ST down",13,22
1st and 10 at M-OH 21,Jawon Chisholm run for 11 yds to the MiaOh 10 for a 1ST down,,
1st and Goal at M-OH 10,"Jawon Chisholm run for 10 yds for a TD, (Robert Stein KICK)",13,29
"AKR DRIVE TOTALS: 3 plays, 49 yards, 1:15"
Miami (OH) at 4:56,,MU,AKR
,"Robert Stein kickoff for 58 yds , Spencer McInnis return for 11 yds to the MiaOh 46 MIAMI OH Penalty, illegal block (9 Yards) to the MiaOh 9",13,29
1st and 10 at M-OH 9,Andrew Hendrix pass complete to Jared Murphy for 12 yds to the MiaOh 21 for a 1ST down,,
1st and 10 at M-OH 21,Andrew Hendrix pass complete to Jared Murphy for 4 yds to the MiaOh 25,,
2nd and 6 at M-OH 25,Andrew Hendrix pass complete to David Frazier for 25 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Andrew Hendrix pass complete to Sam Martin for 43 yds to the Akron 7 for a 1ST down,,
1st and Goal at AKR 7,"HENDRIX, Andrew pass incomplete to FRAZIER, David, PENALTY AKRON holding 4 yards to the AKRON3, 1ST DOWN MU, NO PLAY. for a 1ST down",,
1st and Goal at AKR 3,David Frazier 3 Yd pass from Andrew Hendrix (Two-Point Pass Conversion Failed),19,29
"M-OH DRIVE TOTALS: 5 plays, 91 yards, 1:48"
Akron at 3:07,,MU,AKR
,"Kaleb Patterson kickoff for 9 yds , TEAM return for no gain to the MiaOh 44",19,29
1st and 10 at M-OH 44,Jawon Chisholm run for 4 yds to the MiaOh 40,,
2nd and 6 at M-OH 40,Jawon Chisholm run for 1 yd to the MiaOh 39,,
,"Timeout MIAMI OH, clock 02:17",,
3rd and 5 at M-OH 39,Jawon Chisholm run for 8 yds to the MiaOh 31 for a 1ST down,,
1st and 10 at M-OH 31,TEAM run for a loss of 1 yard to the MiaOh 32,,
2nd and 11 at M-OH 32,TEAM run for a loss of 2 yards to the MiaOh 34,,
3rd and 13 at M-OH 34,TEAM run for a loss of 2 yards to the MiaOh 36,,
,End of 4th Quarter,,
"AKR DRIVE TOTALS: 6 plays, 8 yards, 3:07"
