3rd and 4 at ARIZ 31,Samajie Grant 69 Yd pass from Anu Solomon (Casey Skowron Kick),7,14
"ARIZ DRIVE TOTALS: 3 plays, 75 yards, 0:55"
Arizona State at 5:01,,ASU,UA
,Casey Skowron kickoff for 65 yds for a touchback,7,14
1st and 10 at ASU 25,D.J. Foster run for 2 yds to the ArzSt 27,,
2nd and 8 at ASU 27,D.J. Foster run for 10 yds to the ArzSt 37 for a 1ST down,,
1st and 10 at ASU 37,Demario Richard run for 4 yds to the ArzSt 41,,
2nd and 6 at ASU 41,Taylor Kelly run for 6 yds to the ArzSt 47 for a 1ST down,,
1st and 10 at ASU 47,Taylor Kelly pass incomplete to Jaelen Strong,,
2nd and 10 at ASU 47,Deantre Lewis run for a loss of 1 yard to the ArzSt 46,,
3rd and 11 at ASU 46,Taylor Kelly run for 6 yds to the Ariz 48,,
4th and 5 at ARIZ 48,"Taylor Kelly punt for 46 yds, downed at the Ariz 2",,
"ASU DRIVE TOTALS: 7 plays, 27 yards, 3:13"
Arizona at 1:48,,ASU,UA
1st and 10 at ARIZ 2,Anu Solomon pass complete to Cayleb Jones for 9 yds to the Ariz 11,7,14
2nd and 1 at ARIZ 11,Nick Wilson run for 4 yds to the Ariz 15 for a 1ST down,,
1st and 10 at ARIZ 15,Anu Solomon sacked by James Johnson for a loss of 8 yards to the Ariz 7,,
2nd and 18 at ARIZ 7,Anu Solomon pass incomplete to Cayleb Jones,,
3rd and 18 at ARIZ 7,"Anu Solomon pass complete to u""DaVonte' Neal"",  for 10 yds to the Ariz 17",,
4th and 8 at ARIZ 17,"Drew Riggleman punt for 58 yds, punt out-of-bounds at the ArzSt 25",,
"ARIZ DRIVE TOTALS: 5 plays, 15 yards, 1:41"
Arizona State at 0:07,,ASU,UA
1st and 10 at ASU 25,D.J. Foster run for 6 yds to the ArzSt 31,7,14
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Arizona State at 15:00,,ASU,UA
2nd and 4 at ASU 31,D.J. Foster run for 2 yds to the ArzSt 33,7,14
3rd and 2 at ASU 33,"Taylor Kelly pass complete to u""De'Marieya Nelson"",  for 2 yds to the ArzSt 35 for a 1ST down",,
1st and 10 at ASU 35,D.J. Foster run for a loss of 1 yard to the ArzSt 34,,
2nd and 11 at ASU 34,Taylor Kelly pass complete to Jaelen Strong for 50 yds to the Ariz 16 for a 1ST down,,
1st and 10 at ARIZ 16,Frederick Gammage run for 5 yds to the Ariz 11,,
2nd and 5 at ARIZ 11,Taylor Kelly run for 8 yds to the Ariz 3 for a 1ST down,,
1st and Goal at ARIZ 3,Taylor Kelly pass incomplete to Grant Martinez,,
2nd and Goal at ARIZ 3,Jaelen Strong 3 Yd pass from Taylor Kelly (Zane Gonzalez Kick),14,14
"ASU DRIVE TOTALS: 9 plays, 75 yards, 3:13"
Arizona at 11:54,,ASU,UA
,"Alex Garoutte kickoff for 65 yds , Tyrell Johnson return for 30 yds to the Ariz 30",14,14
1st and 10 at ARIZ 30,Anu Solomon sacked by Salamo Fiso for a loss of 3 yards to the Ariz 27,,
2nd and 13 at ARIZ 27,Anu Solomon pass complete to Cayleb Jones for 12 yds to the Ariz 39,,
3rd and 1 at ARIZ 39,Nick Wilson run for 9 yds to the Ariz 48 for a 1ST down,,
1st and 10 at ARIZ 48,Anu Solomon pass complete to Trey Griffey for 5 yds to the ArzSt 47,,
2nd and 5 at ASU 47,Nick Wilson run for 3 yds to the ArzSt 44,,
,"Timeout ARIZONA, clock 09:00",,
3rd and 2 at ASU 44,Nick Wilson run for a loss of 1 yard to the ArzSt 45,,
4th and 3 at ASU 45,"Drew Riggleman punt for 35 yds , Kyle Middlebrooks returns for no gain to the ArzSt 10",,
"ARIZ DRIVE TOTALS: 6 plays, 25 yards, 3:40"
Arizona State at 8:14,,ASU,UA
1st and 10 at ASU 10,D.J. Foster run for 4 yds to the ArzSt 14,14,14
2nd and 6 at ASU 14,Taylor Kelly pass complete to D.J. Foster for 1 yd to the ArzSt 15,,
3rd and 5 at ASU 15,"ARIZONA ST Penalty, Delay of Game (-5 Yards) to the ArzSt 10",,
3rd and 10 at ASU 10,"ARIZONA Penalty, Defensive Pass Interference (15 Yards) to the ArzSt 25 for a 1ST down",,
1st and 10 at ASU 25,D.J. Foster run for a loss of 2 yards to the ArzSt 23,,
2nd and 12 at ASU 23,Taylor Kelly pass incomplete to Cameron Smith,,
3rd and 12 at ASU 23,Taylor Kelly pass incomplete to Ellis Jefferson,,
4th and 12 at ASU 23,TEAM punt blocked by Cayleb Jones blocked by Cayleb Jones,,
"ASU DRIVE TOTALS: 5 plays, 13 yards, 2:28"
Arizona at 5:46,,ASU,UA
1st and 10 at ASU 30,Nick Wilson run for 7 yds to the ArzSt 23,14,14
2nd and 3 at ASU 23,Nick Wilson run for 2 yds to the ArzSt 21,,
3rd and 1 at ASU 21,Anu Solomon pass complete to Samajie Grant for no gain to the ArzSt 21,,
,"Timeout ARIZONA, clock 03:47",,
4th and 1 at ASU 21,Nick Wilson 21 Yd Run (Casey Skowron Kick),14,21
"ARIZ DRIVE TOTALS: 4 plays, 30 yards, 2:05"
Arizona State at 3:41,,ASU,UA
,Casey Skowron kickoff for 65 yds for a touchback,14,21
1st and 10 at ASU 25,Demario Richard run for 27 yds to the Ariz 48 for a 1ST down,,
1st and 10 at ARIZ 48,Demario Richard run for no gain to the Ariz 48,,
2nd and 10 at ARIZ 48,Taylor Kelly sacked by Dan Pettinato for a loss of 4 yards to the ArzSt 48,,
3rd and 14 at ASU 48,Taylor Kelly sacked by Jared Tevis for a loss of 10 yards to the ArzSt 38,,
4th and 24 at ASU 38,"Matt Haack punt for 50 yds , u""DaVonte' Neal"",  returns for no gain to the Ariz 12 u""DaVonte' Neal"",  fumbled, recovered by ArzSt Mitchell Fraboni",,
"ASU DRIVE TOTALS: 4 plays, 13 yards, 2:26"
Arizona State at 1:15,,ASU,UA
1st and 10 at ARIZ 12,Taylor Kelly pass incomplete to Jaelen Strong,14,21
2nd and 10 at ARIZ 12,Demario Richard run for 5 yds to the Ariz 7,,
3rd and 5 at ARIZ 7,Demario Richard 7 Yd pass from Taylor Kelly (Zane Gonzalez Kick),21,21
"ASU DRIVE TOTALS: 3 plays, 12 yards, 0:51"
Arizona at 0:24,,ASU,UA
,"Alex Garoutte kickoff for 63 yds , Tyrell Johnson return for 22 yds to the Ariz 24",21,21
1st and 10 at ARIZ 24,TEAM run for a loss of 1 yard to the Ariz 23,,
,End of 2nd Quarter,,
"ARIZ DRIVE TOTALS: 1 play, -1 yard, 0:24"
3rd Quarter Play-by-Play
Arizona at 15:00,,ASU,UA
,Alex Garoutte kickoff for 65 yds for a touchback,21,21
1st and 10 at ARIZ 25,Nick Wilson run for 14 yds to the Ariz 39 for a 1ST down,,
1st and 10 at ARIZ 39,"Anu Solomon pass incomplete to u""DaVonte' Neal""",,
2nd and 10 at ARIZ 39,"ARIZONA Penalty, False Start (Cayleb Jones) to the Ariz 34",,
2nd and 15 at ARIZ 34,Nick Wilson run for 4 yds to the Ariz 38,,
3rd and 11 at ARIZ 38,Anu Solomon pass complete to Austin Hill for 15 yds to the ArzSt 47 for a 1ST down,,
1st and 10 at ASU 47,Nick Wilson run for 2 yds to the ArzSt 45,,
2nd and 8 at ASU 45,Anu Solomon pass complete to Austin Hill for 10 yds to the ArzSt 35 for a 1ST down,,
1st and 10 at ASU 35,Nick Wilson run for 3 yds to the ArzSt 32,,
2nd and 7 at ASU 32,Anu Solomon pass complete to David Richards for 31 yds to the ArzSt 1 for a 1ST down,,
1st and Goal at ASU 1,Nick Wilson 1 Yd Run (Casey Skowron Kick),21,28
"ARIZ DRIVE TOTALS: 9 plays, 75 yards, 2:38"
Arizona State at 12:22,,ASU,UA
,Casey Skowron kickoff for 65 yds for a touchback,21,28
1st and 10 at ASU 25,Taylor Kelly pass complete to Cameron Smith for 14 yds to the ArzSt 39 for a 1ST down,,
1st and 10 at ASU 39,Taylor Kelly pass complete to Jaelen Strong for 6 yds to the ArzSt 45,,
2nd and 4 at ASU 45,D.J. Foster run for 5 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Taylor Kelly pass complete to D.J. Foster for 16 yds to the Ariz 34 for a 1ST down,,
1st and 10 at ARIZ 34,Taylor Kelly pass complete to Cameron Smith for no gain to the Ariz 34,,
2nd and 10 at ARIZ 34,Taylor Kelly pass complete to Frederick Gammage for 6 yds to the Ariz 28,,
3rd and 4 at ARIZ 28,Taylor Kelly pass incomplete,,
4th and 4 at ARIZ 28,Zane Gonzalez 45 yd FG MISSED,,
"ASU DRIVE TOTALS: 8 plays, 47 yards, 3:04"
Arizona at 9:18,,ASU,UA
1st and 10 at ARIZ 28,Nick Wilson 72 Yd Run (Casey Skowron Kick),21,35
"ARIZ DRIVE TOTALS: 1 play, 72 yards, 0:12"
Arizona State at 9:06,,ASU,UA
,"Casey Skowron kickoff for 65 yds , Deantre Lewis return for 17 yds to the ArzSt 17",21,35
1st and 10 at ASU 17,Demario Richard run for 7 yds to the ArzSt 24,,
2nd and 3 at ASU 24,Demario Richard run for 8 yds to the ArzSt 32 for a 1ST down,,
1st and 10 at ASU 32,Taylor Kelly pass complete to D.J. Foster for 10 yds to the ArzSt 42 for a 1ST down,,
1st and 10 at ASU 42,"Kelly, Taylor pass incomplete to Strong, Jaelen, PENALTY ARIZONA pass interference 15 yards to the ARIZONA43, NO PLAY, 1ST DOWN ARIZONA ST",,
1st and 10 at ARIZ 43,Demario Richard run for 1 yd to the Ariz 42,,
2nd and 9 at ARIZ 42,Taylor Kelly sacked by Dan Pettinato for a loss of 3 yards to the Ariz 45,,
3rd and 12 at ARIZ 45,"Taylor Kelly sacked by u""Tra'Mayne Bondurant"",  for a loss of 8 yards to the ArzSt 47",,
4th and 20 at ASU 47,"Matt Haack punt for 35 yds, punt out-of-bounds at the Ariz 18",,
"ASU DRIVE TOTALS: 6 plays, 30 yards, 3:22"
Arizona at 5:44,,ASU,UA
1st and 10 at ARIZ 18,Anu Solomon run for 2 yds to the Ariz 20,21,35
2nd and 8 at ARIZ 20,Anu Solomon pass complete to Austin Hill for 7 yds to the Ariz 27,,
3rd and 1 at ARIZ 27,Nick Wilson run for 2 yds to the Ariz 29 for a 1ST down,,
1st and 10 at ARIZ 29,Nick Wilson run for 1 yd to the Ariz 30,,
2nd and 9 at ARIZ 30,Anu Solomon pass complete to Cayleb Jones for 7 yds to the Ariz 37,,
3rd and 2 at ARIZ 37,"Wilson, Nick rush for 1 yard to the ARIZONA38, PENALTY ARIZONA personal foul 13 yards to the ARIZONA25, NO PLAY.",,
3rd and 14 at ARIZ 25,Anu Solomon pass incomplete,,
4th and 14 at ARIZ 25,"Drew Riggleman punt for 62 yds, downed at the ArzSt 13",,
"ARIZ DRIVE TOTALS: 6 plays, 6 yards, 2:14"
Arizona State at 3:30,,ASU,UA
1st and 10 at ASU 13,Demario Richard run for a loss of 3 yards to the ArzSt 10,21,35
2nd and 13 at ASU 10,Mike Bercovici pass incomplete,,
3rd and 13 at ASU 10,Mike Bercovici pass complete to D.J. Foster for 15 yds to the ArzSt 25 for a 1ST down,,
1st and 10 at ASU 25,Demario Richard run for 2 yds to the ArzSt 27,,
2nd and 8 at ASU 27,Mike Bercovici pass complete to D.J. Foster for a loss of 3 yards to the ArzSt 24,,
3rd and 11 at ASU 24,Mike Bercovici pass incomplete,,
4th and 11 at ASU 24,"Matt Haack punt for 50 yds , u""DaVonte' Neal"",  returns for no gain to the Ariz 26",,
"ASU DRIVE TOTALS: 6 plays, 11 yards, 2:47"
Arizona at 0:43,,ASU,UA
1st and 10 at ARIZ 26,Anu Solomon run for 1 yd to the Ariz 27,21,35
,End of 3rd Quarter,,
4th Quarter Play-by-Play
Arizona at 15:00,,ASU,UA
2nd and 9 at ARIZ 27,Anu Solomon sacked by Salamo Fiso for a loss of 7 yards to the Ariz 20,21,35
3rd and 16 at ARIZ 20,Anu Solomon pass complete to Samajie Grant for 2 yds to the Ariz 22,,
4th and 14 at ARIZ 22,"Drew Riggleman punt for 55 yds , Kyle Middlebrooks returns for 12 yds to the ArzSt 35",,
"ARIZ DRIVE TOTALS: 3 plays, -4 yards, 2:07"
Arizona State at 13:36,,ASU,UA
1st and 10 at ASU 35,"ARIZONA Penalty, Defensive Pass Interference (15 Yards) to the 50 yard line for a 1ST down",21,35
1st and 10 at 50,Mike Bercovici pass complete to Cameron Smith for 21 yds to the Ariz 29 for a 1ST down,,
1st and 10 at ARIZ 29,Mike Bercovici pass complete to Cameron Smith for 2 yds to the Ariz 27,,
2nd and 8 at ARIZ 27,Mike Bercovici pass complete to Frederick Gammage for 6 yds to the Ariz 21,,
3rd and 2 at ARIZ 21,Mike Bercovici pass complete to Frederick Gammage for 9 yds to the Ariz 12 for a 1ST down,,
1st and 10 at ARIZ 12,Demario Richard run for 10 yds to the Ariz 2 for a 1ST down,,
1st and Goal at ARIZ 2,Kody Kohl 2 Yd pass from Mike Bercovici (Zane Gonzalez Kick),28,35
"ASU DRIVE TOTALS: 6 plays, 65 yards, 2:13"
Arizona at 11:23,,ASU,UA
,Alex Garoutte kickoff for 65 yds for a touchback,28,35
1st and 10 at ARIZ 25,Nick Wilson run for 24 yds to the Ariz 49 for a 1ST down,,
1st and 10 at ARIZ 49,Nick Wilson run for a loss of 4 yards to the Ariz 45,,
2nd and 14 at ARIZ 45,Anu Solomon pass incomplete,,
3rd and 14 at ARIZ 45,"Anu Solomon pass incomplete to u""DaVonte' Neal""",,
4th and 14 at ARIZ 45,"Drew Riggleman punt for 47 yds, downed at the ArzSt 8",,
"ARIZ DRIVE TOTALS: 4 plays, 20 yards, 1:32"
Arizona State at 9:51,,ASU,UA
1st and 10 at ASU 8,D.J. Foster run for 1 yd to the ArzSt 9,28,35
2nd and 9 at ASU 9,Mike Bercovici pass intercepted Jourdon Grandon return for 5 yds to the ArzSt 16,,
"ASU DRIVE TOTALS: 2 plays, 1 yard, 0:38"
Arizona at 9:13,,ASU,UA
1st and 10 at ASU 16,Anu Solomon run for a loss of 4 yards to the ArzSt 20,28,35
2nd and 14 at ASU 20,Samajie Grant 20 Yd pass from Anu Solomon (Casey Skowron Kick),28,42
"ARIZ DRIVE TOTALS: 2 plays, 16 yards, 0:42"
Arizona State at 8:31,,ASU,UA
,"Casey Skowron kickoff for 65 yds , Deantre Lewis return for 22 yds to the ArzSt 22",28,42
1st and 10 at ASU 22,Mike Bercovici pass complete to Cameron Smith for 12 yds to the ArzSt 34 for a 1ST down,,
1st and 10 at ASU 34,"ARIZONA Penalty, Personal Foul (15 Yards) to the ArzSt 49 for a 1ST down",,
1st and 10 at ASU 49,D.J. Foster run for 4 yds to the Ariz 47,,
2nd and 6 at ARIZ 47,Mike Bercovici sacked by Jeff Worthy for a loss of 5 yards to the ArzSt 48,,
3rd and 11 at ASU 48,Mike Bercovici pass complete to Deantre Lewis for 7 yds to the Ariz 45,,
,"Timeout ARIZONA, clock 06:00",,
4th and 4 at ARIZ 45,Mike Bercovici pass complete to D.J. Foster for 12 yds to the Ariz 33 for a 1ST down,,
1st and 10 at ARIZ 33,Mike Bercovici pass complete to Gary Chambers for 24 yds to the Ariz 9 for a 1ST down,,
1st and Goal at ARIZ 9,Mike Bercovici pass incomplete to D.J. Foster,,
2nd and Goal at ARIZ 9,"u""De'Marieya Nelson 9 Yd pass from Mike Bercovici (Zane Gonzalez Kick)""",35,42
"ASU DRIVE TOTALS: 8 plays, 78 yards, 3:29"
Arizona at 5:02,,ASU,UA
,Alex Garoutte kickoff for 65 yds for a touchback,35,42
1st and 10 at ARIZ 25,Nick Wilson run for 2 yds to the Ariz 27,,
2nd and 8 at ARIZ 27,Nick Wilson run for a loss of 2 yards to the Ariz 25,,
3rd and 10 at ARIZ 25,Nick Wilson run for 5 yds to the Ariz 30,,
4th and 5 at ARIZ 30,"Drew Riggleman punt for 45 yds , Kyle Middlebrooks returns for 18 yds to the ArzSt 43",,
"ARIZ DRIVE TOTALS: 3 plays, 5 yards, 2:06"
Arizona State at 2:56,,ASU,UA
1st and 10 at ASU 43,Mike Bercovici pass incomplete to Cameron Smith,35,42
2nd and 10 at ASU 43,Mike Bercovici sacked by Scooby Wright III for a loss of 9 yards to the ArzSt 34,,
,"Timeout ARIZONA ST, clock 02:45",,
3rd and 19 at ASU 34,"u""ARIZONA Penalty, Defensive Pass Interference (Tra'Mayne Bondurant) to the ArzSt 49 for a 1ST down""",,
1st and 10 at ASU 49,Mike Bercovici pass complete to D.J. Foster for 9 yds to the Ariz 42,,
2nd and 1 at ARIZ 42,Demario Richard run for 4 yds to the Ariz 38 for a 1ST down,,
1st and 10 at ARIZ 38,Mike Bercovici pass complete to Cameron Smith for a loss of 2 yards to the Ariz 40,,
2nd and 12 at ARIZ 40,Mike Bercovici pass incomplete to Gary Chambers,,
3rd and 12 at ARIZ 40,Mike Bercovici pass incomplete to Jaelen Strong,,
,"Timeout ARIZONA ST, clock 01:14",,
4th and 12 at ARIZ 40,Mike Bercovici pass incomplete to Jaelen Strong,,
"ASU DRIVE TOTALS: 8 plays, 17 yards, 1:49"
Arizona at 1:07,,ASU,UA
1st and 10 at ARIZ 40,TEAM run for a loss of 1 yard to the Ariz 39,35,42
2nd and 11 at ARIZ 39,"ARIZONA Penalty, Personal Foul (-15 Yards) to the Ariz 24",,
,"Timeout ARIZONA ST, clock 01:04",,
2nd and 26 at ARIZ 24,"ARIZONA ST Penalty, Defensive Offside (5 Yards) to the Ariz 29",,
2nd and 21 at ARIZ 29,TEAM run for a loss of 2 yards to the Ariz 27,,
3rd and 23 at ARIZ 27,TEAM run for a loss of 2 yards to the Ariz 25,,
,End of 4th Quarter,,
"ARIZ DRIVE TOTALS: 3 plays, -15 yards, 1:07"
